epoch,loss,val_macro_recall_raw,per_class_recall_raw
1,1.640697979927063,0.13300229181929538,"[0.41176470585813146, 0.07142857142346938, 0.18181818181487605, 0.0, 0.0]"
2,1.4945479154586792,0.20632543925751792,"[0.470588235266436, 0.14285714284693876, 0.4181818181742149, 0.0, 0.0]"
3,1.398194718360901,0.24970206263259195,"[0.470588235266436, 0.21428571427040816, 0.5636363636261157, 0.0, 0.0]"
4,1.3385388612747193,0.2606111535414845,"[0.470588235266436, 0.21428571427040816, 0.6181818181705786, 0.0, 0.0]"
5,1.288621735572815,0.37208556147949867,"[0.705882352899654, 0.49999999996428574, 0.6545454545335537, 0.0, 0.0]"
6,1.2509604454040528,0.4205500381759107,"[0.8235294117162629, 0.6428571428112245, 0.6363636363520662, 0.0, 0.0]"
7,1.2225144863128663,0.4250420167849766,"[0.8823529411245675, 0.6428571428112245, 0.5999999999890909, 0.0, 0.0]"
8,1.1960396766662598,0.42867838042127415,"[0.8823529411245675, 0.6428571428112245, 0.6181818181705786, 0.0, 0.0]"
9,1.174347186088562,0.42867838042127415,"[0.8823529411245675, 0.6428571428112245, 0.6181818181705786, 0.0, 0.0]"
10,1.156362771987915,0.4180290297728778,"[0.8823529411245675, 0.571428571387755, 0.6363636363520662, 0.0, 0.0]"
11,1.1388646483421325,0.42166539340917525,"[0.8823529411245675, 0.571428571387755, 0.6545454545335537, 0.0, 0.0]"
12,1.1244848251342774,0.4037433154881839,"[0.8823529411245675, 0.49999999996428574, 0.6363636363520662, 0.0, 0.0]"
13,1.110776925086975,0.39309396483978754,"[0.8823529411245675, 0.4285714285408163, 0.6545454545335537, 0.0, 0.0]"
14,1.0974539756774901,0.3967303284760851,"[0.8823529411245675, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
15,1.0860361814498902,0.3967303284760851,"[0.8823529411245675, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
16,1.075484609603882,0.39309396483978754,"[0.8823529411245675, 0.4285714285408163, 0.6545454545335537, 0.0, 0.0]"
17,1.0650700807571412,0.3967303284760851,"[0.8823529411245675, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
18,1.05619637966156,0.4003666921123825,"[0.8823529411245675, 0.4285714285408163, 0.690909090896529, 0.0, 0.0]"
19,1.047295606136322,0.4003666921123825,"[0.8823529411245675, 0.4285714285408163, 0.690909090896529, 0.0, 0.0]"
20,1.038966178894043,0.3967303284760851,"[0.8823529411245675, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
21,1.0301750302314758,0.3824446141913912,"[0.8823529411245675, 0.35714285711734695, 0.6727272727150414, 0.0, 0.0]"
22,1.0231655716896058,0.3967303284760851,"[0.8823529411245675, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
23,1.0160420656204223,0.3967303284760851,"[0.8823529411245675, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
24,1.0082475781440734,0.4084950343577459,"[0.941176470532872, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
25,1.0015143990516662,0.4084950343577459,"[0.941176470532872, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
26,0.9952610611915589,0.4084950343577459,"[0.941176470532872, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
27,0.9894613146781921,0.4084950343577459,"[0.941176470532872, 0.4285714285408163, 0.6727272727150414, 0.0, 0.0]"
28,0.9833056092262268,0.4048586707214484,"[0.941176470532872, 0.4285714285408163, 0.6545454545335537, 0.0, 0.0]"
29,0.9777435541152955,0.4048586707214484,"[0.941176470532872, 0.4285714285408163, 0.6545454545335537, 0.0, 0.0]"
30,0.9718089580535889,0.4048586707214484,"[0.941176470532872, 0.4285714285408163, 0.6545454545335537, 0.0, 0.0]"
31,5.278103065490723,0.43343009929083615,"[0.941176470532872, 0.571428571387755, 0.6545454545335537, 0.0, 0.0]"
32,4.335171365737915,0.41161191747305104,"[0.941176470532872, 0.571428571387755, 0.5454545454446281, 0.0, 0.0]"
33,3.902992296218872,0.3900534759157621,"[0.941176470532872, 0.49999999996428574, 0.5090909090816529, 0.0, 0.0]"
34,3.543855667114258,0.3864171122794646,"[0.941176470532872, 0.49999999996428574, 0.4909090909001653, 0.0, 0.0]"
35,3.323647975921631,0.3934300992915635,"[0.941176470532872, 0.571428571387755, 0.4545454545371901, 0.0, 0.0]"
36,3.2948269844055176,0.39706646292786096,"[0.941176470532872, 0.571428571387755, 0.4727272727186777, 0.0, 0.0]"
37,3.113678789138794,0.4222612681214475,"[0.941176470532872, 0.6428571428112245, 0.5272727272631406, 0.0, 0.0]"
38,2.9298453330993652,0.4222612681214475,"[0.941176470532872, 0.6428571428112245, 0.5272727272631406, 0.0, 0.0]"
39,2.853843593597412,0.4007028265641585,"[0.941176470532872, 0.571428571387755, 0.4909090909001653, 0.0, 0.0]"
40,2.707732820510864,0.40433919020045594,"[0.941176470532872, 0.571428571387755, 0.5090909090816529, 0.0, 0.0]"
41,2.6698530197143553,0.41161191747305104,"[0.941176470532872, 0.571428571387755, 0.5454545454446281, 0.0, 0.0]"
42,2.5466615200042724,0.4079755538367536,"[0.941176470532872, 0.571428571387755, 0.5272727272631406, 0.0, 0.0]"
43,2.438034725189209,0.40433919020045594,"[0.941176470532872, 0.571428571387755, 0.5090909090816529, 0.0, 0.0]"
44,2.4459588050842287,0.4079755538367536,"[0.941176470532872, 0.571428571387755, 0.5272727272631406, 0.0, 0.0]"
