rms,zcr,spectral_flatness,kurtosis,skewness,file_path,filename
0.09632428,0.009147863418530352,7.192563063071924e-05,4.589446883803898,0.09106178543141884,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-2_10s-20s.wav,WEBSS-002 TP 4_seg-2_10s-20s.wav
0.14879172,0.010422386681309905,1.783179501244165e-05,2.8641556553842946,0.01467047943184564,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-5_40s-50s.wav,WEBSS-002 TP 2_seg-5_40s-50s.wav
0.11395182,0.010320986421725239,1.4220537238764493e-05,5.212142861151214,0.01726013474903304,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-6_50s-60s.wav,WEBSS-002 TP 4_seg-6_50s-60s.wav
0.018509958,0.019518769968051117,3.233237691362691e-05,209.20318437086593,1.3716351001924316,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-1_0s-10s.wav,WEBSS-002 TP 2_seg-1_0s-10s.wav
0.17477353,0.0076171875,1.4414430074011444e-05,1.4993843207197362,0.1064417231942886,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-7_60s-61.27s.wav,WEBSS-002 TP 4_seg-7_60s-61.27s.wav
0.15471223,0.010358426517571885,5.613850859820752e-05,1.8725352160891333,0.03305356912362932,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-3_20s-30s.wav,WEBSS-002 TP 4_seg-3_20s-30s.wav
0.12826535,0.011256988817891373,3.347214949473433e-05,3.2376631481751073,-0.07501280267092068,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-5_40s-50s.wav,WEBSS-002 TP 3_seg-5_40s-50s.wav
0.12543103,0.011843550319488819,2.8365877329781195e-05,2.7942943467250805,-4.785966908823438e-05,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-6_50s-60s.wav,WEBSS-002 TP 3_seg-6_50s-60s.wav
0.14777175,0.009711024860223643,1.0279658430217386e-05,2.772673448407481,0.06316489534667341,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-7_60s-70s.wav,WEBSS-002 TP 2_seg-7_60s-70s.wav
0.13996778,0.011113966557017544,3.4566129134728e-05,2.0978222800546824,0.0036607766908923227,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-8_70s-79.09s.wav,WEBSS-002 TP 3_seg-8_70s-79.09s.wav
0.103859834,0.00954878444488818,1.3301380570011841e-05,4.658625321125002,0.0642416239355148,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-1_0s-10s.wav,WEBSS-002 TP 3_seg-1_0s-10s.wav
0.06575295,0.010076065794728434,2.232308077375791e-05,10.235199238475825,0.029417966079306183,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-2_10s-20s.wav,WEBSS-002 TP 3_seg-2_10s-20s.wav
0.12518357,0.01875904802316294,6.9357278865953575e-06,5.661602711073213,-0.015935785523101997,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-3_20s-30s.wav,WEBSS-002 TP 2_seg-3_20s-30s.wav
0.05591398,0.010211786142172524,8.062401034486619e-05,12.881298174056486,0.146174264489565,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-7_60s-70s.wav,WEBSS-002 TP 3_seg-7_60s-70s.wav
0.14384694,0.008360061401757189,7.923437693355515e-05,2.905405271826485,0.022646036535176835,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-6_50s-60s.wav,WEBSS-002 TP 2_seg-6_50s-60s.wav
0.14924091,0.007784419928115016,0.00010102832889299117,1.8222152887375733,0.13385625789635988,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-5_40s-50s.wav,WEBSS-002 TP 4_seg-5_40s-50s.wav
