epoch,train_loss,val_macro_recall_raw,per_class_recall_raw,secs
1,1.7836384057998658,0.11781512604656115,"[0.117647058816609, 0.07142857142346938, 0.3999999999927273, 0.0, 0.0]",0.006819963455200195
2,1.6312726736068726,0.187288006103262,"[0.41176470585813146, 0.14285714284693876, 0.3818181818112397, 0.0, 0.0]",0.006497859954833984
3,1.5442244291305542,0.264583651629558,"[0.5294117646747405, 0.35714285711734695, 0.4363636363557025, 0.0, 0.0]",0.00758814811706543
4,1.4457717657089233,0.3508632543739857,"[0.7647058823079584, 0.571428571387755, 0.4181818181742149, 0.0, 0.0]",0.006506443023681641
5,1.3947152137756347,0.4175095492518854,"[0.8823529411245675, 0.7142857142346939, 0.4909090909001653, 0.0, 0.0]",0.00731968879699707
6,1.3152984619140624,0.4245225362639841,"[0.8823529411245675, 0.7857142856581633, 0.4545454545371901, 0.0, 0.0]",0.006318569183349609
7,1.2651647567749023,0.42815889990028166,"[0.8823529411245675, 0.7857142856581633, 0.4727272727186777, 0.0, 0.0]",0.00700068473815918
8,1.2217381477355957,0.4343162719396122,"[0.8235294117162629, 0.8571428570816326, 0.4909090909001653, 0.0, 0.0]",0.007714748382568359
9,1.1691622495651246,0.4379526355759097,"[0.8235294117162629, 0.8571428570816326, 0.5090909090816529, 0.0, 0.0]",0.007231473922729492
10,1.1528764247894288,0.45223834986060363,"[0.8235294117162629, 0.928571428505102, 0.5090909090816529, 0.0, 0.0]",0.007493734359741211
11,1.1527976274490357,0.45587471349690106,"[0.8235294117162629, 0.928571428505102, 0.5272727272631406, 0.0, 0.0]",0.0073359012603759766
12,1.1090206384658814,0.45223834986060363,"[0.8235294117162629, 0.928571428505102, 0.5090909090816529, 0.0, 0.0]",0.0073621273040771484
13,1.1151752710342406,0.45223834986060363,"[0.8235294117162629, 0.928571428505102, 0.5090909090816529, 0.0, 0.0]",0.006621599197387695
14,1.0838416337966919,0.45223834986060363,"[0.8235294117162629, 0.928571428505102, 0.5090909090816529, 0.0, 0.0]",0.005582094192504883
15,1.045349943637848,0.43067990830331465,"[0.8235294117162629, 0.8571428570816326, 0.4727272727186777, 0.0, 0.0]",0.005536556243896484
16,1.0216089487075806,0.4270435446670171,"[0.8235294117162629, 0.8571428570816326, 0.4545454545371901, 0.0, 0.0]",0.00756525993347168
17,1.062727439403534,0.419770817394422,"[0.8235294117162629, 0.8571428570816326, 0.4181818181742149, 0.0, 0.0]",0.008208990097045898
18,1.008747410774231,0.4161344537581245,"[0.8235294117162629, 0.8571428570816326, 0.3999999999927273, 0.0, 0.0]",0.0074634552001953125
19,0.9863986253738404,0.43153552327608297,"[0.8823529411245675, 0.8571428570816326, 0.4181818181742149, 0.0, 0.0]",0.007525205612182617
20,0.9772751569747925,0.42789915963978553,"[0.8823529411245675, 0.8571428570816326, 0.3999999999927273, 0.0, 0.0]",0.007376909255981445
21,0.9595689296722412,0.43153552327608297,"[0.8823529411245675, 0.8571428570816326, 0.4181818181742149, 0.0, 0.0]",0.007308483123779297
22,0.9512591004371643,0.43153552327608297,"[0.8823529411245675, 0.8571428570816326, 0.4181818181742149, 0.0, 0.0]",0.0071277618408203125
23,0.9432842612266541,0.43153552327608297,"[0.8823529411245675, 0.8571428570816326, 0.4181818181742149, 0.0, 0.0]",0.007254838943481445
24,0.9285677313804627,0.46010695184547074,"[0.8823529411245675, 0.9999999999285715, 0.4181818181742149, 0.0, 0.0]",0.007155179977416992
25,0.9143298506736756,0.4637433154817683,"[0.8823529411245675, 0.9999999999285715, 0.4363636363557025, 0.0, 0.0]",0.0068378448486328125
26,0.9842845678329468,0.46010695184547074,"[0.8823529411245675, 0.9999999999285715, 0.4181818181742149, 0.0, 0.0]",0.0076770782470703125
27,0.9203333497047425,0.46010695184547074,"[0.8823529411245675, 0.9999999999285715, 0.4181818181742149, 0.0, 0.0]",0.0073931217193603516
28,0.8561213135719299,0.46010695184547074,"[0.8823529411245675, 0.9999999999285715, 0.4181818181742149, 0.0, 0.0]",0.007227897644042969
29,0.8730478644371032,0.46010695184547074,"[0.8823529411245675, 0.9999999999285715, 0.4181818181742149, 0.0, 0.0]",0.00745701789855957
30,0.9124048233032227,0.4564705882091733,"[0.8823529411245675, 0.9999999999285715, 0.3999999999927273, 0.0, 0.0]",0.007642030715942383
31,0.8942983150482178,0.45283422457287575,"[0.8823529411245675, 0.9999999999285715, 0.3818181818112397, 0.0, 0.0]",0.007180690765380859
32,0.8338789105415344,0.46823529409083414,"[0.941176470532872, 0.9999999999285715, 0.3999999999927273, 0.0, 0.0]",0.007297515869140625
33,0.8723637938499451,0.4718716577271317,"[0.941176470532872, 0.9999999999285715, 0.4181818181742149, 0.0, 0.0]",0.007560014724731445
34,0.8828946232795716,0.4755080213634292,"[0.941176470532872, 0.9999999999285715, 0.4363636363557025, 0.0, 0.0]",0.00659632682800293
35,0.8806958198547363,0.4755080213634292,"[0.941176470532872, 0.9999999999285715, 0.4363636363557025, 0.0, 0.0]",0.006371498107910156
36,0.8478113651275635,0.4791443849997267,"[0.941176470532872, 0.9999999999285715, 0.4545454545371901, 0.0, 0.0]",0.005726814270019531
37,0.8217976450920105,0.4791443849997267,"[0.941176470532872, 0.9999999999285715, 0.4545454545371901, 0.0, 0.0]",0.006210803985595703
38,0.877748990058899,0.4791443849997267,"[0.941176470532872, 0.9999999999285715, 0.4545454545371901, 0.0, 0.0]",0.005621671676635742
39,0.8036569833755494,0.4791443849997267,"[0.941176470532872, 0.9999999999285715, 0.4545454545371901, 0.0, 0.0]",0.007563114166259766
