type,t_start_sec,t_end_sec,duration_sec
inhale,0.32,0.64,0.32
inhale,2.58,2.94,0.3599999999999999
inhale,7.0200000000000005,7.140000000000001,0.1200000000000001
inhale,7.42,7.62,0.20000000000000018
inhale,10.5,10.84,0.33999999999999986
inhale,13.02,13.16,0.14000000000000057
inhale,14.68,14.86,0.17999999999999972
inhale,15.540000000000001,15.84,0.29999999999999893
inhale,16.28,16.5,0.21999999999999886
inhale,17.66,18.04,0.379999999999999
inhale,18.8,18.98,0.17999999999999972
inhale,20.44,20.900000000000002,0.46000000000000085
inhale,21.36,21.82,0.46000000000000085
inhale,22.740000000000002,23.22,0.4799999999999969
inhale,23.7,23.92,0.22000000000000242
inhale,25.16,25.560000000000002,0.40000000000000213
inhale,26.14,27.240000000000002,1.1000000000000014
inhale,29.0,29.18,0.17999999999999972
inhale,29.82,30.04,0.21999999999999886
inhale,31.18,31.34,0.16000000000000014
inhale,31.68,31.82,0.14000000000000057
inhale,33.46,33.62,0.1599999999999966
inhale,34.08,34.34,0.2600000000000051
inhale,36.660000000000004,36.86,0.19999999999999574
inhale,39.24,39.42,0.17999999999999972
inhale,41.660000000000004,41.9,0.23999999999999488
inhale,43.300000000000004,43.6,0.29999999999999716
exhale,0.64,0.8200000000000001,0.18000000000000005
exhale,1.2,1.56,0.3600000000000001
exhale,2.94,3.2800000000000002,0.3400000000000003
exhale,3.64,3.74,0.10000000000000009
exhale,5.84,6.18,0.33999999999999986
exhale,7.140000000000001,7.32,0.17999999999999972
exhale,7.62,7.8,0.17999999999999972
exhale,8.36,8.58,0.22000000000000064
exhale,10.84,11.02,0.17999999999999972
exhale,13.16,13.52,0.35999999999999943
exhale,14.86,15.120000000000001,0.26000000000000156
exhale,15.84,16.1,0.26000000000000156
exhale,16.5,16.92,0.4200000000000017
exhale,18.04,18.44,0.40000000000000213
exhale,18.98,19.46,0.4800000000000004
exhale,20.28,20.400000000000002,0.120000000000001
exhale,20.900000000000002,21.14,0.23999999999999844
exhale,21.82,22.12,0.3000000000000007
exhale,23.22,23.38,0.16000000000000014
exhale,23.92,24.36,0.4399999999999977
exhale,25.560000000000002,25.88,0.31999999999999673
exhale,27.240000000000002,28.8,1.5599999999999987
exhale,29.18,29.44,0.26000000000000156
exhale,30.04,30.96,0.9200000000000017
exhale,31.34,31.44,0.10000000000000142
exhale,31.82,32.02,0.20000000000000284
exhale,34.34,34.72,0.37999999999999545
exhale,36.86,37.28,0.4200000000000017
exhale,39.42,39.86,0.4399999999999977
exhale,41.9,42.24,0.3400000000000034
exhale,43.6,43.78,0.17999999999999972
wheeze_candidate,0.768,1.024,0.256
wheeze_candidate,2.944,3.456,0.512
wheeze_candidate,14.464,14.72,0.2560000000000002
wheeze_candidate,19.072,19.328,0.2560000000000002
wheeze_candidate,21.632,21.888,0.2560000000000002
wheeze_candidate,25.856,26.112,0.2559999999999967
wheeze_candidate,27.264,27.904,0.6400000000000006
wheeze_candidate,33.536,33.92,0.38400000000000034
