time_sec,spectral_centroid_hz,spectral_bandwidth_hz,spectral_flatness,spectral_rolloff_hz,spectral_peakiness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms_env,wheeze_candidate
0.128,187.0068500554334,132.61440214688287,0.011459465785123258,242.1875,0.10424715669814057,-151.63663367193715,16.35927952470219,0.22169342610094744,-2.700785286051228,-8.712040522965378,-2.65152557025658,-5.761217978358861,-3.4625553317536646,-3.9410676858945046,-4.489362837717813,-2.128768208358416,-1.9550207770797146,-1.9893325665911687,0.013389058517558233,0
0.256,183.3771278209893,130.95405007687194,0.011765529126052863,277.34375,0.17601079099014424,-151.5337068448981,15.72324001608709,-0.2350321656086045,-1.838192860771065,-8.040188681157627,-4.350051151550794,-6.091752104198089,-2.4343110957017347,-3.326633542127298,-3.167302981872181,-3.140740435887448,-2.8624605128999794,-2.3603904064641377,0.016250068082341126,1
0.384,178.88073782571215,139.2628043477077,0.013080659345421991,242.1875,0.1505853161361701,-151.2132810110188,15.005264975650974,-0.8225833076957572,-2.3421385259658942,-8.865663658083346,-3.657625999825161,-5.12758529349469,-2.913594110646658,-5.165692586982784,-4.3948104645791055,-2.3644670943191546,-2.0305934032575275,-2.5312261593648087,0.022765576041170524,1
0.512,186.3596608293913,97.28455407214442,0.004732587228593948,253.90625,0.10562869467363042,-146.13348438402107,20.114612828913415,-1.729501813994433,-6.375035258095407,-8.76460312949269,-2.3604323541164858,-7.477739401313443,-5.044860966994303,-4.516182289177937,-2.8040027623694055,-3.2605911624765556,-2.5865836040777443,-1.9737286769157527,0.017954002799732343,0
0.64,202.27938320516034,125.37549180384343,0.01233441193615067,281.25,0.09862251734016592,-152.37040684980758,15.579594247066016,-0.021831696627431802,-3.3101761587930953,-9.494157159589554,-4.3303632444679,-5.949226718084722,-2.6573290481058165,-4.15230582953002,-3.3915456938859267,-2.137634088993878,-2.474321787992125,-1.7691720900181156,0.022534283676317757,0
0.768,186.81267668968707,102.7872742069755,0.007986353804848668,250.0,0.06497876806843973,-144.79581103161132,17.38006038531416,-1.3195727966608024,-2.635371978008259,-8.09326696114588,-5.712503096900555,-7.895400666468406,-3.4466434125634065,-3.6800383825592142,-2.7468637319468328,-4.137477200634933,-2.2140816838910045,-1.751779005384468,0.021360314371330395,0
0.896,219.17520640369526,182.1844742496258,0.018279136336762872,292.96875,0.07936139780544932,-145.9368010508635,15.083455736448057,-2.925101423700197,-3.1742299796750784,-8.328387271470078,-2.249120108663236,-7.4887999646532455,-2.4218685303242564,-5.635320608189129,-2.3057043253271736,-2.8822682917596287,-3.2128562191611647,-0.06382787619287508,0.01642861230564969,0
1.024,210.12286297802785,160.84204718226613,0.018139356741036363,277.34375,0.05493452105416009,-147.52858239707285,15.091265290722982,-2.6948259219775377,-2.2012791956876274,-8.681757739650143,-2.8837104354584406,-5.994371947489618,-3.7528477098596422,-4.806451184442541,-2.704713669436264,-2.349775268539097,-2.380164651247494,-2.1787434267131025,0.034262263349124356,0
1.152,167.39199461252113,83.5354571963579,0.0032768414878244505,234.375,0.1600925426696153,-142.5990668681392,19.95409646366719,-1.8089652917861758,-2.712483773129639,-10.722088309743128,-4.957993045117644,-7.935202918021637,-4.390796505282457,-4.316891826289586,-4.704378131478665,-3.0795786581635545,-2.727358573908695,-2.8585146006039768,0.049319308251142495,1
1.28,163.4471671305265,80.88765812760992,0.002365844273349179,230.46875,0.09754389817746505,-141.52966722050476,20.79610497951157,-0.6670786768847172,-5.381288043404529,-11.123072796703552,-3.340904623050086,-7.818272522841859,-5.418646445816205,-4.545245317635291,-4.759932859069434,-4.515226865809312,-3.87301905215288,-3.366161820138637,0.048997040838003166,0
