mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,file_path,filename
-374.25276821173867,147.81288754100126,67.92238146902055,31.600711935717023,38.24737964729884,36.64226213693071,13.257541065387734,-1.8791922496317026,3.525449361063204,10.53793932919082,7.446942007595774,2.710362735057791,3.2238275853365246,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-2_10s-20s.wav,WEBSS-002 TP 4_seg-2_10s-20s.wav
-329.15388372669275,187.1423076729193,48.572018985964995,6.9004290774456765,42.06344807391294,45.81691413688914,9.628781986123887,-2.601368130425484,12.39605559669605,12.622335163625047,-0.1538846692047291,1.0008937995919172,8.668831389177445,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-5_40s-50s.wav,WEBSS-002 TP 2_seg-5_40s-50s.wav
-351.98683905589155,144.33471758816756,62.57093036483944,25.7219115047415,34.60238797903049,36.1042948272657,14.353090643908414,-1.4268593471688313,2.460707686594797,9.139171849138634,7.245165155115796,3.502321314799603,3.4458342494804355,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-6_50s-60s.wav,WEBSS-002 TP 4_seg-6_50s-60s.wav
-462.2584053295047,99.94364462300237,57.16836391749954,31.32899272583471,26.70697788359975,22.425372608184052,10.929936161770687,3.022212760139235,3.5456004144564575,4.939377605200035,2.5525926323054877,0.13443547223067684,0.6741481243108017,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-1_0s-10s.wav,WEBSS-002 TP 2_seg-1_0s-10s.wav
-327.33004354805564,189.81771887075746,53.97496660819128,11.922344867334676,43.25852987145171,43.534847020990426,5.881676495165914,-6.157580718719176,11.998678042815495,15.975300788532484,1.9481390505902965,-1.854244123909604,5.461974512334766,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-7_60s-61.27s.wav,WEBSS-002 TP 4_seg-7_60s-61.27s.wav
-333.5207603683867,162.82491212278737,64.36148837127408,26.30527212302836,41.914976125060846,41.25745644916564,12.383289033940528,-2.8114900885601783,5.806191669756758,11.06696778492963,4.66578732571178,1.5569573666904535,4.683078146882943,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 4_seg-3_20s-30s.wav,WEBSS-002 TP 4_seg-3_20s-30s.wav
-333.5565968330864,180.43005706375172,44.78897912847438,3.7604317964004688,40.4304588249396,47.96096917799875,12.77404574829219,-3.2386832643396812,8.984516985554567,10.658691406916537,-0.4205271026972779,0.4953177351231102,8.913789424090565,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-5_40s-50s.wav,WEBSS-002 TP 3_seg-5_40s-50s.wav
-334.2326689987195,182.86322755318278,43.45765194373888,1.5699176555992906,41.10859851037059,51.04470573413021,14.370661564080256,-5.107108151874752,6.119929670535923,10.003943361338559,0.8094829635786612,1.1801999100422222,8.452592550278034,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-6_50s-60s.wav,WEBSS-002 TP 3_seg-6_50s-60s.wav
-336.64563745200303,181.93757027994772,52.789448202200525,12.264311454945375,41.57071150652276,42.58578817032581,9.672647254806531,0.4804416108751342,14.244246465791935,11.692717522759972,-1.9724858652816628,0.18946814971871218,9.213374044943077,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 2_seg-7_60s-70s.wav,WEBSS-002 TP 2_seg-7_60s-70s.wav
-318.5188933142884,177.29690327866686,42.586801105279896,1.8518207978188153,38.67744544568254,47.37399986531972,13.05933373082722,-4.0741619125315,6.937352569352831,10.613171628864682,2.868158316803909,3.1095525510675737,7.373944733662648,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-8_70s-79.09s.wav,WEBSS-002 TP 3_seg-8_70s-79.09s.wav
-363.27023886054764,169.70644292125831,55.9477449822991,15.044886400250222,37.13760231000329,40.18685301935419,12.705312652758606,0.4003830533779457,8.82909632052287,8.790448548164774,-0.03886457707022592,1.0432066937309221,7.319622903781738,/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw segmented into 10 sec/WEBSS002_segmented into 10sec/WEBSS-002 TP 3_seg-1_0s-10s.wav,WEBSS-002 TP 3_seg-1_0s-10s.wav
