seed,test_macro_f1,test_ap
42,0.8665058518717055,0.9121937247572642
43,0.8492493744787323,0.9098467263674912
44,0.906510086048808,0.9549058619892804
45,0.8371389955896997,0.9029487668739218
46,0.8701508620689655,0.9376647575077962
