Cycle_ID,Best_Representation,Best_Algorithm,Quality_Score,Silhouette_Mean,Silhouette_Std,Valid_Runs,Total_Runs,Stability,Mean_Clusters,Mean_Noise_Ratio
D1,raw_waveform_stats,hdbscan,0.4877733863687168,0.4877733863687168,0.0,1,7,1.0,2.0,0.3242424242424242
C4,logmel_mean,kmeans_k3,0.4621337802786129,0.4621337802786129,5.551115123125783e-17,7,7,1.0,3.0,0.0
A0,mfcc_mean,hdbscan,0.4575337375263264,0.4575337375263264,0.0,1,7,1.0,2.0,0.46153846153846156
D0,mfcc_mean,hdbscan,0.4511780557844327,0.4737051059682362,0.0475550081685503,6,7,0.9524449918314497,5.333333333333333,0.38333333333333336
C3,mfcc_mean,hdbscan,0.44234046688328477,0.4668318074895188,0.052462878949789446,6,7,0.9475371210502106,4.833333333333333,0.36464646464646466
