type,t_start_sec,t_end_sec,duration_sec
inhale,0.74,0.9400000000000001,0.20000000000000007
inhale,1.72,1.86,0.14000000000000012
inhale,3.1,3.2,0.10000000000000009
inhale,3.6,3.74,0.14000000000000012
inhale,4.5,4.64,0.13999999999999968
inhale,5.04,5.36,0.3200000000000003
inhale,6.26,6.38,0.1200000000000001
inhale,6.66,6.86,0.20000000000000018
inhale,8.26,8.42,0.16000000000000014
inhale,9.92,10.1,0.17999999999999972
inhale,10.96,11.08,0.11999999999999922
inhale,11.5,11.72,0.22000000000000064
inhale,12.32,12.5,0.17999999999999972
inhale,20.66,20.98,0.3200000000000003
inhale,21.62,21.8,0.17999999999999972
inhale,22.900000000000002,23.06,0.1599999999999966
inhale,23.740000000000002,23.92,0.17999999999999972
inhale,25.02,25.2,0.17999999999999972
inhale,26.5,26.64,0.14000000000000057
inhale,28.7,28.82,0.120000000000001
inhale,30.2,30.62,0.4200000000000017
inhale,31.36,31.54,0.17999999999999972
inhale,33.5,33.64,0.14000000000000057
inhale,34.56,34.96,0.3999999999999986
inhale,36.9,37.5,0.6000000000000014
inhale,38.04,38.160000000000004,0.12000000000000455
inhale,38.76,38.88,0.12000000000000455
inhale,40.44,40.56,0.12000000000000455
inhale,44.02,44.160000000000004,0.14000000000000057
inhale,45.660000000000004,45.82,0.1599999999999966
inhale,46.42,46.58,0.1599999999999966
inhale,47.300000000000004,47.42,0.11999999999999744
inhale,48.82,49.08,0.259999999999998
inhale,50.2,50.68,0.4799999999999969
inhale,52.04,52.32,0.28000000000000114
inhale,52.78,53.04,0.259999999999998
inhale,53.480000000000004,53.72,0.23999999999999488
inhale,54.14,54.24,0.10000000000000142
inhale,54.94,55.5,0.5600000000000023
inhale,56.4,56.620000000000005,0.22000000000000597
inhale,57.76,58.44,0.6799999999999997
inhale,59.46,59.64,0.17999999999999972
exhale,0.9400000000000001,1.1400000000000001,0.20000000000000007
exhale,1.86,2.52,0.6599999999999999
exhale,3.74,4.0200000000000005,0.28000000000000025
exhale,4.64,4.86,0.22000000000000064
exhale,5.36,5.5200000000000005,0.16000000000000014
exhale,6.38,6.5,0.1200000000000001
exhale,6.86,7.1000000000000005,0.2400000000000002
exhale,7.8,7.94,0.14000000000000057
exhale,8.42,8.6,0.17999999999999972
exhale,10.1,10.3,0.20000000000000107
exhale,11.08,11.24,0.16000000000000014
exhale,11.72,11.98,0.2599999999999998
exhale,12.5,12.72,0.22000000000000064
exhale,20.98,21.1,0.120000000000001
exhale,21.8,22.68,0.879999999999999
exhale,23.06,23.22,0.16000000000000014
exhale,23.92,24.46,0.5399999999999991
exhale,25.2,25.42,0.22000000000000242
exhale,26.64,26.8,0.16000000000000014
exhale,28.82,28.98,0.16000000000000014
exhale,30.62,30.86,0.23999999999999844
exhale,31.16,31.3,0.14000000000000057
exhale,31.54,32.68,1.1400000000000006
exhale,33.64,33.82,0.17999999999999972
exhale,34.96,35.2,0.240000000000002
exhale,37.5,37.6,0.10000000000000142
exhale,38.160000000000004,38.32,0.1599999999999966
exhale,38.88,39.02,0.14000000000000057
exhale,40.56,40.78,0.21999999999999886
exhale,44.160000000000004,44.38,0.21999999999999886
exhale,45.82,45.980000000000004,0.1600000000000037
exhale,46.58,46.980000000000004,0.4000000000000057
exhale,47.42,47.68,0.259999999999998
exhale,49.08,49.34,0.2600000000000051
exhale,50.68,51.1,0.4200000000000017
exhale,52.32,52.54,0.21999999999999886
exhale,53.04,53.160000000000004,0.12000000000000455
exhale,53.72,53.94,0.21999999999999886
exhale,54.24,54.58,0.3399999999999963
exhale,55.5,55.88,0.38000000000000256
exhale,56.620000000000005,57.160000000000004,0.5399999999999991
exhale,58.44,58.78,0.3400000000000034
exhale,59.64,59.78,0.14000000000000057
wheeze_candidate,0.384,0.64,0.256
wheeze_candidate,1.92,2.176,0.2560000000000002
wheeze_candidate,5.76,6.016,0.2560000000000002
wheeze_candidate,6.4,6.656,0.25599999999999934
wheeze_candidate,7.936,8.32,0.38400000000000034
wheeze_candidate,9.472,9.728,0.2560000000000002
wheeze_candidate,11.136,11.392,0.2560000000000002
wheeze_candidate,12.672,12.928,0.2560000000000002
wheeze_candidate,22.4,22.656,0.2560000000000002
wheeze_candidate,23.808,24.192,0.38400000000000034
wheeze_candidate,25.216,25.6,0.38400000000000034
wheeze_candidate,26.752,27.008,0.2560000000000002
wheeze_candidate,29.312,29.568,0.2560000000000002
wheeze_candidate,31.232,31.488,0.2560000000000002
wheeze_candidate,33.28,33.536,0.2560000000000002
wheeze_candidate,34.688,34.944,0.2560000000000002
wheeze_candidate,38.272,38.528,0.2560000000000002
wheeze_candidate,40.32,40.576,0.2560000000000002
wheeze_candidate,43.264,43.52,0.2560000000000002
wheeze_candidate,46.848,47.104,0.2560000000000002
