time_sec,spectral_centroid_hz,spectral_bandwidth_hz,spectral_flatness,spectral_rolloff_hz,spectral_peakiness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms_env,wheeze_candidate
0.128,188.82680114055603,144.37648196224765,0.015772125633691497,265.625,0.09199939143203559,-157.875625069543,13.86955120803066,0.3428652572131773,-2.2460180906260745,-8.47879741401051,-3.9632346222280557,-4.287739277525475,-3.10628041779679,-3.617656412582188,-4.308216059995543,-2.746455510688219,-1.3242183051315886,-1.430463521574725,0.030158300059182304,0
0.256,187.24967678393048,77.27525048043763,0.0028152691293284017,250.0,0.055572483211990126,-145.6494244059157,19.014778158440244,1.6796726150750345,-5.554564950098655,-14.536104559244151,-5.176018019484715,-6.162744186936281,-4.4941123272667,-5.056369798023956,-4.265200700830366,-2.6700252293253848,-0.838445984148944,-2.341111126220929,0.017628967096763,0
0.384,206.02697550784973,137.94898598452667,0.013843556409398512,246.09375,0.06567497966067568,-154.48795257081105,14.605442708247118,-0.1497419714865094,-2.978668697954783,-8.904178748113187,-3.683018771223061,-5.946097249263138,-4.319178232949415,-3.5659053439728177,-3.007310169396443,-1.6970138879172234,-1.4891445890393007,-1.656989469577821,0.012029730156064032,0
0.512,190.4873401212294,108.48624954509648,0.008987733719797688,246.09375,0.06297007451204541,-154.1390367222101,16.527596870308194,1.1833595813846916,-2.398761428617117,-7.997764729381683,-4.502132260648384,-6.372309085068379,-3.609509428869676,-3.712515443403519,-3.105366859105854,-1.2245668200287403,-1.6498359352985725,-2.617479206543303,0.010729397114898478,0
0.64,225.09512094407486,175.2558097582866,0.02217792977464398,300.78125,0.09093386837424688,-153.31160815512897,14.108551793388585,-2.630398432764627,-2.0175983567273272,-7.395234003621546,-3.3367353041856913,-5.740992476595119,-4.586320995154194,-1.9022739694545963,-2.438571114651916,-2.8799376267690455,-1.9970136528641433,-1.6463346648565105,0.00825949478894472,0
0.768,187.86982539095644,175.01839664571185,0.019432728324509773,285.15625,0.108436346909671,-155.24009163775986,13.346036383237212,-0.5427642502665896,-0.08332586708052583,-7.795553267296411,-3.6836808852965044,-3.9736755585385666,-2.341196133844693,-2.940155536884248,-4.116480284652469,-3.020485773301774,-2.6289175901879265,-2.267400793349532,0.008310803598059075,0
0.896,232.33954810727803,213.69127974631192,0.02936382106965177,339.84375,0.06754548307387111,-156.51438272844078,11.919462312117464,-1.527780486599799,-1.4463533675684714,-8.168795689879051,-3.3090590900279606,-3.9371485160470243,-3.990388345548889,-3.9199925733016596,-3.578709053860186,-2.5700299200688876,-0.7970650375235802,-1.1716907942494155,0.01644106092197554,0
1.024,177.24523658803673,106.12125825565334,0.006377412002971733,261.71875,0.10228746699678151,-148.22228520496455,17.917013105442912,-1.2618784676233048,-3.289203881750909,-10.142138727292558,-4.0752227096809825,-4.562875068371255,-4.118079868351419,-6.116967073992109,-3.7385721596418717,-3.08964028872081,-3.6686631142892354,-1.9725509150256322,0.013329431800437823,0
1.152,203.6212752366457,201.29020153273382,0.021735806058882496,242.1875,0.06184155834770615,-155.32093826507383,12.163949295299425,0.03537810326944159,0.8178358772292696,-9.23850679900608,-3.766416648651651,-3.3152960091945296,-4.344323820138266,-4.943145402411494,-3.163752599948843,-3.2458524964172772,-1.956221308045608,-1.0565132748020756,0.0077127336790519105,0
1.28,196.44280393418936,193.94087627808167,0.02980602411699243,281.25,0.07765681861523717,-154.26425609939653,13.666175593167988,-1.8422640300318427,0.010008536739009956,-6.249903941305316,-2.609225023017642,-3.6474847543482056,-3.502532149452348,-3.5861825972640116,-3.9206697002458224,-2.8124588627504856,-2.6889307932907327,-2.6806234664195356,0.008440138106899602,0
1.408,206.43821329948014,146.21953692084705,0.017072226077542146,277.34375,0.06207156199512041,-155.26360446279298,14.45910921048819,-1.7677326218583471,-2.483725383714228,-8.108096131338502,-4.148333769943845,-5.215540445557712,-4.119846054602045,-3.6786780347651904,-2.9614559266804603,-1.6886629253102379,-2.416396487417133,-1.6366528719013407,0.009467237469341071,0
1.536,195.78847391956444,125.11632967534428,0.012403847095830077,261.71875,0.06210492370621278,-154.87263757060649,16.374420044386166,-0.28938246380907207,-2.655606503145493,-7.474713091813547,-3.569104674077961,-5.2637669974875365,-4.010894334446371,-4.196405433731854,-2.8931199578415576,-1.6187624422847005,-2.4306487660943574,-1.4526372857558059,0.010083070184503282,0
1.664,230.27887074213197,173.73415956965383,0.01890134663159772,332.03125,0.06440408683231798,-152.88645913833122,13.958903510108808,-0.7339744900003669,-3.577287429318547,-10.459889653207112,-2.5847790885822928,-4.811383986116845,-2.8603099170232418,-4.021634038768236,-4.169506656349039,-2.125188152262828,-1.7573266881652372,-1.422687664573298,0.010702405603868622,0
1.792,225.9352891938741,198.34623469554418,0.02109435313298106,339.84375,0.07658889682630854,-151.0616002736823,13.241208363457698,-1.5000104833318146,-3.4289320651554838,-9.485615794216546,-1.6118376657551368,-5.986333882498933,-2.7175275508182946,-4.740962477011331,-4.543811385456717,-1.502245461821623,-2.2484401032274555,-1.7290776902574847,0.011561068360294613,0
1.92,242.03135823840927,173.2398779891922,0.021438521993217996,320.3125,0.06142458252166002,-152.65948853083498,13.473928326932377,-1.6971967978986626,-4.766710761254606,-9.942806532910456,-2.695106085390214,-5.784124580403263,-2.7341291875385134,-4.425006965185936,-3.1973666579270588,-1.0158894834966419,-1.5915999758066937,-1.8367106899459167,0.027254178055695123,0
2.048,174.21406407804616,68.40337135945511,0.0020247477086927116,246.09375,0.17026325726368563,-150.9708620942745,18.663416040753283,0.8342873420539885,-4.496482156553728,-11.687888816590007,-6.319871326777426,-7.574436868716719,-4.648992296477346,-4.023672434063082,-3.096373750463905,-1.8397682325630618,-1.7151686408953952,-2.7686527111992465,0.04134487062692642,1
2.176,138.75918531146104,48.282131134022016,0.0011548915647222702,132.8125,0.3554217759768297,-151.31705257961397,16.908134961022675,0.8011609367679011,-2.423011595869334,-10.35274546896014,-5.660599244783442,-6.711343827395639,-5.0972858339706075,-5.674458332402784,-4.0780737071319315,-3.0195523847616887,-1.60771468894717,-1.811425698312981,0.04654798773782593,1
2.304,209.00904157013645,58.22334689966272,0.001000634882546747,265.625,0.15883321500261233,-147.53195249266403,22.020432555323303,1.1885035818502476,-5.673214661782282,-12.185650659634161,-6.7694769227891465,-6.972991370791728,-3.760929711242135,-2.7852593537673394,-1.624252134006015,-3.0246408270087604,-2.793948622828146,-2.3216017160478724,0.03585378171077803,1
2.432,191.8237580675684,58.532797637083945,0.0016523706462668224,250.0,0.09649386796322774,-152.7282546933419,20.371802163012163,2.137570776531245,-4.00158693231686,-10.535225682257497,-7.115591715537466,-5.924372814370552,-4.33103683368442,-3.559503464179398,-1.7752001115712002,-2.777074534986287,-1.3359058750933377,-2.469081782006195,0.015824910306504795,0
2.56,160.54145462303507,123.31427052649087,0.010074539254318608,226.5625,0.15095742775910448,-155.59015661811742,15.203923368626429,1.3741151978429667,-1.2663654778352922,-8.06915970951966,-3.65527785735366,-5.336427794127825,-3.761065610010986,-3.917427406931584,-3.436351662923229,-2.441962898800543,-2.634906049703127,-3.5273578140570017,0.015565411719892706,1
2.688,180.30861588012928,124.40311475417943,0.00836135291958806,230.46875,0.1981597079785931,-150.54184640552876,15.187446487391739,0.7478413969264202,-2.669633016297824,-10.712892655749318,-2.7481055709851323,-6.598384965024833,-3.6868067365031614,-4.830383646044349,-3.0903067419601857,-2.241660215261133,-2.799584483149533,-2.6135416894197254,0.014958312814789158,1
2.816,185.66273138806747,137.45261568360687,0.010741254673230899,261.71875,0.09802096469149536,-151.88095209115986,15.74114073020209,1.2769750330531455,-1.6796288557352614,-10.562293618574724,-3.111186966823735,-4.898307368854055,-3.3776354600312,-3.9553528856795777,-3.8936968908414866,-2.718641718980707,-2.0234061693765373,-3.10639633762049,0.013986035223518097,0
2.944,180.6582870369685,128.6821140532253,0.009437489336114041,265.625,0.1783737860979459,-152.56777586530524,14.918939959569684,-0.017067286372057427,-2.953372694847042,-10.407707395889712,-3.4914320635217218,-6.110984816616513,-3.568682018176787,-3.9807569203761917,-4.2205971069233446,-1.9127991385018683,-1.877392982331839,-3.3934445417337264,0.015452155444238867,1
3.072,182.17110082890423,102.59633585027424,0.006122646196755733,257.8125,0.06127660466347704,-151.3079238726454,18.21881883864395,2.0917209456729973,-2.103715384547447,-10.286848096234522,-4.377085414475006,-5.198373582684573,-2.888449755281788,-3.7520359205896474,-4.577901286385028,-2.6397905496979135,-1.8393081640765314,-3.2689904522340982,0.014861387519964148,0
3.2,202.39469689510443,146.99430501480998,0.01379624278186486,281.25,0.09031339233012686,-151.51775886753353,15.003078931111585,-0.671102053548907,-2.3824441982488747,-10.252025576652652,-3.2055100696777155,-5.099124276981127,-3.911660054393743,-4.19084061968816,-3.7161583513576373,-1.9985786025956547,-2.197411650556827,-2.445060390088641,0.011652462583567414,0
