epoch,train_loss,val_macro_recall_raw,per_class_recall_raw,secs
32,0.7141855455180998,0.09606345910996887,"[0.2857142856938775, 0.0, 0.024390243902141583, 0.17021276595382528, 0.0]",0.008664846420288086
33,0.7070439029516936,0.09606345910996887,"[0.2857142856938775, 0.0, 0.024390243902141583, 0.17021276595382528, 0.0]",0.007102489471435547
34,0.7480607058335332,0.09606345910996887,"[0.2857142856938775, 0.0, 0.024390243902141583, 0.17021276595382528, 0.0]",0.0058977603912353516
35,0.7249015805856237,0.09606345910996887,"[0.2857142856938775, 0.0, 0.024390243902141583, 0.17021276595382528, 0.0]",0.005872964859008789
36,0.7242471292538258,0.09606345910996887,"[0.2857142856938775, 0.0, 0.024390243902141583, 0.17021276595382528, 0.0]",0.008011102676391602
37,0.7784750822477848,0.09850248350018304,"[0.2857142856938775, 0.0, 0.03658536585321237, 0.17021276595382528, 0.0]",0.007893800735473633
38,0.7122512104989734,0.09850248350018304,"[0.2857142856938775, 0.0, 0.03658536585321237, 0.17021276595382528, 0.0]",0.007486581802368164
39,0.6406890091519822,0.09850248350018304,"[0.2857142856938775, 0.0, 0.03658536585321237, 0.17021276595382528, 0.0]",0.008955001831054688
40,0.7068302183576555,0.09850248350018304,"[0.2857142856938775, 0.0, 0.03658536585321237, 0.17021276595382528, 0.0]",0.006563901901245117
41,0.6906720881396665,0.09850248350018304,"[0.2857142856938775, 0.0, 0.03658536585321237, 0.17021276595382528, 0.0]",0.008060693740844727
42,0.7239375708442609,0.1009415078903972,"[0.2857142856938775, 0.0, 0.048780487804283165, 0.17021276595382528, 0.0]",0.0076160430908203125
43,0.6885761650307919,0.10338053228061135,"[0.2857142856938775, 0.0, 0.06097560975535395, 0.17021276595382528, 0.0]",0.005823850631713867
44,0.6896741872790747,0.1058195566708255,"[0.2857142856938775, 0.0, 0.07317073170642474, 0.17021276595382528, 0.0]",0.006093502044677734
45,0.6778283207126179,0.1058195566708255,"[0.2857142856938775, 0.0, 0.07317073170642474, 0.17021276595382528, 0.0]",0.005739450454711914
46,0.7259492522447433,0.1058195566708255,"[0.2857142856938775, 0.0, 0.07317073170642474, 0.17021276595382528, 0.0]",0.006376743316650391
47,0.6872043214981184,0.10825858106103967,"[0.2857142856938775, 0.0, 0.08536585365749554, 0.17021276595382528, 0.0]",0.008591175079345703
48,0.6737847736114908,0.113136629841468,"[0.2857142856938775, 0.0, 0.10975609755963711, 0.17021276595382528, 0.0]",0.005923032760620117
49,0.657877540302113,0.113136629841468,"[0.2857142856938775, 0.0, 0.10975609755963711, 0.17021276595382528, 0.0]",0.006394147872924805
50,0.7346187709330695,0.11069760545125382,"[0.2857142856938775, 0.0, 0.09756097560856633, 0.17021276595382528, 0.0]",0.008740901947021484
51,0.7129349438649304,0.12742234412616188,"[0.35714285711734695, 0.0, 0.10975609755963711, 0.17021276595382528, 0.0]",0.008240699768066406
52,0.6328245860430225,0.113136629841468,"[0.2857142856938775, 0.0, 0.10975609755963711, 0.17021276595382528, 0.0]",0.0062999725341796875
53,0.6406364668908291,0.113136629841468,"[0.2857142856938775, 0.0, 0.10975609755963711, 0.17021276595382528, 0.0]",0.006379365921020508
54,0.6206033148037631,0.11069760545125382,"[0.2857142856938775, 0.0, 0.09756097560856633, 0.17021276595382528, 0.0]",0.006938934326171875
55,0.6422197444565709,0.10400326191219404,"[0.2857142856938775, 0.0, 0.08536585365749554, 0.14893617020959712, 0.0]",0.008174419403076172
56,0.6843539479461788,0.11828897619688791,"[0.35714285711734695, 0.0, 0.08536585365749554, 0.14893617020959712, 0.0]",0.008044242858886719
57,0.6585111307239042,0.12072800058710209,"[0.35714285711734695, 0.0, 0.09756097560856633, 0.14893617020959712, 0.0]",0.006944894790649414
58,0.6137906881384744,0.11828897619688791,"[0.35714285711734695, 0.0, 0.08536585365749554, 0.14893617020959712, 0.0]",0.006723165512084961
59,0.6883140399566441,0.11828897619688791,"[0.35714285711734695, 0.0, 0.08536585365749554, 0.14893617020959712, 0.0]",0.0073468685150146484
60,0.7029374793913107,0.11828897619688791,"[0.35714285711734695, 0.0, 0.08536585365749554, 0.14893617020959712, 0.0]",0.00804901123046875
