fold,seed,epochs_trained,split_method,augmentation_strategy,architecture,aug_prob_base,aug_prob_minority,mixup_alpha,ldam_max_m,ldam_scale,macro_recall_raw,macro_recall_tau,improvement,nb_precision_tau,accuracy_raw,accuracy_tau,precision_macro_raw,precision_macro_tau,f1_macro_raw,f1_macro_tau,auroc_macro_raw,auroc_macro_tau,per_class_recall_raw,per_class_recall_tau,taus,class_names,n_train,n_val
1,70452,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6963369963026517,0.8468864468357739,0.1505494505331222,0.9242424242284205,0.8013698630136932,0.8082191780821862,0.8017761224282964,0.7865800865800866,0.7311861740469789,0.810061102368324,0.95774687099044,0.95774687099044,"[0.7143, 0.3333, 0.9103, 0.8571, 0.6667]","[0.7619, 1.0, 0.7821, 0.8571, 0.8333]","[0.888, 0.353, 1.4, 0.506, 0.659]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",580,146
2,70452,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.774700854658856,0.9201538460975055,0.14545299143864954,0.9661016948988796,0.827586206896546,0.8344827586206839,0.8019026095855365,0.778556714912733,0.7870905940117454,0.8272928840510014,0.9626532626869766,0.9626532626869766,"[0.8, 0.5556, 0.8718, 0.8462, 0.8]","[0.95, 1.0, 0.7308, 1.0, 0.92]","[1.271, 0.582, 2.724, 0.429, 0.85]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
3,70452,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6824957264590217,0.8032649572142466,0.12076923075522494,0.9249999999768751,0.7724137931034429,0.6620689655172368,0.7796153846153847,0.6417084584911409,0.7205656565656564,0.6760600178119173,0.9116308913406368,0.9116308913406368,"[0.6, 0.5556, 0.8846, 0.6923, 0.68]","[0.85, 0.8889, 0.4744, 0.9231, 0.88]","[0.582, 0.276, 1.959, 0.276, 0.506]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
4,70452,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6500683760372761,0.8342905982398616,0.18422222220258555,0.8833333333186112,0.7586206896551672,0.7655172413793051,0.7058366920435886,0.7469708994708995,0.6653540909877182,0.7753098008666439,0.9334788087534356,0.9334788087534356,"[0.65, 0.1111, 0.8462, 0.9231, 0.72]","[0.8, 0.8889, 0.6795, 0.9231, 0.88]","[0.812, 0.276, 1.347, 1.066, 0.429]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
5,70452,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7607503607070869,0.8736652236128902,0.11291486290580333,0.9215686274329105,0.7999999999999945,0.7655172413793051,0.8166392993979201,0.7132026143790849,0.7827367754197022,0.7625954762246778,0.9534496508896929,0.9534496508896929,"[0.619, 0.7778, 0.8831, 0.8571, 0.6667]","[0.9524, 0.8889, 0.6104, 1.0, 0.9167]","[0.506, 0.353, 2.341, 0.506, 0.85]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
