type,t_start_sec,t_end_sec,duration_sec
inhale,0.8,0.92,0.12
inhale,1.36,1.7,0.33999999999999986
inhale,2.82,3.16,0.3400000000000003
inhale,4.54,5.04,0.5
inhale,6.2,6.42,0.21999999999999975
inhale,6.68,6.82,0.14000000000000057
inhale,7.46,8.02,0.5599999999999996
inhale,9.06,9.36,0.29999999999999893
inhale,10.56,10.96,0.40000000000000036
inhale,12.0,12.5,0.5
inhale,13.56,13.9,0.33999999999999986
inhale,14.94,15.24,0.3000000000000007
inhale,16.66,16.96,0.3000000000000007
inhale,18.0,18.32,0.3200000000000003
inhale,19.36,19.740000000000002,0.38000000000000256
inhale,22.42,22.8,0.379999999999999
inhale,24.04,24.18,0.14000000000000057
inhale,26.5,26.740000000000002,0.240000000000002
inhale,29.78,29.900000000000002,0.120000000000001
inhale,33.36,33.58,0.21999999999999886
inhale,34.82,34.94,0.11999999999999744
inhale,37.68,38.24,0.5600000000000023
inhale,43.2,43.36,0.1599999999999966
inhale,44.9,45.02,0.12000000000000455
inhale,46.22,46.32,0.10000000000000142
inhale,47.62,48.06,0.44000000000000483
inhale,49.24,49.64,0.3999999999999986
inhale,52.1,52.2,0.10000000000000142
inhale,52.620000000000005,52.76,0.13999999999999346
inhale,53.660000000000004,53.88,0.21999999999999886
inhale,56.36,56.46,0.10000000000000142
exhale,0.06,0.22,0.16
exhale,0.92,1.1,0.18000000000000005
exhale,1.7,2.16,0.4600000000000002
exhale,3.16,3.94,0.7799999999999998
exhale,5.04,5.66,0.6200000000000001
exhale,6.42,6.58,0.16000000000000014
exhale,6.82,7.22,0.39999999999999947
exhale,8.02,8.48,0.46000000000000085
exhale,9.36,10.1,0.7400000000000002
exhale,10.96,11.44,0.47999999999999865
exhale,12.5,12.76,0.2599999999999998
exhale,13.9,14.32,0.41999999999999993
exhale,15.24,15.6,0.35999999999999943
exhale,15.84,15.98,0.14000000000000057
exhale,16.96,17.26,0.3000000000000007
exhale,18.32,18.62,0.3000000000000007
exhale,19.740000000000002,20.18,0.4399999999999977
exhale,21.78,21.900000000000002,0.120000000000001
exhale,22.8,22.98,0.17999999999999972
exhale,24.18,24.6,0.4200000000000017
exhale,26.740000000000002,26.92,0.17999999999999972
exhale,29.900000000000002,30.02,0.11999999999999744
exhale,33.58,33.68,0.10000000000000142
exhale,34.52,34.64,0.11999999999999744
exhale,34.94,35.1,0.1600000000000037
exhale,38.24,38.6,0.35999999999999943
exhale,45.46,45.56,0.10000000000000142
exhale,46.32,46.46,0.14000000000000057
exhale,48.06,48.36,0.29999999999999716
exhale,49.64,49.84,0.20000000000000284
exhale,51.38,51.480000000000004,0.10000000000000142
exhale,52.2,52.300000000000004,0.10000000000000142
exhale,52.76,52.88,0.12000000000000455
exhale,54.78,54.94,0.1599999999999966
exhale,56.04,56.160000000000004,0.12000000000000455
wheeze_candidate,26.24,26.496,0.2560000000000002
wheeze_candidate,33.408,33.664,0.2560000000000002
wheeze_candidate,34.56,34.816,0.2560000000000002
wheeze_candidate,41.6,41.984,0.38400000000000034
