type,t_start_sec,t_end_sec,duration_sec
inhale,0.24,0.38,0.14
inhale,1.12,2.08,0.96
inhale,2.56,3.18,0.6200000000000001
inhale,4.08,4.28,0.20000000000000018
inhale,5.9,6.2,0.2999999999999998
inhale,6.94,7.24,0.2999999999999998
inhale,8.700000000000001,9.18,0.47999999999999865
inhale,9.98,10.14,0.16000000000000014
inhale,13.18,13.38,0.20000000000000107
inhale,15.48,15.64,0.16000000000000014
inhale,17.12,17.5,0.379999999999999
inhale,18.68,18.78,0.10000000000000142
inhale,19.02,19.14,0.120000000000001
inhale,20.26,20.42,0.16000000000000014
inhale,20.72,20.84,0.120000000000001
inhale,21.98,22.1,0.120000000000001
inhale,22.42,22.54,0.11999999999999744
inhale,23.5,23.66,0.16000000000000014
inhale,24.060000000000002,24.18,0.11999999999999744
inhale,25.68,25.88,0.1999999999999993
inhale,26.66,26.86,0.1999999999999993
inhale,28.68,28.82,0.14000000000000057
inhale,29.86,30.3,0.4400000000000013
inhale,33.2,33.480000000000004,0.28000000000000114
inhale,34.52,34.72,0.19999999999999574
inhale,36.22,36.38,0.1600000000000037
inhale,37.480000000000004,37.7,0.21999999999999886
inhale,38.86,39.18,0.3200000000000003
inhale,40.36,40.54,0.17999999999999972
inhale,42.38,42.5,0.11999999999999744
inhale,43.4,43.58,0.17999999999999972
inhale,45.0,45.62,0.6199999999999974
inhale,46.74,46.980000000000004,0.240000000000002
inhale,48.08,48.2,0.12000000000000455
inhale,49.74,50.2,0.46000000000000085
inhale,50.96,51.08,0.11999999999999744
inhale,51.6,51.74,0.14000000000000057
inhale,52.74,52.88,0.14000000000000057
inhale,54.300000000000004,54.46,0.1599999999999966
inhale,55.76,55.9,0.14000000000000057
inhale,56.94,57.22,0.28000000000000114
inhale,58.34,58.620000000000005,0.28000000000000114
exhale,0.38,0.56,0.18000000000000005
exhale,2.08,2.2600000000000002,0.18000000000000016
exhale,3.18,3.36,0.17999999999999972
exhale,4.28,4.46,0.17999999999999972
exhale,4.66,4.78,0.1200000000000001
exhale,6.2,6.5200000000000005,0.3200000000000003
exhale,7.24,7.72,0.47999999999999954
exhale,9.18,9.36,0.17999999999999972
exhale,10.14,10.8,0.6600000000000001
exhale,12.38,12.5,0.11999999999999922
exhale,13.38,14.5,1.1199999999999992
exhale,15.64,16.12,0.4800000000000004
exhale,17.5,17.66,0.16000000000000014
exhale,18.78,18.92,0.14000000000000057
exhale,19.14,19.3,0.16000000000000014
exhale,20.42,20.580000000000002,0.16000000000000014
exhale,20.84,21.0,0.16000000000000014
exhale,22.1,22.26,0.16000000000000014
exhale,22.54,22.66,0.120000000000001
exhale,23.66,23.84,0.17999999999999972
exhale,24.18,24.32,0.14000000000000057
exhale,25.88,26.12,0.240000000000002
exhale,26.86,27.400000000000002,0.5400000000000027
exhale,28.82,28.98,0.16000000000000014
exhale,30.3,30.560000000000002,0.26000000000000156
exhale,31.84,31.94,0.10000000000000142
exhale,33.480000000000004,33.64,0.1599999999999966
exhale,34.72,35.32,0.6000000000000014
exhale,36.38,36.980000000000004,0.6000000000000014
exhale,37.7,37.92,0.21999999999999886
exhale,39.18,39.78,0.6000000000000014
exhale,40.54,40.74,0.20000000000000284
exhale,42.2,42.300000000000004,0.10000000000000142
exhale,42.5,42.660000000000004,0.1600000000000037
exhale,43.58,43.78,0.20000000000000284
exhale,45.62,45.800000000000004,0.18000000000000682
exhale,46.980000000000004,47.14,0.1599999999999966
exhale,48.2,48.300000000000004,0.10000000000000142
exhale,50.2,50.32,0.11999999999999744
exhale,51.08,51.44,0.35999999999999943
exhale,51.74,51.9,0.1599999999999966
exhale,52.88,53.06,0.17999999999999972
exhale,54.46,54.660000000000004,0.20000000000000284
exhale,55.9,56.08,0.17999999999999972
exhale,57.22,57.660000000000004,0.44000000000000483
exhale,58.620000000000005,58.800000000000004,0.17999999999999972
wheeze_candidate,2.816,3.072,0.2560000000000002
wheeze_candidate,8.832,9.088,0.25599999999999845
wheeze_candidate,13.312,13.824,0.5120000000000005
wheeze_candidate,35.2,35.456,0.2560000000000002
wheeze_candidate,40.704,40.96,0.2560000000000002
