epoch,loss,val_macro_recall_raw,per_class_recall_raw
24,0.8598439534505208,0.26772338771210735,"[0.4615384615029586, 0.15384615383431952, 0.577777777771358, 0.0, 0.14545454545190084]"
25,0.8532773544122507,0.26408702407580986,"[0.4615384615029586, 0.15384615383431952, 0.577777777771358, 0.0, 0.12727272727041322]"
26,0.8461351124016014,0.2867443667318369,"[0.4615384615029586, 0.2307692307514793, 0.577777777771358, 0.0, 0.16363636363338843]"
27,0.8402229731147354,0.25597513596497296,"[0.4615384615029586, 0.07692307691715976, 0.577777777771358, 0.0, 0.16363636363338843]"
28,0.8328249493160763,0.25597513596497296,"[0.4615384615029586, 0.07692307691715976, 0.577777777771358, 0.0, 0.16363636363338843]"
29,0.8263388654133221,0.27135975134840484,"[0.4615384615029586, 0.15384615383431952, 0.577777777771358, 0.0, 0.16363636363338843]"
30,0.819815918346783,0.26913752912620736,"[0.4615384615029586, 0.15384615383431952, 0.5666666666603704, 0.0, 0.16363636363338843]"
31,4.50207384212597,0.3328982128821327,"[0.5384615384201183, 0.3846153845857988, 0.577777777771358, 0.0, 0.16363636363338843]"
32,3.586878575505437,0.29485625484267375,"[0.3846153845857988, 0.3846153845857988, 0.577777777771358, 0.0, 0.12727272727041322]"
33,3.279858162166836,0.3306759906599352,"[0.5384615384201183, 0.3846153845857988, 0.5666666666603704, 0.0, 0.16363636363338843]"
34,2.8838960488637286,0.3116550116402057,"[0.4615384615029586, 0.3846153845857988, 0.5666666666603704, 0.0, 0.14545454545190084]"
35,2.6558803614195403,0.26247086245961476,"[0.3846153845857988, 0.2307692307514793, 0.5333333333274074, 0.0, 0.16363636363338843]"
36,2.470747201936739,0.2968453768326319,"[0.4615384615029586, 0.2307692307514793, 0.5555555555493827, 0.0, 0.23636363635933885]"
37,2.3296750221166524,0.31222999221606385,"[0.4615384615029586, 0.30769230766863903, 0.5555555555493827, 0.0, 0.23636363635933885]"
38,2.248079421928337,0.27923853922700237,"[0.30769230766863903, 0.30769230766863903, 0.544444444438395, 0.0, 0.23636363635933885]"
39,2.178767520887358,0.30637140635756877,"[0.4615384615029586, 0.30769230766863903, 0.544444444438395, 0.0, 0.21818181817785126]"
40,2.048943271508088,0.31081585080196383,"[0.4615384615029586, 0.30769230766863903, 0.5666666666603704, 0.0, 0.21818181817785126]"
41,2.0047674144710506,0.2682983682879655,"[0.30769230766863903, 0.2307692307514793, 0.5666666666603704, 0.0, 0.23636363635933885]"
42,1.9533071395513173,0.29765345764072937,"[0.3846153845857988, 0.30769230766863903, 0.577777777771358, 0.0, 0.21818181817785126]"
43,1.8896357761847007,0.261833721823468,"[0.3846153845857988, 0.15384615383431952, 0.5888888888823457, 0.0, 0.18181818181487605]"
44,1.861480289751345,0.2500854700763336,"[0.3846153845857988, 0.07692307691715976, 0.5888888888823457, 0.0, 0.19999999999636364]"
45,1.8018543120977042,0.2808547008431975,"[0.4615384615029586, 0.15384615383431952, 0.5888888888823457, 0.0, 0.19999999999636364]"
46,1.790102331487982,0.27135975134840484,"[0.5384615384201183, 0.07692307691715976, 0.577777777771358, 0.0, 0.16363636363338843]"
47,1.7446299415450912,0.2839160839036369,"[0.4615384615029586, 0.2307692307514793, 0.5999999999933333, 0.0, 0.12727272727041322]"
48,1.7007610840840384,0.3124630924483033,"[0.5384615384201183, 0.30769230766863903, 0.5888888888823457, 0.0, 0.12727272727041322]"
49,1.717814269796148,0.2903807303681344,"[0.3846153845857988, 0.30769230766863903, 0.577777777771358, 0.0, 0.18181818181487605]"
50,1.6764960720732405,0.261833721823468,"[0.3846153845857988, 0.15384615383431952, 0.5888888888823457, 0.0, 0.18181818181487605]"
51,1.6495432905248693,0.26853146852020493,"[0.4615384615029586, 0.15384615383431952, 0.5999999999933333, 0.0, 0.12727272727041322]"
52,1.6026222994198671,0.30293706292336636,"[0.4615384615029586, 0.30769230766863903, 0.5999999999933333, 0.0, 0.14545454545190084]"
53,1.5987838637721432,0.2861383061258344,"[0.3846153845857988, 0.30769230766863903, 0.6111111111043209, 0.0, 0.12727272727041322]"
54,1.5678763527053972,0.29341103339842944,"[0.4615384615029586, 0.2307692307514793, 0.6111111111043209, 0.0, 0.16363636363338843]"
55,1.573171602283512,0.31024087022610575,"[0.4615384615029586, 0.3846153845857988, 0.577777777771358, 0.0, 0.12727272727041322]"
56,1.558580457734632,0.31387723386240324,"[0.4615384615029586, 0.3846153845857988, 0.577777777771358, 0.0, 0.14545454545190084]"
57,1.5189839996733108,0.2831080030955393,"[0.3846153845857988, 0.30769230766863903, 0.577777777771358, 0.0, 0.14545454545190084]"
58,1.4935294228631097,0.30071484070116883,"[0.4615384615029586, 0.30769230766863903, 0.5888888888823457, 0.0, 0.14545454545190084]"
59,1.4707425660915203,0.30293706292336636,"[0.5384615384201183, 0.2307692307514793, 0.5999999999933333, 0.0, 0.14545454545190084]"
60,1.4746532158808665,0.2626418026315655,"[0.3846153845857988, 0.15384615383431952, 0.6111111111043209, 0.0, 0.16363636363338843]"
