type,t_start_sec,t_end_sec,duration_sec
inhale,0.02,0.28,0.26
inhale,1.62,1.8,0.17999999999999994
inhale,3.06,3.18,0.1200000000000001
inhale,3.56,4.0600000000000005,0.5000000000000004
inhale,4.84,5.28,0.4400000000000004
inhale,6.1000000000000005,6.5200000000000005,0.41999999999999993
inhale,7.32,7.58,0.2599999999999998
inhale,8.16,8.78,0.6199999999999992
inhale,10.120000000000001,10.34,0.21999999999999886
inhale,11.48,11.84,0.35999999999999943
inhale,12.6,12.76,0.16000000000000014
inhale,14.06,14.58,0.5199999999999996
inhale,15.32,15.620000000000001,0.3000000000000007
inhale,18.1,18.46,0.35999999999999943
inhale,19.34,19.7,0.35999999999999943
inhale,20.5,20.96,0.46000000000000085
inhale,22.22,22.54,0.3200000000000003
inhale,23.1,23.42,0.3200000000000003
inhale,28.42,28.6,0.17999999999999972
inhale,40.22,40.36,0.14000000000000057
inhale,42.28,42.62,0.3399999999999963
inhale,44.02,44.72,0.6999999999999957
inhale,46.300000000000004,46.46,0.1599999999999966
inhale,51.78,51.94,0.1599999999999966
inhale,52.46,52.74,0.28000000000000114
inhale,53.160000000000004,53.42,0.259999999999998
inhale,55.56,55.660000000000004,0.10000000000000142
inhale,56.24,56.4,0.1599999999999966
inhale,56.76,56.86,0.10000000000000142
exhale,0.28,0.7000000000000001,0.42000000000000004
exhale,1.8,2.04,0.24
exhale,3.18,3.36,0.17999999999999972
exhale,4.0600000000000005,4.6000000000000005,0.54
exhale,5.28,5.74,0.45999999999999996
exhale,6.5200000000000005,7.0200000000000005,0.5
exhale,7.58,8.02,0.4399999999999995
exhale,8.78,9.48,0.7000000000000011
exhale,10.34,10.86,0.5199999999999996
exhale,11.84,12.44,0.5999999999999996
exhale,12.76,13.22,0.46000000000000085
exhale,14.58,14.96,0.3800000000000008
exhale,15.620000000000001,15.860000000000001,0.2400000000000002
exhale,18.46,19.080000000000002,0.620000000000001
exhale,19.7,20.32,0.620000000000001
exhale,20.96,21.56,0.5999999999999979
exhale,22.54,22.98,0.4400000000000013
exhale,23.42,23.92,0.5
exhale,28.6,29.12,0.5199999999999996
exhale,36.08,36.18,0.10000000000000142
exhale,38.24,38.38,0.14000000000000057
exhale,38.660000000000004,38.78,0.11999999999999744
exhale,40.36,40.52,0.1600000000000037
exhale,42.62,43.92,1.3000000000000043
exhale,44.72,45.980000000000004,1.2600000000000051
exhale,46.46,46.660000000000004,0.20000000000000284
exhale,51.94,52.24,0.30000000000000426
exhale,52.74,53.04,0.29999999999999716
exhale,53.42,54.7,1.2800000000000011
exhale,55.660000000000004,55.78,0.11999999999999744
exhale,56.4,56.58,0.17999999999999972
wheeze_candidate,6.528,6.784,0.2560000000000002
wheeze_candidate,12.032,12.288,0.2560000000000002
wheeze_candidate,18.56,18.944,0.38400000000000034
wheeze_candidate,23.424,23.936,0.5120000000000005
wheeze_candidate,28.672,28.928,0.2560000000000002
wheeze_candidate,42.496,44.032,1.5359999999999943
wheeze_candidate,44.16,45.568,1.4080000000000013
wheeze_candidate,45.696,46.08,0.38400000000000034
wheeze_candidate,53.376,53.632,0.2560000000000002
wheeze_candidate,53.76,54.272,0.5120000000000005
wheeze_candidate,54.4,54.784,0.38400000000000034
