fold,seed,epochs_trained,split_method,augmentation_strategy,architecture,aug_prob_base,aug_prob_minority,mixup_alpha,ldam_max_m,ldam_scale,macro_recall_raw,macro_recall_tau,improvement,nb_precision_tau,accuracy_raw,accuracy_tau,precision_macro_raw,precision_macro_tau,f1_macro_raw,f1_macro_tau,auroc_macro_raw,auroc_macro_tau,per_class_recall_raw,per_class_recall_tau,taus,class_names,n_train,n_val
1,513144,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6725579975223164,0.8642857142331687,0.19172771671085231,0.9629629629451304,0.7602739726027398,0.773972602739726,0.7902977139819246,0.7667803346750716,0.7194957983193278,0.7975970964783932,0.9411801795557373,0.9411801795557373,"[0.6667, 0.5556, 0.8846, 0.7143, 0.5417]","[0.8095, 1.0, 0.6667, 0.9286, 0.9167]","[0.429, 0.276, 1.157, 0.276, 0.276]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",580,146
2,513144,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6523418803106937,0.8163247862765273,0.16398290596583354,0.9344262294928783,0.7862068965517242,0.7793103448275862,0.7663904118322071,0.7388285838703857,0.6944152046783626,0.7546362579084789,0.9284514134114839,0.9284514134114839,"[0.6, 0.2222, 0.9103, 0.7692, 0.76]","[0.85, 0.7778, 0.7308, 0.9231, 0.8]","[0.659, 0.2, 2.724, 0.2, 0.85]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
3,513144,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6722905982580154,0.8850769230225446,0.2127863247645292,0.9818181818003306,0.8,0.8,0.8404761904761905,0.7736423857012092,0.7026290112004399,0.8022517177220063,0.957552902756204,0.957552902756204,"[0.65, 0.2222, 0.9231, 0.8462, 0.72]","[0.85, 1.0, 0.6923, 0.9231, 0.96]","[0.812, 0.353, 2.494, 1.5, 0.744]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
4,513144,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7942222221749369,0.8554188033663749,0.061196581191438004,0.9074074073906037,0.7931034482758621,0.7586206896551724,0.7868969892158297,0.7338624338624339,0.7780735075952278,0.771322336200385,0.9491271269321839,0.9491271269321839,"[0.8, 0.7778, 0.8333, 1.0, 0.56]","[0.8, 0.8889, 0.6282, 1.0, 0.96]","[2.112, 0.735, 2.341, 1.271, 0.429]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
5,513144,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6844877344518723,0.8562770562242896,0.17178932177241735,0.9523809523582767,0.7586206896551724,0.7172413793103448,0.7696997115132442,0.6856437082243534,0.7124477307496175,0.7316492731200711,0.9510186305350492,0.9510186305350492,"[0.4762, 0.5556, 0.8312, 0.6429, 0.9167]","[0.9048, 1.0, 0.5195, 0.8571, 1.0]","[0.506, 0.353, 1.806, 0.2, 0.582]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
