epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap
1,1.8404436338515509,0.03333333333333333,0.2656160342925049,1.5691518783569336,0.2222222222222222,0.2322222222222222
2,1.184027836436317,0.5121678321678321,0.6957338533499524,1.4983948469161987,0.2222222222222222,0.32999999999999996
3,1.3739655755815052,0.27614607614607617,0.5133368100695886,1.4084715843200684,0.2222222222222222,0.41666666666666663
4,1.351998011271159,0.31226551226551225,0.5914855283605284,1.367555022239685,0.2222222222222222,0.41666666666666663
5,1.672381804102943,0.305,0.39002446491417075,1.4236618280410767,0.2222222222222222,0.32333333333333336
6,0.9307178202129546,0.47825396825396826,0.6832432844932844,1.5337746143341064,0.2222222222222222,0.32333333333333336
7,1.6691620917547316,0.3733333333333333,0.42180326617826613,1.5936280488967896,0.2222222222222222,0.305
8,1.3205897126879012,0.31764705882352945,0.5043314446990917,1.6989246606826782,0.2222222222222222,0.315
9,0.9809552431106567,0.6910606060606062,0.7397781847781848,1.824617862701416,0.2222222222222222,0.315
