Time(s),Amplitude
6.021687500,0.030505737
6.021750000,0.030308058
6.021812500,0.029789541
6.021875000,0.029206328
6.021937500,0.028769156
6.022000000,0.028613821
6.022062500,0.028668256
6.022125000,0.028883604
6.022187500,0.029076368
6.022250000,0.029084442
6.022312500,0.028776100
6.022375000,0.028309165
6.022437500,0.027875688
6.022500000,0.027672576
6.022562500,0.027733441
6.022625000,0.028122399
6.022687500,0.028723145
6.022750000,0.029366815
6.022812500,0.029831819
6.022875000,0.030176688
6.022937500,0.030502236
6.023000000,0.030966930
6.023062500,0.031607334
6.023125000,0.032553449
6.023187500,0.033726264
6.023250000,0.034920152
6.023312500,0.035772812
6.023375000,0.036155928
6.023437500,0.035998102
6.023500000,0.035390779
6.023562500,0.034464158
6.023625000,0.033604551
6.023687500,0.033085749
6.023750000,0.033037666
6.023812500,0.033309601
6.023875000,0.033802133
6.023937500,0.034316815
6.024000000,0.034731906
6.024062500,0.034972526
6.024125000,0.035304554
6.024187500,0.035982121
6.024250000,0.037179142
6.024312500,0.038778525
6.024375000,0.040655296
6.024437500,0.042486340
6.024500000,0.043956097
6.024562500,0.044790581
6.024625000,0.045119662
6.024687500,0.045182154
6.024750000,0.045273837
6.024812500,0.045520123
6.024875000,0.046094820
6.024937500,0.046978150
6.025000000,0.048097573
6.025062500,0.049315121
6.025125000,0.050753444
6.025187500,0.052503243
6.025250000,0.054592159
6.025312500,0.056808636
6.025375000,0.058977239
6.025437500,0.060794245
6.025500000,0.062027987
6.025562500,0.062547199
6.025625000,0.062619627
6.025687500,0.062588744
6.025750000,0.062780984
6.025812500,0.063266478
6.025875000,0.064063892
6.025937500,0.064938024
6.026000000,0.065604717
6.026062500,0.065803073
6.026125000,0.065629393
6.026187500,0.065285489
6.026250000,0.065039963
6.026312500,0.065026410
6.026375000,0.065372258
6.026437500,0.065976739
6.026500000,0.066640079
6.026562500,0.067104690
6.026625000,0.067336343
6.026687500,0.067344166
6.026750000,0.067204826
6.026812500,0.066943154
6.026875000,0.066668190
6.026937500,0.066363484
6.027000000,0.065981209
6.027062500,0.065444008
6.027125000,0.064865559
6.027187500,0.064346060
6.027250000,0.064004600
6.027312500,0.063875712
6.027375000,0.064027496
6.027437500,0.064334109
6.027500000,0.064569339
6.027562500,0.064438418
6.027625000,0.063823700
6.027687500,0.062668540
6.027750000,0.061086740
6.027812500,0.059302982
6.027875000,0.057722900
6.027937500,0.056599211
6.028000000,0.056004021
6.028062500,0.055753194
6.028125000,0.055621572
6.028187500,0.055234972
6.028250000,0.054309785
6.028312500,0.052737784
6.028375000,0.050757833
6.028437500,0.048650499
6.028500000,0.046685707
6.028562500,0.044974361
6.028625000,0.043563630
6.028687500,0.042262331
6.028750000,0.040849991
6.028812500,0.039184570
6.028875000,0.037388265
6.028937500,0.035603270
6.029000000,0.033978913
6.029062500,0.032555096
6.029125000,0.031343304
6.029187500,0.030156085
6.029250000,0.028802069
6.029312500,0.027184129
6.029375000,0.025472000
6.029437500,0.023849498
6.029500000,0.022495734
6.029562500,0.021462834
6.029625000,0.020732073
6.029687500,0.020045949
6.029750000,0.019107254
6.029812500,0.017710317
6.029875000,0.015933534
6.029937500,0.013953415
6.030000000,0.012047924
6.030062500,0.010469888
6.030125000,0.009439606
6.030187500,0.008905951
6.030250000,0.008659446
6.030312500,0.008416700
6.030375000,0.008017552
6.030437500,0.007320198
6.030500000,0.006306335
6.030562500,0.005060071
6.030625000,0.003785395
6.030687500,0.002588229
6.030750000,0.001505991
6.030812500,0.000505407
6.030875000,-0.000434287
6.030937500,-0.001422380
6.031000000,-0.002541359
6.031062500,-0.003802205
6.031125000,-0.005090254
6.031187500,-0.006304888
6.031250000,-0.007341704
6.031312500,-0.008122178
6.031375000,-0.008592833
6.031437500,-0.008825068
6.031500000,-0.008941819
6.031562500,-0.009059587
6.031625000,-0.009241823
6.031687500,-0.009544833
6.031750000,-0.009977187
6.031812500,-0.010493179
6.031875000,-0.011032381
6.031937500,-0.011580644
6.032000000,-0.012142048
6.032062500,-0.012701917
6.032125000,-0.013242774
6.032187500,-0.013754816
6.032250000,-0.014212786
6.032312500,-0.014553464
6.032375000,-0.014739926
6.032437500,-0.014773780
6.032500000,-0.014683408
6.032562500,-0.014483949
6.032625000,-0.014253806
6.032687500,-0.014095836
6.032750000,-0.014118661
6.032812500,-0.014371198
6.032875000,-0.014912632
6.032937500,-0.015735678
6.033000000,-0.016754145
6.033062500,-0.017767668
6.033125000,-0.018616192
6.033187500,-0.019171301
6.033250000,-0.019389628
6.033312500,-0.019277379
6.033375000,-0.019000893
6.033437500,-0.018740918
6.033500000,-0.018636633
6.033562500,-0.018679334
6.033625000,-0.018864265
6.033687500,-0.019120540
6.033750000,-0.019389628
6.033812500,-0.019607602
6.033875000,-0.019880971
6.033937500,-0.020317931
6.034000000,-0.020989744
6.034062500,-0.021809401
6.034125000,-0.022704741
6.034187500,-0.023515515
6.034250000,-0.024095848
6.034312500,-0.024314111
6.034375000,-0.024286734
6.034437500,-0.024202483
6.034500000,-0.024284096
6.034562500,-0.024623998
6.034625000,-0.025336009
6.034687500,-0.026369326
6.034750000,-0.027578451
6.034812500,-0.028708126
6.034875000,-0.029686317
6.034937500,-0.030484298
6.035000000,-0.031155180
6.035062500,-0.031715404
6.035125000,-0.032322723
6.035187500,-0.033046164
6.035250000,-0.033884790
6.035312500,-0.034697048
6.035375000,-0.035458796
6.035437500,-0.036126874
6.035500000,-0.036708519
6.035562500,-0.037183970
6.035625000,-0.037709929
6.035687500,-0.038385820
6.035750000,-0.039249878
6.035812500,-0.040170569
6.035875000,-0.041100290
6.035937500,-0.041919984
6.036000000,-0.042544231
6.036062500,-0.042879242
6.036125000,-0.043076117
6.036187500,-0.043292101
6.036250000,-0.043673724
6.036312500,-0.044210371
6.036375000,-0.044956669
6.036437500,-0.045844473
6.036500000,-0.046779834
6.036562500,-0.047610845
6.036625000,-0.048398655
6.036687500,-0.049200058
6.036750000,-0.050074182
6.036812500,-0.050957337
6.036875000,-0.051870350
6.036937500,-0.052733339
6.037000000,-0.053462666
6.037062500,-0.053946681
6.037125000,-0.054281894
6.037187500,-0.054561261
6.037250000,-0.054874528
6.037312500,-0.055188086
6.037375000,-0.055528007
6.037437500,-0.055803377
6.037500000,-0.055909898
6.037562500,-0.055722270
6.037625000,-0.055333450
6.037687500,-0.054849200
6.037750000,-0.054403909
6.037812500,-0.054048989
6.037875000,-0.053908840
6.037937500,-0.053980142
6.038000000,-0.054215658
6.038062500,-0.054506354
6.038125000,-0.054891538
6.038187500,-0.055363454
6.038250000,-0.055909898
6.038312500,-0.056443792
6.038375000,-0.056978125
6.038437500,-0.057445791
6.038500000,-0.057792384
6.038562500,-0.057950109
6.038625000,-0.058017958
6.038687500,-0.058029305
6.038750000,-0.057980634
6.038812500,-0.057766881
6.038875000,-0.057353329
6.038937500,-0.056628704
6.039000000,-0.055533402
6.039062500,-0.054070421
6.039125000,-0.052449368
6.039187500,-0.050849620
6.039250000,-0.049415316
6.039312500,-0.048164256
6.039375000,-0.047123067
6.039437500,-0.046169989
6.039500000,-0.045179714
6.039562500,-0.044058815
6.039625000,-0.042922482
6.039687500,-0.041859452
6.039750000,-0.040944118
6.039812500,-0.040147845
6.039875000,-0.039466009
6.039937500,-0.038746379
6.040000000,-0.037838012
6.040062500,-0.036637530
6.040125000,-0.035263479
6.040187500,-0.033832025
6.040250000,-0.032472920
6.040312500,-0.031239329
6.040375000,-0.030210227
6.040437500,-0.029307416
6.040500000,-0.028425572
6.040562500,-0.027468123
6.040625000,-0.026532916
6.040687500,-0.025696287
6.040750000,-0.025037091
6.040812500,-0.024538904
6.040875000,-0.024214096
6.040937500,-0.023890290
6.041000000,-0.023342853
6.041062500,-0.022337694
6.041125000,-0.020873357
6.041187500,-0.018991146
6.041250000,-0.016848268
6.041312500,-0.014630745
6.041375000,-0.012665747
6.041437500,-0.011125208
6.041500000,-0.010071312
6.041562500,-0.009404051
6.041625000,-0.009097451
6.041687500,-0.008995676
6.041750000,-0.008941819
6.041812500,-0.008755113
6.041875000,-0.008469795
6.041937500,-0.008085165
6.042000000,-0.007624077
6.042062500,-0.007048813
6.042125000,-0.006463863
6.042187500,-0.005875105
6.042250000,-0.005270967
6.042312500,-0.004572593
6.042375000,-0.003880603
6.042437500,-0.003245511
6.042500000,-0.002729608
6.042562500,-0.002321844
6.042625000,-0.002153131
6.042687500,-0.002257125
6.042750000,-0.002635483
6.042812500,-0.003192258
6.042875000,-0.003970835
6.042937500,-0.004935037
6.043000000,-0.006023962
6.043062500,-0.007078595
6.043125000,-0.008066835
6.043187500,-0.008898705
6.043250000,-0.009506566
6.043312500,-0.009797849
6.043375000,-0.009882219
6.043437500,-0.009866818
6.043500000,-0.009883063
6.043562500,-0.009986553
6.043625000,-0.010367967
6.043687500,-0.011148596
6.043750000,-0.012424421
6.043812500,-0.014176338
6.043875000,-0.016456492
6.043937500,-0.019174147
6.044000000,-0.022119237
6.044062500,-0.024918295
6.044125000,-0.027298944
6.044187500,-0.029045360
6.044250000,-0.030119810
6.044312500,-0.030629503
6.044375000,-0.030945743
6.044437500,-0.031442814
6.044500000,-0.032378796
6.044562500,-0.033734862
6.044625000,-0.035368860
6.044687500,-0.036985181
6.044750000,-0.038308635
6.044812500,-0.039159589
6.044875000,-0.039654553
6.044937500,-0.040037069
6.045000000,-0.040567622
6.045062500,-0.041329656
6.045125000,-0.042305574
6.045187500,-0.043296739
6.045250000,-0.044050224
6.045312500,-0.044339828
6.045375000,-0.044188481
6.045437500,-0.043778487
6.045500000,-0.043391351
6.045562500,-0.043240216
6.045625000,-0.043505434
6.045687500,-0.044192147
6.045750000,-0.045179714
6.045812500,-0.046243168
6.045875000,-0.047266684
6.045937500,-0.048172735
6.046000000,-0.048944689
6.046062500,-0.049540915
6.046125000,-0.049997941
6.046187500,-0.050289452
6.046250000,-0.050356556
6.046312500,-0.050081555
6.046375000,-0.049479976
6.046437500,-0.048596084
6.046500000,-0.047532827
6.046562500,-0.046366014
6.046625000,-0.045276314
6.046687500,-0.044345886
6.046750000,-0.043579601
6.046812500,-0.042856544
6.046875000,-0.042152826
6.046937500,-0.041415442
6.047000000,-0.040661745
6.047062500,-0.039932877
6.047125000,-0.039448142
6.047187500,-0.039338987
6.047250000,-0.039626375
6.047312500,-0.040121049
6.047375000,-0.040641423
6.047437500,-0.040895429
6.047500000,-0.040661745
6.047562500,-0.039830342
6.047625000,-0.038616154
6.047687500,-0.037292998
6.047750000,-0.036143772
6.047812500,-0.035296421
6.047875000,-0.034843493
6.047937500,-0.034656711
6.048000000,-0.034543656
6.048062500,-0.034312818
6.048125000,-0.034004167
6.048187500,-0.033695374
6.048250000,-0.033508290
6.048312500,-0.033494316
6.048375000,-0.033734765
6.048437500,-0.034154423
6.048500000,-0.034637783
6.048562500,-0.035057332
6.048625000,-0.035451826
6.048687500,-0.035819396
6.048750000,-0.036143772
6.048812500,-0.036331769
6.048875000,-0.036340464
6.048937500,-0.036045898
6.049000000,-0.035390779
6.049062500,-0.034430023
6.049125000,-0.033425774
6.049187500,-0.032619860
6.049250000,-0.032190546
6.049312500,-0.032158185
6.049375000,-0.032436907
6.049437500,-0.032759577
6.049500000,-0.032849420
6.049562500,-0.032538183
6.049625000,-0.031870652
6.049687500,-0.030974176
6.049750000,-0.030025685
6.049812500,-0.029159745
6.049875000,-0.028444208
6.049937500,-0.027780615
6.050000000,-0.027013704
6.050062500,-0.026027959
6.050125000,-0.024827374
6.050187500,-0.023458520
6.050250000,-0.022025112
6.050312500,-0.020648303
6.050375000,-0.019426730
6.050437500,-0.018342072
6.050500000,-0.017318891
6.050562500,-0.016284289
6.050625000,-0.015218576
6.050687500,-0.014109839
6.050750000,-0.012989169
6.050812500,-0.011920975
6.050875000,-0.010954656
6.050937500,-0.010034433
6.051000000,-0.009035943
6.051062500,-0.007826128
6.051125000,-0.006314071
6.051187500,-0.004460223
6.051250000,-0.002353110
6.051312500,-0.000215026
6.051375000,0.001668935
6.051437500,0.003125319
6.051500000,0.004141474
6.051562500,0.004879022
6.051625000,0.005591851
6.051687500,0.006578851
6.051750000,0.008000575
6.051812500,0.009784829
6.051875000,0.011625147
6.051937500,0.013181558
6.052000000,0.014212786
6.052062500,0.014703071
6.052125000,0.014853793
6.052187500,0.015066464
6.052250000,0.015718777
6.052312500,0.016983578
6.052375000,0.018705137
6.052437500,0.020529816
6.052500000,0.022025112
6.052562500,0.022868199
6.052625000,0.022937670
6.052687500,0.022413110
6.052750000,0.021648614
6.052812500,0.021022130
6.052875000,0.020757992
6.052937500,0.020930804
6.053000000,0.021460366
6.053062500,0.022196645
6.053125000,0.022977300
6.053187500,0.023735326
6.053250000,0.024472345
6.053312500,0.025214864
6.053375000,0.025930529
6.053437500,0.026542006
6.053500000,0.026919581
6.053562500,0.026928904
6.053625000,0.026455790
6.053687500,0.025484132
6.053750000,0.024095848
6.053812500,0.022455681
6.053875000,0.020757079
6.053937500,0.019187782
6.054000000,0.017883638
6.054062500,0.016902793
6.054125000,0.016221780
6.054187500,0.015744591
6.054250000,0.015342278
6.054312500,0.014892789
6.054375000,0.014326604
6.054437500,0.013620032
6.054500000,0.012800919
6.054562500,0.011920269
6.054625000,0.011058862
6.054687500,0.010253348
6.054750000,0.009506566
6.054812500,0.008783092
6.054875000,0.008073018
6.054937500,0.007346429
6.055000000,0.006588709
6.055062500,0.005791989
6.055125000,0.005015696
6.055187500,0.004296402
6.055250000,0.003670852
6.055312500,0.003151030
6.055375000,0.002780288
6.055437500,0.002535049
6.055500000,0.002353110
6.055562500,0.002124884
6.055625000,0.001797912
6.055687500,0.001312268
6.055750000,0.000658871
6.055812500,-0.000136056
6.055875000,-0.000928144
6.055937500,-0.001601288
6.056000000,-0.002070737
6.056062500,-0.002341773
6.056125000,-0.002405449
6.056187500,-0.002345293
6.056250000,-0.002258986
6.056312500,-0.002250764
6.056375000,-0.002299045
6.056437500,-0.002379645
6.056500000,-0.002447235
6.056562500,-0.002484139
6.056625000,-0.002426614
6.056687500,-0.002259664
6.056750000,-0.001976613
6.056812500,-0.001588795
6.056875000,-0.001050882
6.056937500,-0.000355474
6.057000000,0.000470622
6.057062500,0.001333958
6.057125000,0.002149482
6.057187500,0.002800042
6.057250000,0.003200230
6.057312500,0.003318541
6.057375000,0.003238208
6.057437500,0.003087178
6.057500000,0.003011981
6.057562500,0.003088939
6.057625000,0.003425996
6.057687500,0.004043150
6.057750000,0.004894469
6.057812500,0.005840247
6.057875000,0.006797070
6.057937500,0.007684684
6.058000000,0.008471197
6.058062500,0.009141635
6.058125000,0.009781568
6.058187500,0.010460387
6.058250000,0.011200804
6.058312500,0.011927820
6.058375000,0.012573724
6.058437500,0.013079280
6.058500000,0.013459790
6.058562500,0.013791360
6.058625000,0.014215445
6.058687500,0.014796676
6.058750000,0.015436403
6.058812500,0.015841447
6.058875000,0.015700014
6.058937500,0.014833390
6.059000000,0.013365666
6.059062500,0.011724768
6.059125000,0.010537501
6.059187500,0.010285385
6.059250000,0.011012556
6.059312500,0.012192741
6.059375000,0.012975127
6.059437500,0.012570706
6.059500000,0.010730183
6.059562500,0.007991485
6.059625000,0.005627859
6.059687500,0.005125170
6.059750000,0.007529953
6.059812500,0.012904625
6.059875000,0.020244436
6.059937500,0.027786367
6.060000000,0.033696536
6.060062500,0.036758035
6.060125000,0.036821201
6.060187500,0.034718767
6.060250000,0.031814050
6.060312500,0.029362107
6.060375000,0.028046031
6.060437500,0.027786199
6.060500000,0.027954949
6.060562500,0.027788362
6.060625000,0.026819896
6.060687500,0.025045251
6.060750000,0.022872232
6.060812500,0.020863891
6.060875000,0.019485518
6.060937500,0.018887898
6.061000000,0.018919006
6.061062500,0.019247780
6.061125000,0.019579209
6.061187500,0.019728368
6.061250000,0.019672001
6.061312500,0.019492205
6.061375000,0.019329011
6.061437500,0.019259864
6.061500000,0.019295502
6.061562500,0.019389303
6.061625000,0.019481335
6.061687500,0.019480353
6.061750000,0.019295502
6.061812500,0.018859478
6.061875000,0.018136151
6.061937500,0.017129136
6.062000000,0.015907025
6.062062500,0.014608896
6.062125000,0.013389569
6.062187500,0.012364268
6.062250000,0.011577302
6.062312500,0.011004634
6.062375000,0.010546345
6.062437500,0.010078256
6.062500000,0.009506566
6.062562500,0.008796390
6.062625000,0.008004903
6.062687500,0.007167021
6.062750000,0.006306335
6.062812500,0.005429268
6.062875000,0.004547739
6.062937500,0.003640747
6.063000000,0.002729608
6.063062500,0.001918415
6.063125000,0.001350879
6.063187500,0.001117305
6.063250000,0.001223617
6.063312500,0.001592351
6.063375000,0.002034845
6.063437500,0.002314111
6.063500000,0.002258986
6.063562500,0.001869108
6.063625000,0.001248934
6.063687500,0.000554052
6.063750000,-0.000094124
6.063812500,-0.000652109
6.063875000,-0.001237294
6.063937500,-0.002059208
6.064000000,-0.003294354
6.064062500,-0.004946256
6.064125000,-0.006875294
6.064187500,-0.008831188
6.064250000,-0.010541934
6.064312500,-0.011784345
6.064375000,-0.012525653
6.064437500,-0.012893788
6.064500000,-0.013083293
6.064562500,-0.013208108
6.064625000,-0.013326840
6.064687500,-0.013405468
6.064750000,-0.013365666
6.064812500,-0.013113516
6.064875000,-0.012721894
6.064937500,-0.012378124
6.065000000,-0.012330297
6.065062500,-0.012746379
6.065125000,-0.013751633
6.065187500,-0.015325728
6.065250000,-0.017318891
6.065312500,-0.019457713
6.065375000,-0.021538546
6.065437500,-0.023416664
6.065500000,-0.025037091
6.065562500,-0.026371762
6.065625000,-0.027513614
6.065687500,-0.028553389
6.065750000,-0.029555064
6.065812500,-0.030486178
6.065875000,-0.031336676
6.065937500,-0.032051571
6.066000000,-0.032567047
6.066062500,-0.032798145
6.066125000,-0.032767136
6.066187500,-0.032551717
6.066250000,-0.032284670
6.066312500,-0.032083016
6.066375000,-0.032095302
6.066437500,-0.032390513
6.066500000,-0.032943543
6.066562500,-0.033611119
6.066625000,-0.034268122
6.066687500,-0.034806006
6.066750000,-0.035202529
6.066812500,-0.035502166
6.066875000,-0.035895437
6.066937500,-0.036551140
6.067000000,-0.037555639
6.067062500,-0.038821477
6.067125000,-0.040187772
6.067187500,-0.041386750
6.067250000,-0.042167734
6.067312500,-0.042364437
6.067375000,-0.042025886
6.067437500,-0.041317251
6.067500000,-0.040473495
6.067562500,-0.039695516
6.067625000,-0.039134938
6.067687500,-0.038816422
6.067750000,-0.038685132
6.067812500,-0.038643882
6.067875000,-0.038641188
6.067937500,-0.038613688
6.068000000,-0.038496882
6.068062500,-0.038198039
6.068125000,-0.037662476
6.068187500,-0.036821168
6.068250000,-0.035673149
6.068312500,-0.034304164
6.068375000,-0.032919992
6.068437500,-0.031685587
6.068500000,-0.030684557
6.068562500,-0.029869149
6.068625000,-0.029128280
6.068687500,-0.028275613
6.068750000,-0.027201954
6.068812500,-0.025958365
6.068875000,-0.024778362
6.068937500,-0.023911089
6.069000000,-0.023531102
6.069062500,-0.023648473
6.069125000,-0.024090318
6.069187500,-0.024510166
6.069250000,-0.024566470
6.069312500,-0.024077656
