type,t_start_sec,t_end_sec,duration_sec
inhale,0.86,1.02,0.16000000000000003
inhale,2.42,2.62,0.20000000000000018
inhale,3.92,4.12,0.20000000000000018
inhale,5.5200000000000005,5.74,0.21999999999999975
inhale,7.26,7.7,0.4400000000000004
inhale,7.92,8.06,0.14000000000000057
inhale,9.36,9.64,0.28000000000000114
inhale,11.14,11.34,0.1999999999999993
inhale,12.88,13.06,0.17999999999999972
inhale,14.42,14.6,0.17999999999999972
inhale,15.6,16.28,0.6800000000000015
inhale,17.16,17.48,0.3200000000000003
inhale,17.78,18.0,0.21999999999999886
inhale,19.42,19.7,0.2799999999999976
inhale,21.240000000000002,21.46,0.21999999999999886
inhale,22.92,23.1,0.17999999999999972
inhale,24.68,24.92,0.240000000000002
inhale,26.46,26.62,0.16000000000000014
inhale,28.26,28.44,0.17999999999999972
inhale,30.0,30.18,0.17999999999999972
inhale,31.560000000000002,31.78,0.21999999999999886
inhale,33.28,33.6,0.3200000000000003
inhale,35.06,35.300000000000004,0.240000000000002
inhale,37.22,37.42,0.20000000000000284
inhale,39.42,39.56,0.14000000000000057
inhale,41.46,41.800000000000004,0.3400000000000034
inhale,43.300000000000004,43.58,0.27999999999999403
inhale,45.04,45.26,0.21999999999999886
inhale,46.68,46.94,0.259999999999998
inhale,48.5,49.02,0.5200000000000031
inhale,50.74,50.980000000000004,0.240000000000002
inhale,52.480000000000004,52.7,0.21999999999999886
inhale,53.72,53.84,0.12000000000000455
inhale,54.26,54.44,0.17999999999999972
inhale,55.94,56.160000000000004,0.22000000000000597
inhale,57.72,58.14,0.4200000000000017
inhale,58.64,58.86,0.21999999999999886
exhale,1.02,1.32,0.30000000000000004
exhale,2.62,2.9,0.2799999999999998
exhale,4.12,4.34,0.21999999999999975
exhale,5.74,6.0,0.2599999999999998
exhale,7.7,7.9,0.20000000000000018
exhale,8.94,9.040000000000001,0.10000000000000142
exhale,9.64,9.9,0.2599999999999998
exhale,11.34,11.56,0.22000000000000064
exhale,13.06,13.36,0.29999999999999893
exhale,14.6,15.0,0.40000000000000036
exhale,16.28,16.78,0.5
exhale,17.48,17.66,0.17999999999999972
exhale,18.0,18.400000000000002,0.40000000000000213
exhale,19.7,19.94,0.240000000000002
exhale,21.46,21.8,0.33999999999999986
exhale,23.1,23.42,0.3200000000000003
exhale,24.92,25.28,0.35999999999999943
exhale,26.62,26.84,0.21999999999999886
exhale,28.44,28.86,0.41999999999999815
exhale,30.18,30.42,0.240000000000002
exhale,31.78,32.02,0.240000000000002
exhale,33.6,33.84,0.240000000000002
exhale,35.300000000000004,35.7,0.3999999999999986
exhale,35.92,36.02,0.10000000000000142
exhale,37.42,37.660000000000004,0.240000000000002
exhale,39.56,39.84,0.28000000000000114
exhale,41.800000000000004,42.1,0.29999999999999716
exhale,43.58,43.78,0.20000000000000284
exhale,45.26,45.62,0.35999999999999943
exhale,46.94,47.68,0.740000000000002
exhale,49.02,49.42,0.3999999999999986
exhale,49.72,49.84,0.12000000000000455
exhale,50.980000000000004,51.34,0.35999999999999943
exhale,52.7,53.06,0.35999999999999943
exhale,54.44,54.84,0.4000000000000057
exhale,55.56,55.660000000000004,0.10000000000000142
exhale,56.160000000000004,56.54,0.37999999999999545
exhale,58.14,58.46,0.3200000000000003
exhale,58.86,59.2,0.3400000000000034
wheeze_candidate,7.296,7.552,0.25599999999999934
wheeze_candidate,25.472,25.728,0.2560000000000002
wheeze_candidate,58.112,58.496,0.38400000000000034
wheeze_candidate,59.52,59.776,0.2560000000000002
