file_path,filename,preprocessing,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP10_60sec.wav,WEBSS-006 TP10_60sec.wav,bandpass_100_2000,-416.7846918206147,78.64126719583417,53.39396324619995,26.069467715880528,5.85443156579639,-5.011782425355138,-8.234794075001071,-6.827379405189427,-4.3883409133540825,-3.6594526975769024,-4.97469301851957,-6.99492719155661,-8.628324398629028
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP2_60sec.wav,WEBSS-006 TP2_60sec.wav,bandpass_100_2000,-390.45542669817195,135.78202891018424,72.19266329039756,18.306850190982246,-5.087962656308289,-8.51111499807575,-8.033259664441307,-7.7577310324947035,-6.249645504723358,-5.418359604699963,-7.5026346067227205,-10.64794188488509,-12.081835667277744
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP4_60sec.wav,WEBSS-006 TP4_60sec.wav,bandpass_100_2000,-454.78206448135,92.51117519515286,55.31040469665157,19.781732970982965,-0.8762899130047198,-7.703724169015548,-7.116505820191182,-4.218489626612087,-2.4661883621729785,-3.4974303042077097,-6.220187036903893,-8.569814516710027,-9.909851775689148
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP9_60sec.wav,WEBSS-006 TP9_60sec.wav,bandpass_100_2000,-434.67975937643547,72.8791742884284,43.56432766228097,14.566451733948991,-2.8481294118586002,-8.238324552538948,-6.735486753557745,-3.3063214484475267,-1.1302195836379534,-1.4998659388435218,-3.73558706518511,-6.174639832507893,-7.7205765132447
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP3_60sec.wav,WEBSS-006 TP3_60sec.wav,bandpass_100_2000,-452.7299611297576,74.1207335102641,51.046388256122505,26.108800648831327,7.702635800493135,-2.0692740576762385,-4.828026907171607,-3.7243763981552744,-2.3977089733125005,-3.0690407428095243,-5.364423400301885,-7.778869498616626,-9.525194783646967
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP12_60sec.wav,WEBSS-006 TP12_60sec.wav,bandpass_100_2000,-423.8492765138273,99.09114355669607,56.1055767025083,18.680904213703016,-1.51697256859151,-10.377915448432331,-13.387035862833669,-11.182669546406066,-6.922740024565058,-5.497660569342186,-7.052839008843324,-8.516069084723107,-9.153994461349276
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP5_60sec.wav,WEBSS-006 TP5_60sec.wav,bandpass_100_2000,-409.8672084368435,100.17298624307651,59.77449253165193,21.94117922547608,1.2027614903834964,-5.134071225331723,-5.87444229044233,-5.814675190000337,-5.861172849340704,-6.4525239723180094,-7.8438706960730125,-9.365459945286938,-10.288255123276404
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP8_60sec.wav,WEBSS-006 TP8_60sec.wav,bandpass_100_2000,-425.42938078939125,131.61694461366858,61.55406003608163,10.009174547246094,-3.6723265530358953,-0.5211075319241861,-1.2435013786576126,-5.1153656885248076,-5.670247756119195,-4.992538790317698,-7.007405890827463,-9.7822907635296,-10.279754677837486
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP6_60sec.wav,WEBSS-005 TP6_60sec.wav,bandpass_100_2000,-356.9219130067476,186.49396514511946,59.51690725330205,-7.450457020139942,-3.6774126841130355,2.511095339081605,-13.655565278756052,-21.895929900911888,-12.169090754610256,-6.610680245415409,-11.990490020329368,-14.680866440464062,-12.376811202929186
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP1_60sec.wav,WEBSS-005 TP1_60sec.wav,bandpass_100_2000,-369.36799050636705,179.62307036996924,77.75487882439093,3.766711901354651,-14.345484182417465,-10.936643534108772,-19.125355412159024,-32.02093242515612,-30.497691468904314,-18.779129095573772,-14.440662806765667,-19.67359742310626,-21.90694367918647
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP4_60sec.wav,WEBSS-005 TP4_60sec.wav,bandpass_100_2000,-432.8090708195696,173.79877523779078,77.97811762194954,8.84258016984586,-10.559227141084643,-10.31794121474309,-14.137247701757055,-17.334451336107715,-13.729315998257036,-9.884095358213633,-10.565528580631819,-11.97720992048979,-11.906296701301283
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP2_60sec.wav,WEBSS-005 TP2_60sec.wav,bandpass_100_2000,-364.73571152349837,125.57276240360639,65.08901974597919,14.699439827649122,-6.753978130058504,-11.021817734565214,-13.4952262816223,-15.967741779990387,-14.733925174881389,-11.377645604683977,-10.202214588055567,-11.67808928954273,-12.946324188853799
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP5_60sec.wav,WEBSS-005 TP5_60sec.wav,bandpass_100_2000,-326.9223012267082,173.51628831688075,73.89514992971112,10.332732111200107,0.24157265184538812,0.7242942748947283,-12.3927983535572,-22.772908552853018,-18.11733905900592,-10.817036619543906,-11.818582161449616,-15.312341880546203,-14.590540737640001
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP3_60sec.wav,WEBSS-005 TP3_60sec.wav,bandpass_100_2000,-399.73151202403693,180.3673147177477,57.0080022069609,-7.519354453820977,-2.298141896791877,4.691418733715488,-12.368505117895825,-22.255918226381926,-12.221038116216132,-5.223189897646665,-11.601276336462222,-16.703077756078017,-13.03804970371871
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP3_60sec.wav,WEBSS-004 TP3_60sec.wav,bandpass_100_2000,-468.62118830342047,158.5926155590851,65.55879072381722,5.076269224812369,-2.6215602671056257,5.2613389224819525,1.6375617774315774,-5.232074789259573,-3.843663280157052,0.22531966599900585,-0.8662499280918976,-5.35713874502643,-9.143905777173583
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP5_60sec.wav,WEBSS-004 TP5_60sec.wav,bandpass_100_2000,-532.0506976886704,143.01558020768192,65.51434384054775,16.482035963708206,7.54451715238824,6.5213827725987885,-1.8334912990374652,-5.962098044141047,-2.1313424949335316,-1.1493700450302673,-5.637137340884677,-7.663008637076864,-5.963552347959032
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP2_60sec.wav,WEBSS-004 TP2_60sec.wav,bandpass_100_2000,-521.2524109884174,185.0420362807223,64.62309529834808,1.4965548563089983,5.4988978515567,12.28880031319511,-1.3105851773914887,-8.361984547560542,-1.1647554654853143,0.9949959189506413,-5.270663522268408,-7.690392194902489,-6.933811139789465
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP4_60sec.wav,WEBSS-004 TP4_60sec.wav,bandpass_100_2000,-393.2017633943686,67.02606091925404,47.18479453427107,27.710250549988732,14.153517427996098,5.482778944806204,0.29679443980955134,-1.5350272377716228,-1.3924105231069905,-1.576555789334672,-2.848186859929199,-4.563506708002973,-6.330642884874398
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP1_60sec.wav,WEBSS-004 TP1_60sec.wav,bandpass_100_2000,-370.01992458626074,81.6751956931727,43.045057412203235,15.956676915387744,5.360639888204619,-1.4546505710364495,-7.349065249221304,-6.947847173304728,-3.1409102756360125,-3.156643129110227,-6.024428656734131,-6.9124762278801155,-6.567391156867103
