file_path,filename,preprocessing,rms,zcr,spectral_flatness,kurtosis,skewness
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS003_6/WEBSS-003 TP7_60sec.wav,WEBSS-003 TP7_60sec.wav,bandpass_100_2000,0.014220536112565806,0.03869863156316631,7.440736729131699e-07,58.284530050806126,-0.8409962285877371
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS003_6/WEBSS-003 TP1_60sec.wav,WEBSS-003 TP1_60sec.wav,bandpass_100_2000,0.04961093439972563,0.033714050423107676,3.7123651384716475e-07,48.99953781169313,-0.4301921734716729
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS003_6/WEBSS-003 TP6_60sec.wav,WEBSS-003 TP6_60sec.wav,bandpass_100_2000,0.017968306062929977,0.0351057560967484,1.0937526584310591e-06,9.987618057106946,0.28218632167034713
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS002_3/WEBSS-002 TP 3_60sec.wav,WEBSS-002 TP 3_60sec.wav,bandpass_100_2000,0.018999498073150923,0.03524240196894989,1.4709860441673654e-06,28.354723860384112,0.340219587678584
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS002_3/WEBSS-002 TP 4_60sec.wav,WEBSS-002 TP 4_60sec.wav,bandpass_100_2000,0.04121556293446746,0.02657176589152452,7.277818228441488e-07,83.38223558377344,0.1506207727788683
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS002_3/WEBSS-002 TP 2_60sec.wav,WEBSS-002 TP 2_60sec.wav,bandpass_100_2000,0.005367125304922959,0.03142282449360341,4.539633240321582e-06,52.83258546554622,0.28151443336021903
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP6_60sec.wav,WEBSS-006 TP6_60sec.wav,bandpass_100_2000,0.051489710203035007,0.03255269064832089,6.05507284935107e-06,171.46432953559102,-0.48549753560381115
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP11_60sec.wav,WEBSS-006 TP11_60sec.wav,bandpass_100_2000,0.0183513716134648,0.026890085704291043,5.578092958935618e-06,50.70191988139812,0.033907450314127396
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP1_60sec.wav,WEBSS-006 TP1_60sec.wav,bandpass_100_2000,0.02796317280662671,0.03149518173640725,6.050204111371132e-07,76.83792821850824,-0.18945512641284604
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP7_60sec.wav,WEBSS-006 TP7_60sec.wav,bandpass_100_2000,0.03702334834134144,0.03395923215951493,3.988043358888606e-06,261.4773182756305,-1.0858889578218776
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP10_60sec.wav,WEBSS-006 TP10_60sec.wav,bandpass_100_2000,0.0411645957220829,0.02957953674706823,7.395896016844763e-07,137.94940007359352,-1.1527127615005615
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP2_60sec.wav,WEBSS-006 TP2_60sec.wav,bandpass_100_2000,0.06661033881874787,0.030037625766257996,5.659052762460941e-07,15.24380339263443,-0.034401901261873785
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP4_60sec.wav,WEBSS-006 TP4_60sec.wav,bandpass_100_2000,0.03172660451217573,0.029768460678590215,9.284007527264664e-07,101.12967476149117,-1.4245537300423083
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP9_60sec.wav,WEBSS-006 TP9_60sec.wav,bandpass_100_2000,0.025865613302670364,0.041124160864205755,6.0906328122190976e-06,479.86878868483944,-4.155453979674741
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP3_60sec.wav,WEBSS-006 TP3_60sec.wav,bandpass_100_2000,0.03512130934110694,0.027167021338619403,2.529838575418019e-06,289.3473424306873,-0.6751394031222157
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP12_60sec.wav,WEBSS-006 TP12_60sec.wav,bandpass_100_2000,0.07256825965281902,0.03515729111140725,2.050148182776402e-06,39.64080504568199,-0.3375263667927951
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP5_60sec.wav,WEBSS-006 TP5_60sec.wav,bandpass_100_2000,0.05492223664331759,0.02865659148454158,3.36568525407947e-06,46.95246851429177,-0.19662207855249225
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP8_60sec.wav,WEBSS-006 TP8_60sec.wav,bandpass_100_2000,0.03601846112587123,0.027468943646721748,8.186520097633128e-07,30.165346503136377,-0.0991380814183162
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP6_60sec.wav,WEBSS-005 TP6_60sec.wav,bandpass_100_2000,0.09820487436601455,0.03122241054770789,2.0347640810724812e-07,6.205153134750212,-0.2089150675232603
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP1_60sec.wav,WEBSS-005 TP1_60sec.wav,bandpass_100_2000,0.11108097005360293,0.03651125649653518,4.742894523126759e-06,3.1671260983785903,-0.2505508197407545
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP4_60sec.wav,WEBSS-005 TP4_60sec.wav,bandpass_100_2000,0.05247440563829521,0.030789568480143924,1.4276931399635492e-06,10.495767562877976,-0.8340809129358524
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP2_60sec.wav,WEBSS-005 TP2_60sec.wav,bandpass_100_2000,0.08706717918071806,0.03395428688033049,1.8827206060472198e-07,19.03737304201484,-1.1200200561333742
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP5_60sec.wav,WEBSS-005 TP5_60sec.wav,bandpass_100_2000,0.16801355550507896,0.027649055920175906,3.913201882877601e-07,3.488309329757481,-0.12799839583656428
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP3_60sec.wav,WEBSS-005 TP3_60sec.wav,bandpass_100_2000,0.04969404764919282,0.035764519339685504,1.8598496395213643e-07,48.15684180333076,-1.8178750485591384
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP3_60sec.wav,WEBSS-004 TP3_60sec.wav,bandpass_100_2000,0.01989895682540065,0.03079451375932836,1.5976264944037843e-06,15.876686810884959,-0.1426381239990459
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP5_60sec.wav,WEBSS-004 TP5_60sec.wav,bandpass_100_2000,0.012381664478187554,0.023110070462420043,2.997210510243237e-06,21.111447400125172,-0.07037875557571624
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP2_60sec.wav,WEBSS-004 TP2_60sec.wav,bandpass_100_2000,0.017483015669397417,0.0260725529717484,6.40651619417239e-06,12.322139324843386,-0.2031164037464926
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP4_60sec.wav,WEBSS-004 TP4_60sec.wav,bandpass_100_2000,0.06753666370629395,0.02424696411913646,5.22993436385034e-07,168.08476710413558,-1.4857220566141056
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP1_60sec.wav,WEBSS-004 TP1_60sec.wav,bandpass_100_2000,0.16507969907698752,0.0296125920342484,2.1460389262570947e-06,13.923149565570206,0.14780911029378646
