epoch,loss,val_macro_recall_raw,per_class_recall_raw
1,1.5875720161705744,0.1795454545404857,"[0.2727272727210744, 0.0, 0.42499999999468746, 0.0, 0.19999999998666668]"
2,1.4514052142716776,0.16265151514843437,"[0.1590909090872934, 0.0, 0.5874999999926562, 0.0, 0.06666666666222222]"
3,1.362917478617597,0.17431818181567743,"[0.1590909090872934, 0.0, 0.7124999999910937, 0.0, 0.0]"
4,1.2980111936555991,0.21295454544966863,"[0.227272727267562, 0.09999999999, 0.7374999999907812, 0.0, 0.0]"
5,1.2472988484843766,0.21795454544960613,"[0.227272727267562, 0.09999999999, 0.7624999999904687, 0.0, 0.0]"
6,1.208619442101781,0.2184090909041924,"[0.2045454545408058, 0.09999999999, 0.7874999999901562, 0.0, 0.0]"
7,1.1764629831347144,0.21272727272263117,"[0.113636363633781, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
8,1.1494186932747243,0.21068181817724868,"[0.0909090909070248, 0.09999999999, 0.8624999999892187, 0.0, 0.0]"
9,1.1268499809699828,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
10,1.107649213519832,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
11,1.0905377346266907,0.21522727272259995,"[0.113636363633781, 0.09999999999, 0.8624999999892187, 0.0, 0.0]"
12,1.0746834862790033,0.21068181817724868,"[0.0909090909070248, 0.09999999999, 0.8624999999892187, 0.0, 0.0]"
13,1.0596295484637057,0.21068181817724868,"[0.0909090909070248, 0.09999999999, 0.8624999999892187, 0.0, 0.0]"
14,1.0461153726850474,0.21068181817724868,"[0.0909090909070248, 0.09999999999, 0.8624999999892187, 0.0, 0.0]"
15,1.0346713355343717,0.21068181817724868,"[0.0909090909070248, 0.09999999999, 0.8624999999892187, 0.0, 0.0]"
16,1.0224944853080207,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
17,1.0124460682918541,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
18,1.0018732724404624,0.21022727272266245,"[0.113636363633781, 0.09999999999, 0.8374999999895312, 0.0, 0.0]"
19,0.9927951182195177,0.21022727272266245,"[0.113636363633781, 0.09999999999, 0.8374999999895312, 0.0, 0.0]"
20,0.983790945139047,0.20568181817731118,"[0.0909090909070248, 0.09999999999, 0.8374999999895312, 0.0, 0.0]"
21,0.9751919348896892,0.20568181817731118,"[0.0909090909070248, 0.09999999999, 0.8374999999895312, 0.0, 0.0]"
22,0.9679291029323531,0.20568181817731118,"[0.0909090909070248, 0.09999999999, 0.8374999999895312, 0.0, 0.0]"
23,0.9596686699981293,0.20568181817731118,"[0.0909090909070248, 0.09999999999, 0.8374999999895312, 0.0, 0.0]"
24,0.9519538080878233,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
25,0.9462966315667799,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
26,0.9391785727836437,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
27,0.9333907616820244,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
28,0.9263819174088886,0.20818181817727996,"[0.0909090909070248, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
29,0.9212412753592744,0.20363636363192872,"[0.0681818181802686, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
30,0.9147810003166595,0.20363636363192872,"[0.0681818181802686, 0.09999999999, 0.8499999999893749, 0.0, 0.0]"
31,5.174351969872645,0.18863636363211622,"[0.0681818181802686, 0.09999999999, 0.7749999999903124, 0.0, 0.0]"
32,4.421420482456994,0.21204545453884083,"[0.0227272727267562, 0.09999999999, 0.7374999999907812, 0.0, 0.19999999998666668]"
33,3.8103519700842052,0.22909090908228583,"[0.0454545454535124, 0.19999999998, 0.69999999999125, 0.0, 0.19999999998666668]"
34,3.6869816515639915,0.20492424241736568,"[0.0454545454535124, 0.19999999998, 0.7124999999910937, 0.0, 0.06666666666222222]"
35,3.375551082852395,0.18401515151019315,"[0.0909090909070248, 0.09999999999, 0.6624999999917187, 0.0, 0.06666666666222222]"
36,3.1465506768515867,0.16613636363239745,"[0.0681818181802686, 0.09999999999, 0.6624999999917187, 0.0, 0.0]"
37,2.9836446986867817,0.14409090908901495,"[0.0454545454535124, 0.0, 0.6749999999915625, 0.0, 0.0]"
38,2.834658389694769,0.18946969696471688,"[0.0681818181802686, 0.09999999999, 0.7124999999910937, 0.0, 0.06666666666222222]"
39,2.715423609189805,0.16696969696674815,"[0.0681818181802686, 0.0, 0.69999999999125, 0.0, 0.06666666666222222]"
40,2.6223482007170467,0.15992424242142816,"[0.0454545454535124, 0.0, 0.6874999999914062, 0.0, 0.06666666666222222]"
41,2.530776342031654,0.15742424242145941,"[0.0454545454535124, 0.0, 0.6749999999915625, 0.0, 0.06666666666222222]"
42,2.4690656608270816,0.15992424242142816,"[0.0454545454535124, 0.0, 0.6874999999914062, 0.0, 0.06666666666222222]"
43,2.425280988526303,0.16992424242130316,"[0.0454545454535124, 0.0, 0.7374999999907812, 0.0, 0.06666666666222222]"
44,2.3082709795887384,0.1644696969667794,"[0.0681818181802686, 0.0, 0.6874999999914062, 0.0, 0.06666666666222222]"
45,2.250403443076995,0.1644696969667794,"[0.0681818181802686, 0.0, 0.6874999999914062, 0.0, 0.06666666666222222]"
46,2.2709368204946534,0.1644696969667794,"[0.0681818181802686, 0.0, 0.6874999999914062, 0.0, 0.06666666666222222]"
47,2.230171235843176,0.16696969696674815,"[0.0681818181802686, 0.0, 0.69999999999125, 0.0, 0.06666666666222222]"
48,2.1443767541409366,0.15696969696687316,"[0.0681818181802686, 0.0, 0.649999999991875, 0.0, 0.06666666666222222]"
49,2.115795518537948,0.15196969696693566,"[0.0681818181802686, 0.0, 0.6249999999921875, 0.0, 0.06666666666222222]"
50,2.086424253429036,0.1594696969668419,"[0.0681818181802686, 0.0, 0.6624999999917187, 0.0, 0.06666666666222222]"
51,2.038352227293639,0.1544696969669044,"[0.0681818181802686, 0.0, 0.6374999999920312, 0.0, 0.06666666666222222]"
52,2.0132403621640527,0.15696969696687316,"[0.0681818181802686, 0.0, 0.649999999991875, 0.0, 0.06666666666222222]"
53,2.044926811338917,0.1544696969669044,"[0.0681818181802686, 0.0, 0.6374999999920312, 0.0, 0.06666666666222222]"
54,1.9808335651351425,0.1494696969669669,"[0.0681818181802686, 0.0, 0.6124999999923437, 0.0, 0.06666666666222222]"
55,1.9285016754057833,0.1594696969668419,"[0.0681818181802686, 0.0, 0.6624999999917187, 0.0, 0.06666666666222222]"
56,1.9392486655732788,0.1594696969668419,"[0.0681818181802686, 0.0, 0.6624999999917187, 0.0, 0.06666666666222222]"
57,1.9539340881169152,0.16196969696681066,"[0.0681818181802686, 0.0, 0.6749999999915625, 0.0, 0.06666666666222222]"
58,1.910604843027257,0.1594696969668419,"[0.0681818181802686, 0.0, 0.6624999999917187, 0.0, 0.06666666666222222]"
59,1.8990821656569246,0.1544696969669044,"[0.0681818181802686, 0.0, 0.6374999999920312, 0.0, 0.06666666666222222]"
60,1.8540615775143046,0.15196969696693566,"[0.0681818181802686, 0.0, 0.6249999999921875, 0.0, 0.06666666666222222]"
