type,t_start_sec,t_end_sec,duration_sec
inhale,8.2,8.38,0.1800000000000015
inhale,8.64,8.96,0.3200000000000003
inhale,10.42,10.66,0.2400000000000002
inhale,11.96,12.44,0.47999999999999865
inhale,14.3,14.6,0.29999999999999893
inhale,15.700000000000001,16.12,0.41999999999999993
inhale,17.3,17.7,0.3999999999999986
inhale,18.68,19.22,0.5399999999999991
inhale,20.34,20.68,0.33999999999999986
inhale,22.72,23.1,0.38000000000000256
inhale,24.54,24.68,0.14000000000000057
inhale,25.38,25.8,0.4200000000000017
inhale,27.46,27.76,0.3000000000000007
inhale,29.46,29.72,0.259999999999998
inhale,33.18,33.28,0.10000000000000142
inhale,34.14,34.5,0.35999999999999943
inhale,35.28,37.6,2.3200000000000003
inhale,38.12,39.02,0.9000000000000057
inhale,41.26,41.74,0.480000000000004
inhale,43.88,44.38,0.5
inhale,44.68,45.02,0.3400000000000034
inhale,45.64,45.76,0.11999999999999744
inhale,46.44,46.7,0.2600000000000051
inhale,48.56,48.72,0.1599999999999966
inhale,49.78,50.06,0.28000000000000114
inhale,53.0,53.1,0.10000000000000142
inhale,53.72,54.38,0.6600000000000037
inhale,57.300000000000004,57.52,0.21999999999999886
inhale,57.96,58.300000000000004,0.3400000000000034
exhale,8.38,8.56,0.17999999999999972
exhale,8.96,9.76,0.7999999999999989
exhale,10.66,11.34,0.6799999999999997
exhale,12.44,13.24,0.8000000000000007
exhale,14.6,15.0,0.40000000000000036
exhale,16.12,16.76,0.6400000000000006
exhale,17.7,18.16,0.46000000000000085
exhale,19.22,19.82,0.6000000000000014
exhale,20.68,20.86,0.17999999999999972
exhale,23.1,23.580000000000002,0.4800000000000004
exhale,24.68,24.82,0.14000000000000057
exhale,25.8,26.18,0.379999999999999
exhale,26.88,26.98,0.10000000000000142
exhale,27.76,28.16,0.3999999999999986
exhale,29.72,30.060000000000002,0.3400000000000034
exhale,33.28,33.64,0.35999999999999943
exhale,34.5,35.2,0.7000000000000028
exhale,37.6,37.86,0.259999999999998
exhale,39.02,39.72,0.6999999999999957
exhale,41.74,42.42,0.6799999999999997
exhale,44.38,44.52,0.14000000000000057
exhale,45.02,45.32,0.29999999999999716
exhale,45.76,46.08,0.3200000000000003
exhale,46.7,46.86,0.1599999999999966
exhale,48.72,48.88,0.1600000000000037
exhale,50.06,50.28,0.21999999999999886
exhale,54.38,54.800000000000004,0.4200000000000017
exhale,57.52,57.72,0.19999999999999574
exhale,58.300000000000004,58.68,0.37999999999999545
exhale,59.58,59.68,0.10000000000000142
wheeze_candidate,4.48,4.736,0.25599999999999934
wheeze_candidate,9.472,9.856,0.38400000000000034
wheeze_candidate,12.672,12.928,0.2560000000000002
wheeze_candidate,14.08,14.336,0.2560000000000002
wheeze_candidate,16.128,16.768,0.6400000000000006
wheeze_candidate,19.968,20.224,0.2560000000000002
wheeze_candidate,23.552,23.808,0.2560000000000002
wheeze_candidate,29.824,30.208,0.3839999999999968
wheeze_candidate,41.856,42.112,0.2560000000000002
wheeze_candidate,45.184,45.44,0.2560000000000002
wheeze_candidate,54.528,54.912,0.38400000000000034
wheeze_candidate,56.96,57.216,0.2560000000000002
wheeze_candidate,58.624,58.88,0.2560000000000002
