epoch,train_loss,val_macro_recall_raw,per_class_recall_raw,secs
1,1.6989167350906509,0.125578865573266,"[0.2307692307514793, 0.07692307691715976, 0.21111111110876543, 0.0, 0.10909090908892563]",0.012130498886108398
2,1.5629102663950878,0.12783216782560786,"[0.2307692307514793, 0.15384615383431952, 0.19999999999777776, 0.0, 0.054545454544462815]",0.005896091461181641
3,1.4884756442662832,0.1557731157642718,"[0.30769230766863903, 0.2307692307514793, 0.22222222221975307, 0.0, 0.018181818181487605]",0.006070375442504883
4,1.3883379184447968,0.20192696191456766,"[0.3846153845857988, 0.3846153845857988, 0.22222222221975307, 0.0, 0.018181818181487605]",0.006191730499267578
5,1.3097462956969803,0.2136752136617021,"[0.4615384615029586, 0.3846153845857988, 0.22222222221975307, 0.0, 0.0]",0.005975008010864258
6,1.2775465108252861,0.22905982904513406,"[0.5384615384201183, 0.3846153845857988, 0.22222222221975307, 0.0, 0.0]",0.007598400115966797
7,1.1997511200002722,0.24222222220636844,"[0.6153846153372781, 0.3846153845857988, 0.21111111110876543, 0.0, 0.0]",0.007570981979370117
8,1.1484251786996653,0.24444444442856597,"[0.6153846153372781, 0.3846153845857988, 0.22222222221975307, 0.0, 0.0]",0.0062444210052490234
9,1.1171061996941094,0.24888888887296107,"[0.6153846153372781, 0.3846153845857988, 0.2444444444417284, 0.0, 0.0]",0.006164073944091797
10,1.0921711000236305,0.24888888887296107,"[0.6153846153372781, 0.3846153845857988, 0.2444444444417284, 0.0, 0.0]",0.0064373016357421875
11,1.0537889461259584,0.2511111110951586,"[0.6153846153372781, 0.3846153845857988, 0.25555555555271603, 0.0, 0.0]",0.006681203842163086
12,0.9880281346338289,0.2511111110951586,"[0.6153846153372781, 0.3846153845857988, 0.25555555555271603, 0.0, 0.0]",0.00714111328125
13,0.9761894172376341,0.26649572647859054,"[0.6153846153372781, 0.4615384615029586, 0.25555555555271603, 0.0, 0.0]",0.006654024124145508
14,0.9390885486259116,0.26649572647859054,"[0.6153846153372781, 0.4615384615029586, 0.25555555555271603, 0.0, 0.0]",0.0070629119873046875
15,0.9057296789444245,0.2723543123370856,"[0.6153846153372781, 0.4615384615029586, 0.2666666666637037, 0.0, 0.018181818181487605]",0.00801229476928711
16,0.8822090971577274,0.2737684537511856,"[0.6153846153372781, 0.4615384615029586, 0.25555555555271603, 0.0, 0.03636363636297521]",0.007008552551269531
17,0.8571120304030341,0.2854856254681757,"[0.6153846153372781, 0.4615384615029586, 0.27777777777469137, 0.0, 0.07272727272595042]",0.008092164993286133
18,0.8649459917266089,0.2854856254681757,"[0.6153846153372781, 0.4615384615029586, 0.27777777777469137, 0.0, 0.07272727272595042]",0.008703947067260742
19,0.855256568311571,0.28689976688227564,"[0.6153846153372781, 0.4615384615029586, 0.2666666666637037, 0.0, 0.09090909090743803]",0.00826263427734375
