epoch,train_loss,val_macro_recall_raw,per_class_recall_raw,secs
1,1.6053327958340042,0.06454545454408987,"[0.2727272727210744, 0.0, 0.049999999999374996, 0.0, 0.0]",0.006191730499267578
2,1.5200550091328613,0.06704545454405862,"[0.2727272727210744, 0.0, 0.06249999999921875, 0.0, 0.0]",0.00813150405883789
3,1.44468455835273,0.08659090908922237,"[0.2954545454478306, 0.0, 0.13749999999828125, 0.0, 0.0]",0.007729291915893555
4,1.3629106783164435,0.09704545454368363,"[0.2727272727210744, 0.0, 0.21249999999734373, 0.0, 0.0]",0.007280826568603516
5,1.3149352079867491,0.11909090908881612,"[0.2954545454478306, 0.0, 0.29999999999625, 0.0, 0.0]",0.006618022918701172
6,1.2287241383689735,0.13159090908865986,"[0.2954545454478306, 0.0, 0.3624999999954687, 0.0, 0.0]",0.006228208541870117
7,1.1538985155690686,0.12795454545248114,"[0.227272727267562, 0.0, 0.4124999999948437, 0.0, 0.0]",0.0068511962890625
8,1.1059676181505622,0.13386363636159118,"[0.1818181818140496, 0.0, 0.48749999999390625, 0.0, 0.0]",0.007487058639526367
9,1.0924361250016263,0.14090909090691114,"[0.2045454545408058, 0.0, 0.49999999999375, 0.0, 0.0]",0.006285190582275391
10,1.0192619626195634,0.15295454545216863,"[0.227272727267562, 0.0, 0.5374999999932812, 0.0, 0.0]",0.007898330688476562
11,1.0329141273862155,0.16045454545207488,"[0.227272727267562, 0.0, 0.5749999999928125, 0.0, 0.0]",0.007521867752075195
12,0.9667353142485462,0.16045454545207488,"[0.227272727267562, 0.0, 0.5749999999928125, 0.0, 0.0]",0.007280588150024414
13,0.9801891016381659,0.16295454545204363,"[0.227272727267562, 0.0, 0.5874999999926562, 0.0, 0.0]",0.006267547607421875
14,0.9274187740874662,0.16499999999742615,"[0.2499999999943182, 0.0, 0.5749999999928125, 0.0, 0.0]",0.008307695388793945
15,0.928179653409862,0.16499999999742615,"[0.2499999999943182, 0.0, 0.5749999999928125, 0.0, 0.0]",0.0074307918548583984
16,0.9005354882526232,0.16499999999742615,"[0.2499999999943182, 0.0, 0.5749999999928125, 0.0, 0.0]",0.007829904556274414
17,0.9010097374122725,0.16499999999742615,"[0.2499999999943182, 0.0, 0.5749999999928125, 0.0, 0.0]",0.007871627807617188
18,0.901663668027577,0.1674999999973949,"[0.2499999999943182, 0.0, 0.5874999999926562, 0.0, 0.0]",0.00745391845703125
19,0.8535795555784136,0.1720454545427461,"[0.2727272727210744, 0.0, 0.5874999999926562, 0.0, 0.0]",0.007501840591430664
20,0.8761731967769008,0.1695454545427774,"[0.2727272727210744, 0.0, 0.5749999999928125, 0.0, 0.0]",0.006735563278198242
21,0.8569572492530069,0.1720454545427461,"[0.2727272727210744, 0.0, 0.5874999999926562, 0.0, 0.0]",0.007767438888549805
22,0.836278063585688,0.1724999999973324,"[0.2499999999943182, 0.0, 0.6124999999923437, 0.0, 0.0]",0.007634162902832031
23,0.8186733375595595,0.16590909090659864,"[0.2045454545408058, 0.0, 0.6249999999921875, 0.0, 0.0]",0.007597684860229492
