Time(s),Amplitude
4.000000000,-0.011953799
4.000062500,-0.012170384
4.000125000,-0.012712415
4.000187500,-0.013505977
4.000250000,-0.014401034
4.000312500,-0.015222705
4.000375000,-0.015830692
4.000437500,-0.016173730
4.000500000,-0.016283523
4.000562500,-0.016242478
4.000625000,-0.016142437
4.000687500,-0.016054787
4.000750000,-0.016001150
4.000812500,-0.015950499
4.000875000,-0.015848421
4.000937500,-0.015649673
4.001000000,-0.015342278
4.001062500,-0.014951731
4.001125000,-0.014543591
4.001187500,-0.014187124
4.001250000,-0.013930413
4.001312500,-0.013776450
4.001375000,-0.013699315
4.001437500,-0.013643025
4.001500000,-0.013553915
4.001562500,-0.013397772
4.001625000,-0.013195831
4.001687500,-0.012983714
4.001750000,-0.012800919
4.001812500,-0.012657694
4.001875000,-0.012553483
4.001937500,-0.012435980
4.002000000,-0.012236172
4.002062500,-0.011889398
4.002125000,-0.011391727
4.002187500,-0.010766371
4.002250000,-0.010071312
4.002312500,-0.009372179
4.002375000,-0.008748397
4.002437500,-0.008230319
4.002500000,-0.007812326
4.002562500,-0.007461700
4.002625000,-0.007149259
4.002687500,-0.006834690
4.002750000,-0.006494584
4.002812500,-0.006127790
4.002875000,-0.005763968
4.002937500,-0.005415045
4.003000000,-0.005082718
4.003062500,-0.004757302
4.003125000,-0.004438758
4.003187500,-0.004108723
4.003250000,-0.003764976
4.003312500,-0.003432230
4.003375000,-0.003165708
4.003437500,-0.002994050
4.003500000,-0.002917857
4.003562500,-0.002909793
4.003625000,-0.002918699
4.003687500,-0.002872404
4.003750000,-0.002729608
4.003812500,-0.002521585
4.003875000,-0.002316100
4.003937500,-0.002182618
4.004000000,-0.002164861
4.004062500,-0.002275816
4.004125000,-0.002455359
4.004187500,-0.002603070
4.004250000,-0.002635483
4.004312500,-0.002552047
4.004375000,-0.002383673
4.004437500,-0.002180624
4.004500000,-0.001976613
4.004562500,-0.001784783
4.004625000,-0.001527453
4.004687500,-0.001088558
4.004750000,-0.000376498
4.004812500,0.000588116
4.004875000,0.001729526
4.004937500,0.002904639
4.005000000,0.003953225
4.005062500,0.004718796
4.005125000,0.005182040
4.005187500,0.005416471
4.005250000,0.005553340
4.005312500,0.005681707
4.005375000,0.005895643
4.005437500,0.006213103
4.005500000,0.006588709
4.005562500,0.006908839
4.005625000,0.007148622
4.005687500,0.007348143
4.005750000,0.007624077
4.005812500,0.008091168
4.005875000,0.008916930
4.005937500,0.010185416
4.006000000,0.011859675
4.006062500,0.013734026
4.006125000,0.015589458
4.006187500,0.017205073
4.006250000,0.018448384
4.006312500,0.019277057
4.006375000,0.019849703
4.006437500,0.020386584
4.006500000,0.021083867
4.006562500,0.021982668
