Time(s),Amplitude
8.000000000,0.030213933
8.000062500,0.030609075
8.000125000,0.031007357
8.000187500,0.031564411
8.000250000,0.032378796
8.000312500,0.033390503
8.000375000,0.034466527
8.000437500,0.035410814
8.000500000,0.036049645
8.000562500,0.036269736
8.000625000,0.036144502
8.000687500,0.035847478
8.000750000,0.035579026
8.000812500,0.035437793
8.000875000,0.035473786
8.000937500,0.035622314
8.001000000,0.035767276
8.001062500,0.035765160
8.001125000,0.035614669
8.001187500,0.035366863
8.001250000,0.035108406
8.001312500,0.034859691
8.001375000,0.034676373
8.001437500,0.034527827
8.001500000,0.034355409
8.001562500,0.034063417
8.001625000,0.033695251
8.001687500,0.033300314
8.001750000,0.032943543
8.001812500,0.032624260
8.001875000,0.032416787
8.001937500,0.032331556
8.002000000,0.032378796
8.002062500,0.032532580
8.002125000,0.032904543
8.002187500,0.033546038
8.002250000,0.034449533
8.002312500,0.035452023
8.002375000,0.036433984
8.002437500,0.037172504
8.002500000,0.037461512
8.002562500,0.037117116
8.002625000,0.036225244
8.002687500,0.034942906
8.002750000,0.033508290
8.002812500,0.032105930
8.002875000,0.031005906
8.002937500,0.030315125
8.003000000,0.030025685
8.003062500,0.029970486
8.003125000,0.030090792
8.003187500,0.030263782
8.003250000,0.030402184
8.003312500,0.030401113
8.003375000,0.030360315
8.003437500,0.030341182
8.003500000,0.030402184
8.003562500,0.030503904
8.003625000,0.030722123
8.003687500,0.031023996
8.003750000,0.031343430
8.003812500,0.031532593
8.003875000,0.031606156
8.003937500,0.031540066
8.004000000,0.031343430
8.004062500,0.030993814
8.004125000,0.030647054
8.004187500,0.030413449
8.004250000,0.030402184
8.004312500,0.030637743
8.004375000,0.031244980
8.004437500,0.032226019
8.004500000,0.033508290
8.004562500,0.034889616
8.004625000,0.036260616
8.004687500,0.037446767
8.004750000,0.038308635
8.004812500,0.038718395
8.004875000,0.038765945
8.004937500,0.038551696
8.005000000,0.038214508
8.005062500,0.037834749
8.005125000,0.037597209
8.005187500,0.037565596
8.005250000,0.037743889
8.005312500,0.038037285
8.005375000,0.038454294
8.005437500,0.038938552
8.005500000,0.039438128
8.005562500,0.039862387
