Time(s),Amplitude
0.000000000,-0.361343592
0.000062500,-0.392297804
0.000125000,-0.380589902
0.000187500,-0.339460611
0.000250000,-0.288867801
0.000312500,-0.247239396
0.000375000,-0.223416567
0.000437500,-0.215737507
0.000500000,-0.215074271
0.000562500,-0.211387798
0.000625000,-0.197704956
0.000687500,-0.173660964
0.000750000,-0.144198582
0.000812500,-0.116659530
0.000875000,-0.095405713
0.000937500,-0.080980137
0.001000000,-0.070405059
0.001062500,-0.060044758
0.001125000,-0.046246033
0.001187500,-0.027900081
0.001250000,-0.006118086
0.001312500,0.016260130
0.001375000,0.037875868
0.001437500,0.058330692
0.001500000,0.078217387
0.001562500,0.097657539
0.001625000,0.117472962
0.001687500,0.137616292
0.001750000,0.157564268
0.001812500,0.176018044
0.001875000,0.193146378
0.001937500,0.209352836
0.002000000,0.225239709
0.002062500,0.240550846
0.002125000,0.255849093
0.002187500,0.271226048
0.002250000,0.286608815
0.002312500,0.301150143
0.002375000,0.315151244
0.002437500,0.328767836
0.002500000,0.342142224
0.002562500,0.354850262
0.002625000,0.366881490
0.002687500,0.378618240
0.002750000,0.390428036
0.002812500,0.401950091
0.002875000,0.413128316
0.002937500,0.424042851
0.003000000,0.434760660
0.003062500,0.444785357
0.003125000,0.454238683
0.003187500,0.463420570
0.003250000,0.472598642
0.003312500,0.481328487
0.003375000,0.489642084
0.003437500,0.497510672
0.003500000,0.504883349
0.003562500,0.511191607
0.003625000,0.516655147
0.003687500,0.521523535
0.003750000,0.526061356
0.003812500,0.529924691
0.003875000,0.533377469
0.003937500,0.536418438
0.004000000,0.538956344
0.004062500,0.540380001
0.004125000,0.540967047
0.004187500,0.540875256
0.004250000,0.540368199
0.004312500,0.539279163
0.004375000,0.538290203
0.004437500,0.537611485
0.004500000,0.537262082
0.004562500,0.536637723
0.004625000,0.535952926
0.004687500,0.534969151
0.004750000,0.533497155
0.004812500,0.531056285
0.004875000,0.528249741
0.004937500,0.525232553
0.005000000,0.522108138
0.005062500,0.518504739
0.005125000,0.514897466
0.005187500,0.511076927
0.005250000,0.506765842
0.005312500,0.501406670
0.005375000,0.495522141
0.005437500,0.489109784
0.005500000,0.482199341
0.005562500,0.474549860
0.005625000,0.466831744
0.005687500,0.458960831
0.005750000,0.450761795
0.005812500,0.441822439
0.005875000,0.432722509
0.005937500,0.423370808
0.006000000,0.413676798
0.006062500,0.403371513
0.006125000,0.393142551
0.006187500,0.382908821
0.006250000,0.372544378
0.006312500,0.361788303
0.006375000,0.351297796
0.006437500,0.340951324
0.006500000,0.330564916
0.006562500,0.319837183
0.006625000,0.309316725
0.006687500,0.298784852
0.006750000,0.288020670
0.006812500,0.276822269
0.006875000,0.265842289
0.006937500,0.254997760
0.007000000,0.244158715
0.007062500,0.233159959
0.007125000,0.222527102
0.007187500,0.211993754
0.007250000,0.201237977
0.007312500,0.189994097
0.007375000,0.178747192
0.007437500,0.167324916
0.007500000,0.155587643
0.007562500,0.143497884
0.007625000,0.131647781
0.007687500,0.119863413
0.007750000,0.107866570
0.007812500,0.095441759
0.007875000,0.083019465
0.007937500,0.070505358
0.008000000,0.057980634
0.008062500,0.045816183
0.008125000,0.034941364
0.008187500,0.025487924
0.008250000,0.017224766
0.008312500,0.009670940
0.008375000,0.002502142
0.008437500,-0.005241083
0.008500000,-0.014306910
0.008562500,-0.024828235
0.008625000,-0.036095470
0.008687500,-0.047603343
0.008750000,-0.058827754
0.008812500,-0.069281407
0.008875000,-0.078596205
0.008937500,-0.087209091
0.009000000,-0.095724516
0.009062500,-0.104429573
0.009125000,-0.113174289
0.009187500,-0.121915959
0.009250000,-0.130456433
0.009312500,-0.138371423
0.009375000,-0.145318285
0.009437500,-0.151501313
0.009500000,-0.157281891
0.009562500,-0.162777632
0.009625000,-0.167994276
0.009687500,-0.173056334
0.009750000,-0.177989259
0.009812500,-0.182532400
0.009875000,-0.186560556
0.009937500,-0.190241888
0.010000000,-0.193802163
0.010062500,-0.197169721
0.010125000,-0.200364113
0.010187500,-0.203465253
0.010250000,-0.206508949
0.010312500,-0.209231019
0.010375000,-0.211662695
0.010437500,-0.213940248
0.010500000,-0.216203764
0.010562500,-0.218237370
0.010625000,-0.220132992
0.010687500,-0.221945703
0.010750000,-0.223733723
0.010812500,-0.225258142
0.010875000,-0.226762414
0.010937500,-0.228435755
0.011000000,-0.230416551
0.011062500,-0.232406482
0.011125000,-0.234506786
0.011187500,-0.236638710
0.011250000,-0.238699496
0.011312500,-0.240261227
0.011375000,-0.241532296
0.011437500,-0.242588833
0.011500000,-0.243499845
0.011562500,-0.243930817
0.011625000,-0.244147629
0.011687500,-0.244159430
0.011750000,-0.243970469
0.011812500,-0.243246675
0.011875000,-0.242408648
0.011937500,-0.241611794
0.012000000,-0.240958482
0.012062500,-0.240087152
0.012125000,-0.239321947
0.012187500,-0.238624096
0.012250000,-0.237946510
0.012312500,-0.236909226
0.012375000,-0.235999390
0.012437500,-0.235393137
0.012500000,-0.235216901
0.012562500,-0.235115960
0.012625000,-0.235424563
0.012687500,-0.236000404
0.012750000,-0.236628756
0.012812500,-0.236748844
0.012875000,-0.236686021
0.012937500,-0.236486569
0.013000000,-0.236252263
0.013062500,-0.235757411
0.013125000,-0.235516950
0.013187500,-0.235559687
0.013250000,-0.235781640
0.013312500,-0.235674486
0.013375000,-0.235469729
0.013437500,-0.235050499
0.013500000,-0.234369770
0.013562500,-0.233180210
0.013625000,-0.232032508
0.013687500,-0.231067643
0.013750000,-0.230322421
0.013812500,-0.229438871
0.013875000,-0.228697658
0.013937500,-0.227958232
0.014000000,-0.227122188
0.014062500,-0.225938112
0.014125000,-0.224964514
0.014187500,-0.224368617
0.014250000,-0.224204347
0.014312500,-0.224112421
0.014375000,-0.224266112
0.014437500,-0.224359199
0.014500000,-0.224110216
0.014562500,-0.223157078
0.014625000,-0.221966192
0.014687500,-0.220707998
0.014750000,-0.219498113
0.014812500,-0.218094260
0.014875000,-0.216685101
0.014937500,-0.214945421
0.015000000,-0.212532923
0.015062500,-0.209061503
0.015125000,-0.204951912
0.015187500,-0.200433135
0.015250000,-0.195778757
0.015312500,-0.191012040
0.015375000,-0.186560065
0.015437500,-0.182299852
0.015500000,-0.177989259
0.015562500,-0.173240244
0.015625000,-0.168335840
0.015687500,-0.163323432
0.015750000,-0.158317253
0.015812500,-0.153274596
0.015875000,-0.148642793
0.015937500,-0.144401848
0.016000000,-0.140433624
0.016062500,-0.136436686
0.016125000,-0.132692367
0.016187500,-0.129167199
0.016250000,-0.125844344
0.016312500,-0.122547641
0.016375000,-0.119615607
0.016437500,-0.116969168
0.016500000,-0.114455283
0.016562500,-0.111737683
0.016625000,-0.109021500
0.016687500,-0.106191352
0.016750000,-0.103160344
0.016812500,-0.099738270
0.016875000,-0.096287668
0.016937500,-0.092824139
0.017000000,-0.089324065
0.017062500,-0.085585974
0.017125000,-0.081923850
0.017187500,-0.078311697
0.017250000,-0.074734777
0.017312500,-0.071055025
0.017375000,-0.067691363
0.017437500,-0.064694300
0.017500000,-0.062027987
0.017562500,-0.059404045
0.017625000,-0.057023339
0.017687500,-0.054755244
0.017750000,-0.052521419
0.017812500,-0.050180543
0.017875000,-0.048197269
0.017937500,-0.046731558
0.018000000,-0.045838587
0.018062500,-0.045259710
0.018125000,-0.045080859
0.018187500,-0.045037080
0.018250000,-0.044897340
0.018312500,-0.044420011
0.018375000,-0.043965638
0.018437500,-0.043729588
