type,t_start_sec,t_end_sec,duration_sec
inhale,0.32,0.48,0.15999999999999998
inhale,1.8800000000000001,2.04,0.15999999999999992
inhale,4.94,5.0600000000000005,0.1200000000000001
inhale,5.44,5.58,0.13999999999999968
inhale,9.64,9.78,0.1399999999999988
inhale,13.84,14.24,0.40000000000000036
inhale,16.3,17.240000000000002,0.9400000000000013
inhale,18.12,18.32,0.1999999999999993
inhale,18.64,18.86,0.21999999999999886
inhale,21.14,21.240000000000002,0.10000000000000142
inhale,21.72,22.56,0.8399999999999999
inhale,23.5,25.12,1.620000000000001
inhale,32.28,32.4,0.11999999999999744
inhale,36.96,37.36,0.3999999999999986
inhale,39.660000000000004,40.12,0.45999999999999375
inhale,41.62,43.06,1.4400000000000048
inhale,46.0,46.6,0.6000000000000014
inhale,49.620000000000005,49.84,0.21999999999999886
inhale,51.26,51.42,0.1600000000000037
inhale,51.980000000000004,54.34,2.3599999999999994
inhale,56.68,56.88,0.20000000000000284
inhale,57.160000000000004,57.300000000000004,0.14000000000000057
exhale,0.48,0.84,0.36
exhale,2.04,2.22,0.18000000000000016
exhale,5.0600000000000005,5.18,0.11999999999999922
exhale,5.58,5.84,0.2599999999999998
exhale,9.78,9.9,0.120000000000001
exhale,13.52,13.64,0.120000000000001
exhale,14.24,15.540000000000001,1.3000000000000007
exhale,17.240000000000002,17.82,0.5799999999999983
exhale,18.32,18.54,0.21999999999999886
exhale,18.86,19.240000000000002,0.38000000000000256
exhale,19.66,20.1,0.4400000000000013
exhale,21.240000000000002,21.400000000000002,0.16000000000000014
exhale,22.56,23.26,0.7000000000000028
exhale,25.12,27.400000000000002,2.280000000000001
exhale,32.4,32.56,0.1600000000000037
exhale,32.82,32.94,0.11999999999999744
exhale,37.36,37.980000000000004,0.6200000000000045
exhale,38.64,38.74,0.10000000000000142
exhale,40.12,40.42,0.30000000000000426
exhale,43.06,43.44,0.37999999999999545
exhale,46.6,47.0,0.3999999999999986
exhale,47.4,47.5,0.10000000000000142
exhale,49.84,50.5,0.6599999999999966
exhale,51.42,51.58,0.1599999999999966
exhale,54.34,54.9,0.5599999999999952
exhale,56.88,57.08,0.19999999999999574
exhale,57.300000000000004,57.44,0.13999999999999346
exhale,59.58,59.68,0.10000000000000142
wheeze_candidate,0.768,1.152,0.3839999999999999
wheeze_candidate,1.92,2.176,0.2560000000000002
wheeze_candidate,3.968,4.352,0.38400000000000034
wheeze_candidate,7.552,7.936,0.38400000000000034
wheeze_candidate,12.288,12.544,0.2560000000000002
wheeze_candidate,14.08,14.336,0.2560000000000002
wheeze_candidate,15.104,15.616,0.5120000000000005
wheeze_candidate,16.512,16.896,0.38400000000000034
wheeze_candidate,17.408,17.92,0.5120000000000005
wheeze_candidate,19.072,19.712,0.6400000000000006
wheeze_candidate,19.84,20.352,0.5120000000000005
wheeze_candidate,22.912,23.296,0.38400000000000034
wheeze_candidate,24.576,24.832,0.2560000000000002
wheeze_candidate,28.544,28.928,0.38400000000000034
wheeze_candidate,31.744,32.128,0.38400000000000034
wheeze_candidate,37.632,38.144,0.5120000000000005
wheeze_candidate,41.856,42.24,0.38400000000000034
wheeze_candidate,43.008,43.52,0.5120000000000005
wheeze_candidate,45.568,45.824,0.2560000000000002
wheeze_candidate,46.208,46.464,0.2560000000000002
wheeze_candidate,49.92,50.176,0.2560000000000002
wheeze_candidate,52.864,53.248,0.38400000000000034
wheeze_candidate,54.4,54.912,0.5120000000000005
wheeze_candidate,57.984,58.24,0.2560000000000002
