time_sec,spectral_centroid_hz,spectral_bandwidth_hz,spectral_flatness,spectral_rolloff_hz,spectral_peakiness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms_env,wheeze_candidate
0.128,337.3549191094463,44.44754487030354,0.0005246561546561151,351.5625,0.21515928433125348,-142.6323641955708,20.759575654363438,-14.460467649139773,-13.346068037171044,-9.255419258638645,-3.9964169140996826,-4.7406342633183645,-1.484508253605569,-0.18564663535520176,-2.264010519369596,-3.6113665793577328,-3.027202870834421,0.47047773052530767,0.08821582943201065,1
0.256,365.4017225129309,43.38970996252737,0.0004396343831106038,386.71875,0.12950507505366637,-143.80403332003607,20.82094722407914,-13.3187349276376,-13.07938379125323,-10.298643942391713,-3.873957876070293,-3.699821746222196,-1.9999267857872827,-1.0201979738985392,-3.927563575339886,-3.2868607419813305,-0.09258061420987866,1.308326533442373,0.0701099340404783,0
0.384,299.21954067435473,94.9906398775725,0.0005503038530069068,386.71875,0.12090499606305402,-143.84798541291948,23.253221644880746,-11.990938009910082,-12.83551323338762,-9.52226756260481,-5.956584417894039,-5.9940490001776014,-4.640584879022525,-2.8040220189971294,-2.5570416681139636,-1.1226465381083148,0.7676592455447447,1.692635900512486,0.039197698448385505,0
0.512,231.7966935332605,120.37254504289852,0.0020611537904267688,316.40625,0.16238179421550525,-148.8202250188985,21.714729433669522,-8.337505935277772,-9.933036162606331,-6.940874589245279,-4.454898901506613,-7.673801434009728,-5.882801441960183,-2.5034124578821704,-3.191830129981481,-1.3634802192057975,-1.5075231274785428,-1.0813941728282814,0.015481700242630073,1
0.64,260.79695107669414,130.34994022307635,0.0063164984120892805,406.25,0.07795774578469386,-154.5408489053182,18.015445569566694,-5.928093486693992,-7.575446379950902,-7.381586327711678,-3.440016378551192,-4.8697089217453975,-5.756563351342926,-2.799448724297733,-1.9191470288647632,-1.0084828328669666,-1.7526142515978962,-1.4295388021437012,0.04348914830812385,0
0.768,208.8012369858774,49.50774380537171,0.0005262999594817573,210.9375,0.15338567693055127,-149.3100440057704,20.086941546485185,-9.077450395129148,-9.843109418527481,-8.605250838765782,-5.938214587004746,-7.765505043058009,-5.968186359540508,-2.2397716785641313,-1.6260650857612162,0.6375857636826384,1.5426813147975569,1.7408177815980015,0.0690159288900239,1
0.896,232.2858206454675,44.93955153161078,0.0004912982672154934,242.1875,0.17139905775084321,-147.08500385900044,22.155382935110516,-7.026787259995708,-10.208986454259435,-11.766364999562201,-7.023677191642028,-7.159295752433423,-5.624939543189144,-2.7545275916264798,-1.4473825205815019,0.7292473794263675,0.20499843132393994,-0.30666206001456886,0.07438421185527529,1
1.024,275.7970576607106,67.06745805459467,0.00040144919573569324,332.03125,0.15277678642194634,-143.57999807884636,24.58018303532708,-9.192138877082991,-12.95385337327502,-13.034812954469196,-6.603063664492672,-3.4693754089493396,-2.9738820525751946,-3.833972893215024,-2.9099826615971027,-0.3633886323172396,-2.127252907116333,-2.8305471659776886,0.101960409113339,1
1.152,358.00710514409235,79.344591248637,0.0002146526621740552,425.78125,0.14096010744470916,-143.2311414725022,23.134419171600065,-10.742563706728996,-14.01918456436529,-13.93379813931265,-5.484825245029802,-1.602216783592431,-2.3355160610862837,-4.454581736758776,-3.248185136251204,1.038475669823666,1.0218571351465409,-1.21273560949887,0.10607755311897822,0
1.28,341.93339566851324,72.63831739749554,0.0003772958927951003,394.53125,0.20249229599060203,-142.23221816790635,23.380631299356192,-12.148992680424449,-14.34238850810971,-13.184298485744495,-5.583795071410865,-2.9287855839021466,-2.665856974299901,-2.539770668573442,-2.4686112763956993,-0.5696333712470355,0.2704618299490532,0.47101408783899384,0.11870128980704717,1
