type,t_start_sec,t_end_sec,duration_sec
inhale,0.62,1.36,0.7400000000000001
inhale,3.64,3.96,0.31999999999999984
inhale,4.78,5.0,0.21999999999999975
inhale,5.68,6.16,0.4800000000000004
inhale,7.0200000000000005,7.68,0.6599999999999993
inhale,8.48,8.86,0.379999999999999
inhale,9.620000000000001,9.9,0.27999999999999936
inhale,10.6,11.1,0.5
inhale,12.02,12.200000000000001,0.1800000000000015
inhale,13.280000000000001,13.68,0.3999999999999986
inhale,14.44,14.56,0.120000000000001
inhale,15.42,15.76,0.33999999999999986
inhale,17.580000000000002,18.04,0.4599999999999973
inhale,18.5,18.86,0.35999999999999943
inhale,19.76,19.96,0.1999999999999993
inhale,20.86,21.28,0.4200000000000017
inhale,22.14,22.26,0.120000000000001
inhale,23.68,24.04,0.35999999999999943
inhale,26.12,26.48,0.35999999999999943
inhale,29.8,30.46,0.6600000000000001
inhale,34.12,34.58,0.46000000000000085
inhale,35.0,35.64,0.6400000000000006
inhale,39.42,39.84,0.4200000000000017
inhale,42.86,43.22,0.35999999999999943
inhale,44.24,44.78,0.5399999999999991
inhale,47.82,47.94,0.11999999999999744
exhale,1.36,3.1,1.74
exhale,3.96,4.4,0.4400000000000004
exhale,5.0,5.24,0.2400000000000002
exhale,6.16,6.7,0.54
exhale,7.68,7.9,0.22000000000000064
exhale,8.86,9.46,0.6000000000000014
exhale,9.9,10.120000000000001,0.22000000000000064
exhale,11.1,11.5,0.40000000000000036
exhale,12.200000000000001,12.44,0.23999999999999844
exhale,13.68,14.22,0.5400000000000009
exhale,14.56,14.700000000000001,0.14000000000000057
exhale,15.76,16.14,0.3800000000000008
exhale,18.04,18.28,0.240000000000002
exhale,18.86,19.32,0.46000000000000085
exhale,19.96,20.38,0.41999999999999815
exhale,21.28,21.72,0.4399999999999977
exhale,24.04,25.12,1.0800000000000018
exhale,26.48,26.900000000000002,0.4200000000000017
exhale,30.46,31.04,0.5799999999999983
exhale,34.58,34.800000000000004,0.22000000000000597
exhale,35.64,36.14,0.5
exhale,38.4,38.68,0.28000000000000114
exhale,39.84,40.46,0.6199999999999974
exhale,43.22,43.42,0.20000000000000284
exhale,43.94,44.08,0.14000000000000057
exhale,44.78,45.36,0.5799999999999983
exhale,47.94,48.08,0.14000000000000057
wheeze_candidate,1.536,2.176,0.6400000000000001
wheeze_candidate,4.224,4.48,0.2560000000000002
wheeze_candidate,6.272,6.784,0.5119999999999996
wheeze_candidate,7.68,7.936,0.2560000000000002
wheeze_candidate,11.136,11.648,0.5120000000000005
wheeze_candidate,13.696,13.952,0.2560000000000002
wheeze_candidate,14.08,14.336,0.2560000000000002
wheeze_candidate,15.872,16.256,0.38400000000000034
wheeze_candidate,18.048,18.432,0.38400000000000034
wheeze_candidate,21.376,21.632,0.2560000000000002
wheeze_candidate,26.496,26.88,0.38400000000000034
wheeze_candidate,30.848,31.232,0.38400000000000034
wheeze_candidate,34.56,34.816,0.2560000000000002
wheeze_candidate,35.584,36.096,0.5119999999999933
wheeze_candidate,39.936,40.576,0.6400000000000006
wheeze_candidate,44.928,45.44,0.5120000000000005
wheeze_candidate,49.152,49.408,0.2560000000000002
wheeze_candidate,56.192,56.448,0.2560000000000002
