fold,seed,epochs_trained,split_method,augmentation_strategy,architecture,aug_prob_base,aug_prob_minority,mixup_alpha,ldam_max_m,ldam_scale,macro_recall_raw,macro_recall_tau,improvement,nb_precision_tau,accuracy_raw,accuracy_tau,precision_macro_raw,precision_macro_tau,f1_macro_raw,f1_macro_tau,auroc_macro_raw,auroc_macro_tau,per_class_recall_raw,per_class_recall_tau,taus,class_names,n_train,n_val
1,17965,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7428266177848879,0.8572344321826982,0.11440781439781034,0.8939393939258493,0.7876712328767124,0.8013698630136986,0.7837728937728937,0.7529563279857399,0.7557895308070746,0.7886743026336294,0.9315665829841666,0.9315665829841666,"[0.5714, 0.7778, 0.859, 0.7143, 0.7917]","[0.8095, 1.0, 0.7564, 0.9286, 0.7917]","[0.506, 0.506, 1.653, 0.276, 1.194]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",580,146
2,17965,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6643076922751543,0.7996410255937689,0.13533333331861463,0.9130434782410208,0.8,0.7034482758620689,0.8162715298885512,0.660327993897788,0.7171475979362734,0.6990328583787984,0.9412173658786829,0.9412173658786829,"[0.6, 0.3333, 0.9359, 0.6923, 0.76]","[0.95, 0.6667, 0.5385, 0.9231, 0.92]","[0.506, 0.276, 1.959, 0.276, 0.353]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
3,17965,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6554358974027674,0.8191794871266687,0.16374358972390124,0.9523809523582767,0.7655172413793103,0.6758620689655173,0.7481399587414128,0.6577682480121505,0.6871742229826061,0.6885577710724691,0.9368776347523319,0.9368776347523319,"[0.65, 0.3333, 0.8846, 0.7692, 0.64]","[0.9, 1.0, 0.5128, 0.9231, 0.76]","[0.429, 0.2, 2.341, 0.353, 0.812]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
4,17965,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6839145298781731,0.8534188033665548,0.1695042734883817,0.9607843137066514,0.7655172413793103,0.7586206896551724,0.7854106280193236,0.7122506578388932,0.7252380952380952,0.7555136514659004,0.9434592554845407,0.9434592554845407,"[0.55, 0.4444, 0.859, 0.8462, 0.72]","[0.75, 0.8889, 0.6282, 1.0, 1.0]","[1.118, 0.812, 2.494, 0.582, 0.582]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
5,17965,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6801948051610606,0.8524531024022093,0.17225829724114872,0.9411764705697809,0.7793103448275862,0.7586206896551724,0.755027203985356,0.7155170401493931,0.7116148396114036,0.7544788474977154,0.9442791823986625,0.9442791823986625,"[0.619, 0.3333, 0.8831, 0.8571, 0.7083]","[0.9048, 0.8889, 0.6234, 0.9286, 0.9167]","[0.888, 0.2, 2.724, 0.429, 1.118]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
