fold,seed,epochs_trained,split_method,augmentation_strategy,architecture,aug_prob_base,aug_prob_minority,mixup_alpha,ldam_max_m,ldam_scale,macro_recall_raw,macro_recall_tau,improvement,nb_precision_tau,accuracy_raw,accuracy_tau,precision_macro_raw,precision_macro_tau,f1_macro_raw,f1_macro_tau,auroc_macro_raw,auroc_macro_tau,per_class_recall_raw,per_class_recall_tau,taus,class_names,n_train,n_val
1,411185,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7889194138778023,0.9033272282756126,0.11440781439781034,0.9714285714146939,0.8767123287671174,0.8904109589041035,0.8941419657528596,0.8449908424908426,0.8329214945611939,0.8713159475264739,0.9861757870837747,0.9861757870837747,"[0.7143, 0.6667, 0.9744, 0.7143, 0.875]","[0.9524, 0.8889, 0.8718, 0.9286, 0.875]","[0.735, 0.659, 1.4, 0.506, 0.965]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",580,146
2,411185,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.5812136751852943,0.78058119653396,0.19936752134866564,0.8461538461408283,0.7172413793103399,0.7379310344827535,0.7223002079619727,0.6907307692307694,0.6220292109584304,0.7228331668331668,0.9167448531918769,0.9167448531918769,"[0.55, 0.2222, 0.8846, 0.7692, 0.48]","[0.7, 0.7778, 0.7051, 1.0, 0.72]","[0.888, 0.276, 2.265, 0.353, 0.659]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
3,411185,72,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6794871794534858,0.8121367520862334,0.13264957263274757,0.9111111110908643,0.7862068965517187,0.6896551724137884,0.8119138755980861,0.6810626486043297,0.7233892212205465,0.7049367147727803,0.9256204977034477,0.9256204977034477,"[0.7, 0.3333, 0.8718, 0.6923, 0.8]","[1.0, 0.8889, 0.5256, 0.8462, 0.8]","[0.582, 0.2, 2.647, 0.429, 0.892]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
4,411185,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7796581196125334,0.8445811965319863,0.06492307691945287,0.8840579710016803,0.8137931034482703,0.8206896551724082,0.8060513585821383,0.7820346320346321,0.7862333270047392,0.809696598838453,0.9551096750172079,0.9551096750172079,"[0.7, 0.7778, 0.8974, 0.9231, 0.6]","[0.9, 0.7778, 0.7821, 0.9231, 0.84]","[0.812, 1.729, 1.806, 0.897, 0.74]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
5,411185,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.6647186146859968,0.7984487734010017,0.13373015871500493,0.9199999999816001,0.7724137931034429,0.7172413793103399,0.7840910400460962,0.6903484162895929,0.6990637225137091,0.7138022105862742,0.9205017993258358,0.9205017993258358,"[0.5714, 0.3333, 0.8831, 0.7857, 0.75]","[0.7619, 0.8889, 0.5974, 0.7857, 0.9583]","[0.582, 0.429, 1.729, 0.965, 0.353]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
