fold,seed,epochs_trained,split_method,augmentation_strategy,architecture,aug_prob_base,aug_prob_minority,mixup_alpha,ldam_max_m,ldam_scale,macro_recall_raw,macro_recall_tau,improvement,nb_precision_tau,accuracy_raw,accuracy_tau,precision_macro_raw,precision_macro_tau,f1_macro_raw,f1_macro_tau,auroc_macro_raw,auroc_macro_tau,per_class_recall_raw,per_class_recall_tau,taus,class_names,n_train,n_val
1,317214,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.74969474965299,0.8373931623442236,0.08769841269123357,0.9076923076783432,0.8150684931506794,0.8013698630136932,0.8366666666666667,0.7460312151616499,0.7867865044335632,0.7799694558315247,0.9479816346237515,0.9479816346237515,"[0.6667, 0.7778, 0.9231, 0.7143, 0.6667]","[0.8095, 0.8889, 0.7564, 0.8571, 0.875]","[1.347, 0.276, 2.418, 0.506, 0.85]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",580,146
2,317214,64,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7170427350040063,0.849470085417207,0.13242735041320075,0.9333333333125927,0.7655172413793051,0.7172413793103399,0.713323736245553,0.6761598124098124,0.7133675549981282,0.7189566165610722,0.9376973526171419,0.9376973526171419,"[0.65, 0.4444, 0.8077, 0.9231, 0.76]","[0.9, 0.8889, 0.5385, 1.0, 0.92]","[0.735, 0.276, 2.571, 0.582, 0.85]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
3,317214,100,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7314871794450124,0.8505641025104469,0.11907692306543449,0.9583333333133681,0.7586206896551672,0.7310344827586157,0.7317063492063492,0.7249385776824802,0.7309699807082504,0.7505481930477108,0.9373945113320004,0.9373945113320004,"[0.5, 0.6667, 0.8077, 0.9231, 0.76]","[0.9, 1.0, 0.5897, 0.9231, 0.84]","[0.276, 0.506, 1.806, 0.888, 0.682]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
4,317214,96,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.61210256407332,0.864598290547805,0.25249572647448504,0.9393939393797061,0.7724137931034429,0.8413793103448218,0.8029160021265284,0.7960692640692641,0.6754700666565073,0.8249530391635653,0.9526301924356007,0.9526301924356007,"[0.6, 0.3333, 0.9487, 0.5385, 0.64]","[0.95, 0.8889, 0.7949, 0.7692, 0.92]","[0.353, 0.2, 1.118, 0.2, 0.276]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
5,317214,88,SEGMENT_BASED_OPTIMIZED,Competition_Grade_Optimized_80Percent,OptimizedLinear_Hidden,0.8,0.98,0.3,0.7,30,0.7439033188633694,0.8524891774379914,0.108585858574622,0.8970588235162197,0.8068965517241324,0.8137931034482703,0.8428125795772855,0.8016844919786097,0.7844267233740918,0.809588227065541,0.9397112923233635,0.9397112923233635,"[0.7143, 0.5556, 0.8961, 0.9286, 0.625]","[0.6667, 1.0, 0.7922, 0.9286, 0.875]","[1.806, 0.888, 1.97, 1.802, 0.888]","[""Crackle"", ""Healthy"", ""Non-breathing"", ""Rhonchi"", ""Wheezing""]",581,145
