file_path,filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP001_WWS.wav,KP001_WWS.wav,-436.1200625182294,128.1906551575831,77.82266698642653,42.8841437304618,30.19769001963384,21.63088151479161,11.247132003782397,7.003411298110936,8.520816128601135,7.394890141622458,2.975628962013172,0.6791653695869284,0.4258142872987384
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP011_WWS.wav,KP011_WWS.wav,-341.1656061693642,211.99475382492864,47.96781119729848,-8.658880247143353,23.738187540806106,28.969847398934544,-0.245490353295345,-1.658737949631555,16.70957859876901,11.030620899166287,-4.657521539505805,0.46978439845722775,9.366992955517718
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/WEBSS-005 TP6_seg-1.wav,WEBSS-005 TP6_seg-1.wav,-341.7453132725435,206.93697200372665,77.89996544920437,13.052554224138982,17.070059338463945,18.270378409068265,-1.3269089440839834,-7.375598660531425,4.216545406687413,7.846774202882131,1.5404301584324886,0.7133915858693659,3.068112143986803
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP008_WWS.wav,KP008_WWS.wav,-358.8795473750102,188.05450778142293,63.68872852776097,19.22968873953554,36.961529112492634,31.43421479136605,5.042548884211414,5.818935204130747,20.015065928043498,11.66296026790843,-2.929517106872679,1.633004149601346,7.503436175395954
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP009_WWS.wav,KP009_WWS.wav,-382.23383535882306,176.1716909742846,50.763496998521255,2.9631072355988133,22.285579035710676,24.863936563182303,4.1145058756402255,4.136093360656933,18.224056488313874,13.492397144778822,0.4136864447658265,3.258617148570377,10.324181805618876
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP010_WWS.wav,KP010_WWS.wav,-340.3573237047418,195.9739158663682,55.48262677206389,4.038049956428206,28.32753957691565,31.644351677346794,6.174808482754177,3.1458472692501163,16.95309623040465,11.520901648572892,-2.1468800111396207,1.4104298549169112,8.279286693539447
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/H004.wav,H004.wav,-570.7541815495922,194.36217980831745,57.114977658880306,11.82325344295905,37.316112512053934,35.00608107911253,5.914908708867592,4.880876021791554,19.25568875129841,10.401089840067632,-4.358592428724541,1.8834421273474597,9.56104015521558
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/WEBSS-007 TP4_seg-1.wav,WEBSS-007 TP4_seg-1.wav,-445.18651898250084,149.1737152567764,59.57816587769288,17.471816167039165,22.19073772205698,22.581112075194916,10.61064642870182,9.160227749095473,13.641607975675928,6.993649712111615,-1.7128302805583475,1.3298943185859837,5.93749452126736
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP003_WWS_2.wav,KP003_WWS_2.wav,-398.9576735397671,145.03093418519543,48.06489326315925,13.868958120451055,28.57739882576716,25.59211409231238,7.00312269892617,9.35614912642171,20.25820482453869,11.82910433521355,-0.5832035410477807,4.607081235620933,11.871863103740216
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP002_WWS.wav,KP002_WWS.wav,-464.572171178649,153.3803820490851,57.623883154383975,14.563152237435897,21.06935871507949,20.836896340104197,7.7034833264940055,8.895597164209592,17.772091109372894,12.406575296316458,1.937865037252196,3.3388236997827367,7.281612713574366
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/KP003_WWS_1.wav,KP003_WWS_1.wav,-521.355250028595,81.78172882841083,46.7294872160475,23.796635327099118,16.920322437961207,13.160125272210026,9.345934654972158,10.122329202500003,12.474484274261734,10.457253265874229,6.581020870522361,5.664295002888394,5.672918687897083
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/H002.wav,H002.wav,-557.8147596878528,149.49163096731635,56.021502363053294,23.421342505977588,36.93093949936469,31.1722162436875,9.153347323002953,8.421511619486866,18.179674420658053,10.762025069831726,-0.5350413991011398,4.156604935367583,10.034562618568621
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/H003.wav,H003.wav,-393.2885711586786,114.68306086080595,61.40837920612982,33.44722237859252,31.50879380298414,28.19496970728118,19.180521052156188,16.99083924116802,18.674379619210868,14.093380607195705,7.981195826385714,8.401762008127186,10.004070662458325
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/H001.wav,H001.wav,-369.53780072363236,176.61068813487526,56.82743489370736,5.243987716257477,22.260472078059436,32.2222471384608,16.41972765205034,9.982673516679245,17.14670469336593,14.063145509265334,4.155210916026028,6.5429375440085975,14.435312028229177
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/WEBSS-005 TP1_seg-1.wav,WEBSS-005 TP1_seg-1.wav,-332.08242686708843,192.41232089863507,91.66875230766607,29.333438715105018,17.409701394811986,11.60873260146726,-4.7959307743723665,-12.233649618484865,-5.105659694557469,0.6070154774183454,-1.0412863161245887,-2.1775391604958663,-0.541962005785547
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/ML test sound list/RAW sound_ML test sound list/WEBSS-007 TP7_seg-1.wav,WEBSS-007 TP7_seg-1.wav,-327.5791387176949,131.67456835709547,57.5115996234521,18.44317801449586,18.51529482435144,19.502262722494105,11.22999845315602,8.792302195357708,10.734981735084958,5.269424750051909,-2.5537398260432593,-2.4667776590642636,0.5244317994394845
