type,t_start_sec,t_end_sec,duration_sec
inhale,0.4,0.8,0.4
inhale,1.26,1.36,0.10000000000000009
inhale,2.18,2.34,0.1599999999999997
inhale,3.7600000000000002,3.9,0.13999999999999968
inhale,4.6000000000000005,4.88,0.27999999999999936
inhale,5.88,6.24,0.3600000000000003
inhale,6.9,7.18,0.27999999999999936
inhale,8.36,8.86,0.5
inhale,9.52,9.92,0.40000000000000036
inhale,11.02,11.36,0.33999999999999986
inhale,11.96,12.38,0.41999999999999993
inhale,12.96,13.5,0.5399999999999991
inhale,14.08,14.200000000000001,0.120000000000001
inhale,14.98,15.280000000000001,0.3000000000000007
inhale,16.82,17.080000000000002,0.26000000000000156
inhale,18.240000000000002,18.52,0.2799999999999976
inhale,25.26,25.46,0.1999999999999993
inhale,28.5,28.7,0.1999999999999993
inhale,32.94,33.2,0.2600000000000051
inhale,34.62,34.74,0.12000000000000455
inhale,36.08,36.18,0.10000000000000142
inhale,37.64,38.06,0.4200000000000017
inhale,39.34,40.1,0.759999999999998
inhale,41.28,41.44,0.1599999999999966
inhale,42.96,43.18,0.21999999999999886
inhale,44.82,44.94,0.11999999999999744
inhale,46.38,46.52,0.14000000000000057
inhale,47.62,47.72,0.10000000000000142
inhale,48.34,48.58,0.23999999999999488
inhale,50.02,50.4,0.37999999999999545
inhale,51.54,51.660000000000004,0.12000000000000455
inhale,55.160000000000004,55.4,0.23999999999999488
inhale,57.0,57.34,0.3400000000000034
inhale,59.08,59.42,0.3400000000000034
inhale,59.82,60.06,0.240000000000002
exhale,0.8,1.08,0.28
exhale,1.36,1.54,0.17999999999999994
exhale,2.34,2.5,0.16000000000000014
exhale,3.36,3.48,0.1200000000000001
exhale,3.9,4.0200000000000005,0.12000000000000055
exhale,4.88,5.58,0.7000000000000002
exhale,6.24,6.68,0.4399999999999995
exhale,7.18,8.1,0.9199999999999999
exhale,8.86,9.32,0.46000000000000085
exhale,9.92,10.26,0.33999999999999986
exhale,11.36,11.6,0.2400000000000002
exhale,12.38,12.72,0.33999999999999986
exhale,13.5,13.76,0.2599999999999998
exhale,14.200000000000001,14.38,0.17999999999999972
exhale,15.280000000000001,15.46,0.17999999999999972
exhale,17.080000000000002,17.2,0.11999999999999744
exhale,18.52,18.72,0.1999999999999993
exhale,25.46,25.68,0.21999999999999886
exhale,28.7,28.88,0.17999999999999972
exhale,33.2,33.44,0.23999999999999488
exhale,34.74,34.88,0.14000000000000057
exhale,36.18,36.34,0.1600000000000037
exhale,38.06,39.14,1.0799999999999983
exhale,40.1,40.72,0.6199999999999974
exhale,41.44,41.62,0.17999999999999972
exhale,43.18,43.5,0.3200000000000003
exhale,44.04,44.14,0.10000000000000142
exhale,44.44,44.54,0.10000000000000142
exhale,44.94,45.160000000000004,0.22000000000000597
exhale,46.52,46.980000000000004,0.46000000000000085
exhale,47.72,47.84,0.12000000000000455
exhale,48.58,48.72,0.14000000000000057
exhale,50.4,50.52,0.12000000000000455
exhale,51.660000000000004,52.18,0.519999999999996
exhale,55.4,55.68,0.28000000000000114
exhale,57.34,57.5,0.1599999999999966
exhale,59.42,59.6,0.17999999999999972
exhale,60.06,60.32,0.259999999999998
wheeze_candidate,5.632,5.888,0.2560000000000002
wheeze_candidate,7.68,7.936,0.2560000000000002
wheeze_candidate,8.832,9.216,0.38399999999999856
wheeze_candidate,10.24,10.496,0.2560000000000002
wheeze_candidate,11.392,11.648,0.2560000000000002
wheeze_candidate,13.312,13.824,0.5120000000000005
wheeze_candidate,15.36,15.616,0.2560000000000002
wheeze_candidate,18.56,18.816,0.2560000000000002
wheeze_candidate,25.472,25.856,0.38400000000000034
wheeze_candidate,28.8,29.056,0.2560000000000002
wheeze_candidate,33.28,33.536,0.2560000000000002
wheeze_candidate,37.888,38.272,0.38400000000000034
wheeze_candidate,38.4,38.656,0.2560000000000002
wheeze_candidate,40.32,40.576,0.2560000000000002
