time_sec,spectral_centroid_hz,spectral_bandwidth_hz,spectral_flatness,spectral_rolloff_hz,spectral_peakiness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms_env,wheeze_candidate
0.128,180.29630213451776,101.36483761343297,0.005424610177649772,214.84375,0.09758536187057372,-140.43450458204074,20.02902420942051,-5.473066287187469,-4.062408139136236,-6.2115121726453815,-4.402815471830049,-7.759348511089074,-5.4208323275555825,-5.45789118312778,-4.041998735027067,-4.426876071975076,-2.148568823637155,-1.4325402227730788,0.03451997520668166,0
0.256,204.90607071189802,104.22744321693399,0.006116822579572513,273.4375,0.07517808901574942,-143.8622840149748,20.48144585419422,-4.850284679992429,-5.986976457173263,-7.266973448340273,-5.267680833012048,-6.7259258301347415,-4.788697976033833,-4.832126630488099,-2.766694091565635,-3.4512804647631614,-2.2059039141266625,-2.4964141653370744,0.044412715520177566,0
0.384,155.6476950706998,95.27692141598003,0.004734812168089575,203.125,0.09250759098890306,-136.1794751935329,19.337744995288467,-3.8845578992170067,-0.9971953267800562,-8.674295514093236,-5.31240510078166,-6.287742365191296,-5.080927326970549,-6.358616461256696,-4.142925828060799,-4.2749812688749085,-3.7003469742545203,-3.8356572877560127,0.04824992343783378,0
0.512,220.79933926988082,147.38759167918545,0.008601623441775664,351.5625,0.0762547464188799,-132.96239062132383,19.26212740496681,-9.164708214460246,-4.089321064213199,-8.127018700269389,-5.265402361820555,-6.061179202998482,-3.4860024609874847,-7.0095219415873204,-3.4037558985182352,-4.111198420585312,-3.956853661388174,-2.2722745824914474,0.041604044501270566,0
0.64,226.390903739264,150.92680441301792,0.010668251251887039,410.15625,0.09102461215449581,-137.23644067595083,17.52195010843694,-6.894673933453636,-4.0238347978747075,-6.999630475833534,-3.6977609759774617,-5.682277284648379,-4.49156178947679,-7.141718799316937,-3.63100377604861,-4.5113337215354985,-0.5860469680853231,-2.5200664205105734,0.04300655850342342,0
0.768,150.01923230537346,109.53170913296152,0.006418514755868748,175.78125,0.09745036941211682,-138.15057568511503,15.231112595237974,0.4746485936015374,-2.381878329816395,-7.062690998340093,-5.513589341855404,-8.24639335698793,-3.5968699415446084,-9.520447694562202,-2.248061588855638,-6.073425457675321,-2.3323949846528054,-3.176481884836753,0.05058083321366991,0
0.896,169.28544808842483,88.04697472303417,0.004328075460616009,226.5625,0.08474101742123513,-142.31385317618455,20.06044725371387,-3.313976159550249,-3.211259709559017,-6.809773234964153,-6.199748070078796,-7.1152263614953135,-5.223258618669437,-5.351490053286994,-2.2352714199339063,-4.4659922054923715,-2.7214479069435393,-3.6031559056037255,0.0734467640519142,0
1.024,171.94975849397198,93.95450613446648,0.0035948286864405567,257.8125,0.11681970136048318,-130.91257771636114,20.865908833902886,-3.784297181273388,-5.5569010369328335,-8.032989456506325,-6.782191269087766,-7.210285829485632,-4.653353769776437,-6.1893791985800295,-2.516942256006174,-5.9099575819340755,-2.3471409908424885,-5.074434312522273,0.09851606339216232,0
1.152,170.56217479328913,84.05080510306124,0.0030335441494704274,242.1875,0.11853872298382517,-129.52919719401544,20.419168230451824,-4.746129239833796,-5.836582330280713,-8.727988125689558,-8.025217481133708,-7.641671626849863,-5.301820583126384,-6.5743043938225405,-2.174409118181135,-6.150033726097659,-1.6714623693681063,-4.761341122876649,0.09573165859494889,0
1.28,198.18485604263554,99.5219534732181,0.0034673081235301975,277.34375,0.11452409976043093,-128.58154656988148,22.789196556924956,-8.50302277369417,-5.685885753431498,-8.343187409051009,-7.801986396847072,-6.517631965467999,-4.969757222018143,-7.051982501880049,-2.6316397320917972,-5.217471604324705,-2.5911542229210918,-3.730997754331946,0.07319072155015809,0
