epoch,train_loss,val_macro_recall_raw,per_class_recall_raw,secs
27,0.8617407636130008,0.4889349812348448,"[0.6428571428112245, 0.4999999999375, 0.5121951219449732, 0.4499999999775, 0.339622641503026]",0.0074651241302490234
28,0.8257392571054956,0.5056597199097528,"[0.7142857142346939, 0.4999999999375, 0.524390243896044, 0.4499999999775, 0.339622641503026]",0.006371736526489258
29,0.8198930994626169,0.47065971991337785,"[0.7142857142346939, 0.374999999953125, 0.524390243896044, 0.39999999998, 0.339622641503026]",0.008320808410644531
30,0.8054452575403919,0.4806597199128778,"[0.7142857142346939, 0.374999999953125, 0.524390243896044, 0.4499999999775, 0.339622641503026]",0.007563591003417969
31,0.8342258491585598,0.4806597199128778,"[0.7142857142346939, 0.374999999953125, 0.524390243896044, 0.4499999999775, 0.339622641503026]",0.007109403610229492
32,0.8238067187246729,0.4806597199128778,"[0.7142857142346939, 0.374999999953125, 0.524390243896044, 0.4499999999775, 0.339622641503026]",0.00591278076171875
33,0.8282477749284283,0.4806597199128778,"[0.7142857142346939, 0.374999999953125, 0.524390243896044, 0.4499999999775, 0.339622641503026]",0.007688283920288086
34,0.8342707135421114,0.4556597199160028,"[0.7142857142346939, 0.24999999996875, 0.524390243896044, 0.4499999999775, 0.339622641503026]",0.006555318832397461
35,0.8876365277719411,0.4456597199165028,"[0.7142857142346939, 0.24999999996875, 0.524390243896044, 0.39999999998, 0.339622641503026]",0.0067157745361328125
36,0.8521056860305355,0.4456597199165028,"[0.7142857142346939, 0.24999999996875, 0.524390243896044, 0.39999999998, 0.339622641503026]",0.006311893463134766
37,0.8089647911936859,0.4480987443067169,"[0.7142857142346939, 0.24999999996875, 0.5365853658471148, 0.39999999998, 0.339622641503026]",0.0067310333251953125
38,0.8761983860168735,0.4480987443067169,"[0.7142857142346939, 0.24999999996875, 0.5365853658471148, 0.39999999998, 0.339622641503026]",0.008139371871948242
39,0.8063431699202144,0.4480987443067169,"[0.7142857142346939, 0.24999999996875, 0.5365853658471148, 0.39999999998, 0.339622641503026]",0.00784921646118164
40,0.8020843193613549,0.45238445859191084,"[0.7857142856581633, 0.24999999996875, 0.5365853658471148, 0.3499999999825, 0.339622641503026]",0.006572246551513672
41,0.8686973055203756,0.42982348298524997,"[0.7857142856581633, 0.124999999984375, 0.5487804877981856, 0.3499999999825, 0.339622641503026]",0.007409572601318359
42,0.7700369655543121,0.4273844585950358,"[0.7857142856581633, 0.124999999984375, 0.5365853658471148, 0.3499999999825, 0.339622641503026]",0.006094694137573242
43,0.7389990450688833,0.4273844585950358,"[0.7857142856581633, 0.124999999984375, 0.5365853658471148, 0.3499999999825, 0.339622641503026]",0.008031368255615234
44,0.7893664247351266,0.43923114848951555,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.3499999999825, 0.339622641503026]",0.007889747619628906
45,0.8072920562139626,0.4173844585955358,"[0.7857142856581633, 0.124999999984375, 0.5365853658471148, 0.299999999985, 0.339622641503026]",0.0070612430572509766
46,0.7832706358914818,0.43410919727044384,"[0.8571428570816326, 0.124999999984375, 0.5487804877981856, 0.299999999985, 0.339622641503026]",0.007687807083129883
47,0.7380058268163157,0.4316701728802297,"[0.8571428570816326, 0.124999999984375, 0.5365853658471148, 0.299999999985, 0.339622641503026]",0.007850885391235352
48,0.7627407705414708,0.42923114849001553,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.299999999985, 0.339622641503026]",0.007815122604370117
49,0.7080742100114596,0.42435309970958723,"[0.8571428570816326, 0.124999999984375, 0.49999999999390243, 0.299999999985, 0.339622641503026]",0.007889270782470703
50,0.757558588990314,0.4267921240998014,"[0.8571428570816326, 0.124999999984375, 0.5121951219449732, 0.299999999985, 0.339622641503026]",0.007986783981323242
51,0.8396580259439507,0.4267921240998014,"[0.8571428570816326, 0.124999999984375, 0.5121951219449732, 0.299999999985, 0.339622641503026]",0.00761103630065918
52,0.7018138957371043,0.42923114849001553,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.299999999985, 0.339622641503026]",0.007604360580444336
53,0.752439286430894,0.42923114849001553,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.299999999985, 0.339622641503026]",0.006779193878173828
54,0.7902134237827934,0.4267921240998014,"[0.8571428570816326, 0.124999999984375, 0.5121951219449732, 0.299999999985, 0.339622641503026]",0.007178068161010742
55,0.7567391281570893,0.4267921240998014,"[0.8571428570816326, 0.124999999984375, 0.5121951219449732, 0.299999999985, 0.339622641503026]",0.006623268127441406
56,0.8053260802788378,0.4267921240998014,"[0.8571428570816326, 0.124999999984375, 0.5121951219449732, 0.299999999985, 0.339622641503026]",0.006996631622314453
57,0.7458923080145553,0.42923114849001553,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.299999999985, 0.339622641503026]",0.006354331970214844
58,0.8083806611149689,0.43300473339560475,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.299999999985, 0.3584905660309719]",0.008055686950683594
59,0.7420695518535343,0.43300473339560475,"[0.8571428570816326, 0.124999999984375, 0.524390243896044, 0.299999999985, 0.3584905660309719]",0.006486654281616211
60,0.790219945117207,0.4354437577858189,"[0.8571428570816326, 0.124999999984375, 0.5365853658471148, 0.299999999985, 0.3584905660309719]",0.0078887939453125
