epoch,train_loss,val_macro_recall_raw,per_class_recall_raw,secs
1,1.6946319906220844,0.1902928801375238,"[0.2857142856938775, 0.374999999953125, 0.1341463414617787, 0.099999999995, 0.05660377358383767]",0.00858449935913086
2,1.626419787415607,0.21189566759286013,"[0.35714285711734695, 0.374999999953125, 0.17073170731499107, 0.099999999995, 0.05660377358383767]",0.00790548324584961
3,1.4861647917707543,0.24949477350107138,"[0.4285714285408163, 0.374999999953125, 0.2439024390214158, 0.19999999999, 0.0]",0.007376909255981445
4,1.4183839722409275,0.24311846688225444,"[0.2857142856938775, 0.374999999953125, 0.30487804877676977, 0.2499999999875, 0.0]",0.008185386657714844
5,1.3266831658142728,0.2593310761775578,"[0.2857142856938775, 0.374999999953125, 0.3170731707278406, 0.299999999985, 0.01886792452794589]",0.007903337478637695
6,1.291823393225887,0.288104661080022,"[0.2857142856938775, 0.4999999999375, 0.3170731707278406, 0.299999999985, 0.03773584905589178]",0.007306814193725586
7,1.221564719585773,0.3086029846605192,"[0.35714285711734695, 0.4999999999375, 0.32926829267891133, 0.299999999985, 0.05660377358383767]",0.007893085479736328
8,1.1701287183170979,0.2930106501679097,"[0.4285714285408163, 0.374999999953125, 0.30487804877676977, 0.299999999985, 0.05660377358383767]",0.007372379302978516
9,1.1603244866612614,0.30301065016740975,"[0.4285714285408163, 0.374999999953125, 0.30487804877676977, 0.3499999999825, 0.05660377358383767]",0.007593393325805664
10,1.0917920030531336,0.313508973748407,"[0.49999999996428574, 0.374999999953125, 0.3170731707278406, 0.299999999985, 0.07547169811178356]",0.005960941314697266
11,1.0916829701981259,0.34703865621385277,"[0.49999999996428574, 0.374999999953125, 0.3658536585321237, 0.39999999998, 0.09433962263972945]",0.008310079574584961
12,1.0817422206718847,0.36190289919567353,"[0.49999999996428574, 0.374999999953125, 0.4024390243853361, 0.39999999998, 0.13207547169562123]",0.006437778472900391
13,1.0697503656637473,0.3729935572719053,"[0.49999999996428574, 0.374999999953125, 0.43902439023854845, 0.39999999998, 0.15094339622356712]",0.00632476806640625
14,0.9938264439231929,0.38164519095792276,"[0.49999999996428574, 0.374999999953125, 0.46341463414069006, 0.39999999998, 0.169811320751513]",0.006060361862182617
15,1.0016122391966522,0.39540497006490444,"[0.49999999996428574, 0.374999999953125, 0.4756097560917608, 0.39999999998, 0.22641509433535068]",0.008312225341796875
16,0.9516809837848546,0.39917855497049365,"[0.49999999996428574, 0.374999999953125, 0.4756097560917608, 0.39999999998, 0.24528301886329656]",0.007448911666870117
17,0.9675118433538898,0.40649562814113605,"[0.49999999996428574, 0.374999999953125, 0.5121951219449732, 0.39999999998, 0.24528301886329656]",0.0064585208892822266
18,1.0188577754901407,0.41026921304672526,"[0.49999999996428574, 0.374999999953125, 0.5121951219449732, 0.39999999998, 0.26415094339124245]",0.008367538452148438
19,0.9589520247690447,0.42404279795181443,"[0.49999999996428574, 0.374999999953125, 0.5121951219449732, 0.4499999999775, 0.28301886791918834]",0.00849604606628418
20,0.9549067600177286,0.4302554072476178,"[0.49999999996428574, 0.374999999953125, 0.524390243896044, 0.4499999999775, 0.30188679244713423]",0.006457090377807617
21,0.8810718582844691,0.45281638285427855,"[0.49999999996428574, 0.4999999999375, 0.5121951219449732, 0.4499999999775, 0.30188679244713423]",0.008025407791137695
22,0.8788749186936189,0.45281638285427855,"[0.49999999996428574, 0.4999999999375, 0.5121951219449732, 0.4499999999775, 0.30188679244713423]",0.007159709930419922
23,0.9482024242534881,0.48138781142366643,"[0.6428571428112245, 0.4999999999375, 0.5121951219449732, 0.4499999999775, 0.30188679244713423]",0.005980253219604492
24,0.8860253625445895,0.46710209713897255,"[0.571428571387755, 0.4999999999375, 0.5121951219449732, 0.4499999999775, 0.30188679244713423]",0.008126020431518555
25,0.9033054782176061,0.4827223719390415,"[0.6428571428112245, 0.4999999999375, 0.49999999999390243, 0.4499999999775, 0.3207547169750801]",0.006252288818359375
26,0.9239182399487452,0.48649595684463065,"[0.6428571428112245, 0.4999999999375, 0.49999999999390243, 0.4499999999775, 0.339622641503026]",0.007760524749755859
