time_sec,spectral_centroid_hz,spectral_bandwidth_hz,spectral_flatness,spectral_rolloff_hz,spectral_peakiness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms_env,wheeze_candidate
0.128,155.58107013217418,66.27253605941497,0.0007675417972188791,218.75,0.10394211328248693,-154.57974726815377,24.416576763306463,0.16220868923593895,-6.363415311003813,-5.138209233426043,-6.045677567099134,-7.373601551639061,-5.4913880671713855,-3.7186659398604593,-3.5998331605622416,-3.3192135620595145,-2.8241692655802435,-2.8448742345798017,0.017555620255214826,0
0.256,188.11290012202656,119.61748331547932,0.004036839342779316,277.34375,0.08046022767066247,-157.82871866085395,19.441360935449737,-2.4679416654720097,-4.283558924880717,-3.1625690964486335,-6.265836154331048,-5.972239934148025,-3.002319975966103,-2.983465053872938,-3.089790300951961,-2.701679971718684,-3.786758434671309,-2.768845305829835,0.015730142699820652,0
0.384,149.20839051259614,53.6531559040362,0.0014719441409186327,179.6875,0.09202991502766628,-158.08149678569404,21.44895090686625,2.8698471657164863,-1.8581088154875862,-2.991468857995292,-4.405642584135784,-6.765194732570082,-6.183598174977794,-4.141157957039043,-2.8865061927429565,-2.989153841049184,-2.799373713970424,-1.918466879409213,0.021090667428714887,0
0.512,132.3545356505747,39.16718040270949,0.00041160715742375776,156.25,0.14773082664925838,-160.5822663727276,20.260036245778068,2.4675100064252997,-1.9706539023238578,-1.5946221860638556,-4.890962737073318,-9.266165143994677,-8.331006865925843,-5.144439127415414,-4.126599036350478,-3.7203771182345284,-1.9630233538465578,-1.3376431508360465,0.02167955730110407,0
0.64,153.51474759901268,93.304356930812,0.0021145081208477664,195.3125,0.14422762149313753,-159.53462775813108,19.859588681931754,-0.9256098215718467,-5.87064390008914,-2.798019671779806,-2.7661932265992366,-6.396981459165259,-6.653189204100599,-4.009402099639351,-2.5241096462938373,-2.4291694507011004,-2.833415496000991,-3.3212527203880287,0.014020333598767006,0
0.768,129.09071750071936,66.6130813814698,0.002766350788288264,164.0625,0.06292077725188233,-155.77875849236457,20.633618406809074,1.5732195199133245,-1.2907856884606184,-3.102107006022395,-3.1051875502653163,-4.378067341972178,-4.868167518901117,-4.9616575084229035,-4.250069823074714,-3.988671457589134,-3.3764428037719183,-3.319744001382239,0.015058619076652185,0
0.896,141.60780544516942,48.744670512536416,0.001007130480912688,171.875,0.08329299078515993,-162.9993932830842,19.815625520081493,3.8396369071276077,-3.9575594104559175,-5.030354227505841,-4.553326153691042,-5.5083445863106295,-6.06171796945622,-5.31130524149724,-3.884605192662951,-2.8856751466184276,-2.5348255150360313,-2.26612204310499,0.01516764456672328,0
1.024,127.17529354986027,47.63193146726852,0.0009856378869905228,152.34375,0.15024356746673342,-165.56450888993584,17.93224876932069,4.535916132693384,-2.7287770795391113,-4.3206340259477685,-3.9146087582328786,-5.317029286467585,-5.8720871125776775,-4.172838023089092,-2.9933313567197253,-3.263111224919115,-3.91582730304517,-3.465684404325544,0.014673706596451145,1
1.152,113.88943517026276,40.07378375191443,0.0007685374878168487,132.8125,0.09350154735116604,-161.11091200410095,19.346674019998904,3.2544030692208668,-0.13208356511683617,-1.3323217593988903,-3.624150423905472,-5.036868155825008,-4.904552199729088,-4.88344651934038,-4.493934357924898,-4.532354344057186,-4.866213650331217,-3.5385880899279862,0.0217489910445043,0
1.28,192.1692378018047,71.28111325233942,0.0010940681329985654,257.8125,0.046884440006078984,-156.73247091302648,22.859755186670775,0.22018957694134272,-6.488878181533217,-6.163230125955516,-7.105009092554194,-6.9448394062738465,-4.2151950159027445,-2.896533371043716,-2.5782852790665713,-2.2953937003713745,-2.559561143942882,-2.4200595655385913,0.02168395955647741,0
1.408,156.40819121532692,83.4501805063207,0.0016257169627750818,207.03125,0.091971094600405,-154.3243130986791,22.41875794405096,-2.6665622176973325,-5.358045474173969,-3.3541016916493396,-6.5180280032993405,-7.059203487894773,-3.7501487825348527,-3.774534693243244,-5.204167021288013,-3.764432475383779,-2.5060910593025043,-3.0374636483367428,0.013312372884580074,0
1.536,151.10523735415757,75.6686242975111,0.0030663302458058873,199.21875,0.12270740287634324,-157.80143533303817,20.703481124739938,1.4804167156448653,-2.4856084359757094,-3.929978796899084,-4.598571008055488,-4.64545720083092,-4.274628817879949,-3.9158197144057674,-3.0974862439728126,-2.788576105232411,-3.0004465637199917,-2.927166219831763,0.013746109578226291,0
1.664,142.64490577355303,94.02947131359338,0.005040496998092498,179.6875,0.12381117326599031,-161.8383829219295,16.70913073707254,0.4474807622946118,-0.49387517151333327,-1.7493612056416885,-4.379682573032324,-4.600167556782509,-3.783968367121574,-4.079253384239262,-4.930345752233468,-3.973575606664669,-2.178565198228594,-1.8522707360634585,0.022801210837704793,0
