type,t_start_sec,t_end_sec,duration_sec
inhale,0.34,0.46,0.12
inhale,1.1,1.22,0.11999999999999988
inhale,2.32,2.46,0.14000000000000012
inhale,3.48,3.6,0.1200000000000001
inhale,4.64,4.78,0.14000000000000057
inhale,7.1000000000000005,7.22,0.11999999999999922
inhale,8.3,8.42,0.11999999999999922
inhale,9.78,9.88,0.10000000000000142
inhale,11.78,11.9,0.120000000000001
inhale,14.700000000000001,15.040000000000001,0.33999999999999986
inhale,15.88,16.0,0.11999999999999922
inhale,17.38,17.66,0.28000000000000114
inhale,18.7,18.8,0.10000000000000142
inhale,19.96,20.12,0.16000000000000014
inhale,21.16,21.28,0.120000000000001
inhale,23.240000000000002,23.44,0.1999999999999993
inhale,23.7,23.86,0.16000000000000014
inhale,27.0,27.240000000000002,0.240000000000002
inhale,28.18,28.3,0.120000000000001
inhale,28.560000000000002,28.740000000000002,0.17999999999999972
inhale,30.92,31.04,0.11999999999999744
inhale,33.06,33.160000000000004,0.10000000000000142
inhale,34.32,34.42,0.10000000000000142
inhale,36.6,37.0,0.3999999999999986
inhale,39.22,39.34,0.12000000000000455
inhale,39.44,39.56,0.12000000000000455
inhale,42.160000000000004,42.300000000000004,0.14000000000000057
inhale,43.0,43.14,0.14000000000000057
inhale,43.52,43.74,0.21999999999999886
inhale,45.660000000000004,45.78,0.11999999999999744
inhale,46.14,46.24,0.10000000000000142
inhale,48.96,49.120000000000005,0.1600000000000037
inhale,52.0,52.1,0.10000000000000142
inhale,53.04,53.160000000000004,0.12000000000000455
inhale,54.120000000000005,54.38,0.259999999999998
inhale,55.480000000000004,55.6,0.11999999999999744
inhale,56.86,56.96,0.10000000000000142
inhale,58.36,58.5,0.14000000000000057
inhale,58.78,58.92,0.14000000000000057
exhale,0.46,0.58,0.11999999999999994
exhale,1.22,1.34,0.1200000000000001
exhale,1.68,1.84,0.16000000000000014
exhale,2.46,3.0,0.54
exhale,3.6,3.8000000000000003,0.20000000000000018
exhale,4.78,5.1000000000000005,0.3200000000000003
exhale,6.0,6.140000000000001,0.14000000000000057
exhale,7.22,7.76,0.54
exhale,8.42,8.74,0.3200000000000003
exhale,9.46,9.620000000000001,0.16000000000000014
exhale,10.66,10.82,0.16000000000000014
exhale,11.9,12.08,0.17999999999999972
exhale,16.0,16.52,0.5199999999999996
exhale,17.66,18.02,0.35999999999999943
exhale,18.8,19.0,0.1999999999999993
exhale,20.12,20.32,0.1999999999999993
exhale,21.28,21.52,0.23999999999999844
exhale,23.44,23.62,0.17999999999999972
exhale,23.86,24.240000000000002,0.38000000000000256
exhale,24.5,24.6,0.10000000000000142
exhale,25.32,25.6,0.28000000000000114
exhale,25.96,26.060000000000002,0.10000000000000142
exhale,27.240000000000002,27.36,0.11999999999999744
exhale,28.3,28.54,0.23999999999999844
exhale,28.740000000000002,28.86,0.11999999999999744
exhale,31.04,31.14,0.10000000000000142
exhale,34.42,34.74,0.3200000000000003
exhale,37.0,37.1,0.10000000000000142
exhale,38.1,38.34,0.240000000000002
exhale,39.56,39.74,0.17999999999999972
exhale,40.62,41.28,0.6600000000000037
exhale,41.84,42.0,0.1599999999999966
exhale,43.14,43.36,0.21999999999999886
exhale,43.74,43.88,0.14000000000000057
exhale,44.4,44.5,0.10000000000000142
exhale,45.0,45.26,0.259999999999998
exhale,45.78,45.92,0.14000000000000057
exhale,46.24,46.34,0.10000000000000142
exhale,49.120000000000005,49.300000000000004,0.17999999999999972
exhale,50.32,50.46,0.14000000000000057
exhale,52.1,52.2,0.10000000000000142
exhale,53.160000000000004,53.620000000000005,0.46000000000000085
exhale,54.38,54.84,0.46000000000000085
exhale,55.6,55.88,0.28000000000000114
exhale,56.96,57.120000000000005,0.1600000000000037
exhale,58.5,58.7,0.20000000000000284
wheeze_candidate,12.416,12.672,0.2560000000000002
wheeze_candidate,17.28,17.536,0.2560000000000002
wheeze_candidate,23.936,24.192,0.2560000000000002
wheeze_candidate,29.44,29.696,0.2560000000000002
wheeze_candidate,31.488,31.744,0.2560000000000002
wheeze_candidate,34.304,34.56,0.2560000000000002
wheeze_candidate,36.864,37.12,0.2560000000000002
wheeze_candidate,38.144,38.4,0.2560000000000002
wheeze_candidate,39.424,39.68,0.2560000000000002
wheeze_candidate,45.568,45.824,0.2560000000000002
wheeze_candidate,46.08,46.464,0.38400000000000034
wheeze_candidate,46.72,46.976,0.2560000000000002
wheeze_candidate,49.024,49.28,0.2560000000000002
wheeze_candidate,56.832,57.088,0.2560000000000002
