phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.4090197086334229,0.18904428904428905,0.38595473343510717,1.439138412475586,0.1,0.5833333333333333,0.001
LP,2,1.414215326309204,0.1472222222222222,0.31084753540110677,1.4043465852737427,0.25,0.5833333333333333,0.001
LP,3,1.311044454574585,0.4874434389140272,0.5442708239152475,1.3784518241882324,0.25,0.5833333333333333,0.001
LP,4,1.2692805528640747,0.5291666666666667,0.6430755436145751,1.3624109029769897,0.0,0.5833333333333333,0.001
LP,5,1.2227274179458618,0.5617413632119514,0.7225653480117766,1.3555471897125244,0.0,0.7083333333333333,0.001
FT,1,1.324998140335083,0.4757130124777184,0.5120972631476832,1.379574179649353,0.25,0.5833333333333333,0.0001
FT,2,1.2960788011550903,0.32564102564102565,0.635280910609858,1.3655744791030884,0.25,0.7083333333333333,9.97534852915723e-05
FT,3,1.2870773077011108,0.36507936507936506,0.5929280045351474,1.3582862615585327,0.35,0.7083333333333333,9.901664203302126e-05
FT,4,1.255832314491272,0.43839285714285714,0.6355890515429989,1.3553869724273682,0.625,0.7083333333333333,9.779754323328192e-05
FT,5,1.215889573097229,0.4805506993006993,0.8111092048905332,1.3534660339355469,0.5833333333333333,0.7083333333333333,9.610954559391703e-05
FT,6,1.2840993404388428,0.3827642945290004,0.6203836837765409,1.3536372184753418,0.5833333333333333,0.5833333333333333,9.397114317029975e-05
FT,7,1.1817759275436401,0.6583333333333333,0.830269255598203,1.3575178384780884,0.35,0.5833333333333333,9.140576474687265e-05
FT,8,1.1146517992019653,0.8616071428571429,0.9373015873015873,1.3603534698486328,0.08333333333333333,0.6875,8.844151714648274e-05
FT,9,1.1964752674102783,0.6904761904761904,0.817430254930255,1.3647879362106323,0.08333333333333333,0.6666666666666666,8.511087728614862e-05
FT,10,1.1025301218032837,0.7541666666666667,0.9140004149808072,1.3668118715286255,0.08333333333333333,0.7083333333333333,8.14503363531613e-05
FT,11,1.1056300401687622,0.8160714285714286,0.9296020723104057,1.3686507940292358,0.26666666666666666,0.7083333333333333,7.75e-05
FT,12,1.075177550315857,0.7538461538461538,0.8873987894821227,1.3689979314804077,0.26666666666666666,0.5416666666666666,7.330314893841101e-05
