phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.5055385828018188,0.20096153846153847,0.2622051355536048,1.4682470560073853,0.25,0.5339285714285714,0.001
LP,2,1.3904807567596436,0.21722742127153893,0.3713174281769297,1.4267964363098145,0.3333333333333333,0.5398809523809524,0.001
LP,3,1.2564717531204224,0.319017094017094,0.5301692187194585,1.3861762285232544,0.3333333333333333,0.5919642857142857,0.001
LP,4,1.202867031097412,0.3949952107279694,0.5242349128565518,1.3500194549560547,0.5166666666666666,0.6729166666666666,0.001
LP,5,1.246118426322937,0.2767094017094017,0.4799222251174957,1.3231717348098755,0.5166666666666666,0.6822916666666666,0.001
FT,1,1.0896263122558594,0.30090497737556565,0.7149567185727629,1.3311301469802856,0.45,0.6822916666666666,0.0001
FT,2,1.261104702949524,0.2778735632183908,0.47312156115746773,1.3133894205093384,0.45,0.69375,9.97534852915723e-05
FT,3,1.3097620010375977,0.20604395604395606,0.6537225931553663,1.3004554510116577,0.475,0.6580357142857143,9.901664203302126e-05
FT,4,1.053025484085083,0.4875841750841751,0.7606046475662226,1.2901026010513306,0.19642857142857142,0.6541666666666667,9.779754323328192e-05
FT,5,1.0594812631607056,0.3972463768115942,0.5881533966590358,1.2800424098968506,0.41666666666666663,0.6711309523809523,9.610954559391703e-05
FT,6,1.0161449909210205,0.36047619047619045,0.7487344060260728,1.27364981174469,0.4318181818181818,0.6982142857142857,9.397114317029975e-05
FT,7,1.1230326890945435,0.3864885114885115,0.724219133499824,1.2630276679992676,0.4318181818181818,0.7482142857142857,9.140576474687265e-05
FT,8,1.0644035339355469,0.4114219114219114,0.8387311048156636,1.2592884302139282,0.4318181818181818,0.646875,8.844151714648274e-05
