phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,0.6870273351669312,0.55,0.623382635882636,0.7023463845252991,0.3333333333333333,0.6666666666666666,0.001
LP,2,0.668164074420929,0.55,0.7183180245680246,0.7056142091751099,0.3333333333333333,0.6666666666666666,0.001
LP,3,0.6309787631034851,0.7963800904977376,0.8335673585673586,0.7093526721000671,0.3333333333333333,0.6666666666666666,0.001
LP,4,0.6078485250473022,0.660633484162896,0.8629214150047484,0.7135137915611267,0.2,0.5,0.001
LP,5,0.6004455089569092,0.7321428571428572,0.8869598765432098,0.714259922504425,0.2,0.5,0.001
FT,1,0.7036218047142029,0.4,0.5873556227722894,0.6982458829879761,0.3333333333333333,0.6666666666666666,0.0001
FT,2,0.6829413771629333,0.4444444444444444,0.6629909442409443,0.6904275417327881,0.3333333333333333,0.6666666666666666,9.97534852915723e-05
FT,3,0.6367579698562622,0.7321428571428572,0.7899480920314255,0.6888687610626221,0.7333333333333334,0.6666666666666666,9.901664203302126e-05
FT,4,0.5974751710891724,0.8611111111111112,0.8724647266313934,0.6909131407737732,0.7333333333333334,0.6666666666666666,9.779754323328192e-05
FT,5,0.5772738456726074,0.7963800904977376,0.8896520146520147,0.6930397152900696,0.3333333333333333,0.6666666666666666,9.610954559391703e-05
FT,6,0.585910975933075,0.784688995215311,0.9045109211775879,0.6966536045074463,0.5,0.6666666666666666,9.397114317029975e-05
FT,7,0.5657583475112915,0.9282296650717703,1.0,0.6862651109695435,0.5,0.8333333333333333,9.140576474687265e-05
FT,8,0.5906293988227844,0.7222222222222222,0.8471195471195472,0.6836644411087036,0.5,0.8333333333333333,8.844151714648274e-05
