phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.556861400604248,0.06956521739130435,0.32010169654906495,1.87934148311615,0.05,0.4685714285714285,0.001
LP,2,1.4819732904434204,0.06956521739130435,0.33740884072927424,1.9558892250061035,0.05,0.5066666666666666,0.001
LP,3,1.3954286575317383,0.05714285714285714,0.44173111610611615,2.0282177925109863,0.08,0.5133333333333333,0.001
LP,4,1.202141523361206,0.08,0.5460852573352573,2.1312971115112305,0.05,0.5133333333333333,0.001
LP,5,0.9868684411048889,0.30476190476190473,0.5606666666666666,2.2674214839935303,0.05,0.5233333333333333,0.001
FT,1,1.2326263189315796,0.11978609625668449,0.6764880952380953,2.114703893661499,0.05,0.54,0.0001
FT,2,1.1411713361740112,0.15119617224880383,0.6113383838383839,2.1665072441101074,0.05,0.54,9.97534852915723e-05
FT,3,1.0198123455047607,0.39365079365079364,0.7231066972243443,2.1944143772125244,0.05,0.5233333333333333,9.901664203302126e-05
FT,4,0.7594327926635742,0.3897435897435898,0.7458333333333332,2.2304062843322754,0.2571428571428571,0.5233333333333333,9.779754323328192e-05
FT,5,0.6439124345779419,0.4191304347826087,0.7120512820512821,2.2666807174682617,0.2,0.53,9.610954559391703e-05
FT,6,0.8028463125228882,0.3911111111111111,0.7286416361416361,2.2436633110046387,0.21333333333333332,0.53,9.397114317029975e-05
FT,7,0.6989672183990479,0.4322344322344322,0.75015873015873,2.1799144744873047,0.21333333333333332,0.53,9.140576474687265e-05
FT,8,0.5812739729881287,0.4095238095238095,0.7747142857142857,2.103059768676758,0.21333333333333332,0.53,8.844151714648274e-05
FT,9,0.5491136312484741,0.419047619047619,0.775515873015873,2.009920358657837,0.13333333333333333,0.6200000000000001,8.511087728614862e-05
FT,10,0.4438275098800659,0.5214285714285715,0.9085714285714286,1.9285160303115845,0.13333333333333333,0.6085714285714287,8.14503363531613e-05
FT,11,0.44472819566726685,0.49333333333333335,0.9466666666666667,1.8452023267745972,0.2,0.6085714285714287,7.75e-05
FT,12,0.4030678868293762,0.4284848484848485,0.7894444444444444,1.7775547504425049,0.2,0.6085714285714287,7.330314893841101e-05
