phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.4156166315078735,0.26666666666666666,0.3957260074520136,1.4862161874771118,0.14285714285714285,0.44553571428571426,0.001
LP,2,1.3961440324783325,0.3205128205128205,0.4416031476693242,1.4672558307647705,0.2,0.393452380952381,0.001
LP,3,1.3257417678833008,0.43416305916305914,0.47771999825571254,1.4526487588882446,0.125,0.34375,0.001
LP,4,1.289954423904419,0.39015151515151514,0.584617019884877,1.443506121635437,0.125,0.325297619047619,0.001
LP,5,1.2282626628875732,0.6083333333333333,0.7605755355755355,1.434920310974121,0.0,0.33958333333333335,0.001
FT,1,1.3182251453399658,0.4103535353535353,0.553422619047619,1.4509456157684326,0.125,0.337202380952381,0.0001
FT,2,1.4113165140151978,0.16767676767676767,0.2952838570098632,1.4390242099761963,0.125,0.3630952380952381,9.97534852915723e-05
FT,3,1.302939772605896,0.4177350427350427,0.5913302500487374,1.4262698888778687,0.1,0.3901785714285714,9.901664203302126e-05
FT,4,1.2101191282272339,0.7881410256410257,0.8613455988455988,1.4205816984176636,0.1,0.34404761904761905,9.779754323328192e-05
FT,5,1.2228642702102661,0.6818181818181819,0.7352414450628736,1.4168767929077148,0.08333333333333333,0.3916666666666666,9.610954559391703e-05
FT,6,1.2379745244979858,0.5845959595959596,0.7655030155030155,1.408689260482788,0.25,0.3916666666666666,9.397114317029975e-05
FT,7,1.20760178565979,0.6541666666666667,0.825734965703453,1.405405879020691,0.16666666666666666,0.37916666666666665,9.140576474687265e-05
FT,8,1.120181918144226,0.8392857142857143,0.9227182539682539,1.3991320133209229,0.16666666666666666,0.37916666666666665,8.844151714648274e-05
