phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.5577772855758667,0.07272727272727272,0.27731537322326794,1.7548460960388184,0.05,0.5685714285714285,0.001
LP,2,1.472078800201416,0.06666666666666667,0.43911022213653794,1.8311283588409424,0.05,0.6333333333333333,0.001
LP,3,1.3827279806137085,0.05714285714285714,0.4182281144781145,1.9170284271240234,0.05714285714285714,0.5800000000000001,0.001
LP,4,1.1933598518371582,0.09411764705882353,0.5465899378399378,2.026610851287842,0.05714285714285714,0.55,0.001
LP,5,0.9872347116470337,0.31093117408906884,0.5121031746031746,2.163029909133911,0.05,0.4999999999999999,0.001
FT,1,1.2425798177719116,0.08342245989304813,0.5076429126429127,2.005314350128174,0.05,0.5566666666666666,0.0001
FT,2,1.1171116828918457,0.15119617224880383,0.6265823065823066,2.0608999729156494,0.05,0.59,9.97534852915723e-05
FT,3,1.008594036102295,0.39365079365079364,0.7300793650793651,2.112882375717163,0.05714285714285714,0.44833333333333336,9.901664203302126e-05
FT,4,0.7317191958427429,0.3897435897435898,0.7945634920634921,2.1856939792633057,0.18,0.4583333333333333,9.779754323328192e-05
FT,5,0.6295212507247925,0.3968831168831169,0.7009722222222222,2.264418601989746,0.18,0.41999999999999993,9.610954559391703e-05
FT,6,0.752436101436615,0.42526315789473684,0.833901515151515,2.2965729236602783,0.18,0.4152380952380952,9.397114317029975e-05
FT,7,0.6840836405754089,0.4246153846153846,0.7211385836385836,2.2734029293060303,0.08,0.4152380952380952,9.140576474687265e-05
FT,8,0.552669882774353,0.4103896103896103,0.7718484848484849,2.2322208881378174,0.08,0.3852380952380952,8.844151714648274e-05
FT,9,0.4947476089000702,0.42031746031746026,0.7587301587301588,2.188945770263672,0.08,0.3852380952380952,8.511087728614862e-05
FT,10,0.3931550979614258,0.52,0.8807539682539682,2.1462838649749756,0.08,0.3852380952380952,8.14503363531613e-05
FT,11,0.43074074387550354,0.4791208791208791,0.8258333333333333,2.1005427837371826,0.1,0.3852380952380952,7.75e-05
FT,12,0.40233978629112244,0.4245532245532246,0.7654040404040404,2.0483224391937256,0.1,0.3852380952380952,7.330314893841101e-05
