phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.4123355150222778,0.25476190476190474,0.4002086172971266,1.4298255443572998,0.0,0.37499999999999994,0.001
LP,2,1.4656083583831787,0.2764294529000412,0.3473274511362458,1.4245538711547852,0.0,0.37499999999999994,0.001
LP,3,1.3278201818466187,0.37995337995337997,0.5302563408813409,1.4168392419815063,0.25,0.35416666666666663,0.001
LP,4,1.331808090209961,0.33376623376623377,0.5055931865753294,1.411974310874939,0.16666666666666666,0.31249999999999994,0.001
LP,5,1.2378041744232178,0.6616161616161615,0.808768915660363,1.4065619707107544,0.16666666666666666,0.35416666666666663,0.001
FT,1,1.326351523399353,0.29166666666666663,0.5097766469641469,1.4125308990478516,0.16666666666666666,0.35416666666666663,0.0001
FT,2,1.3029723167419434,0.3873376623376623,0.6435248758594346,1.4087640047073364,0.16666666666666666,0.35416666666666663,9.97534852915723e-05
FT,3,1.2316170930862427,0.4666666666666667,0.6794782994782995,1.408015251159668,0.16666666666666666,0.3333333333333333,9.901664203302126e-05
FT,4,1.2444113492965698,0.6517857142857143,0.7327198483061486,1.4061784744262695,0.125,0.35416666666666663,9.779754323328192e-05
FT,5,1.1919822692871094,0.5613636363636364,0.7816367193730638,1.4031822681427002,0.125,0.4375,9.610954559391703e-05
FT,6,1.1686861515045166,0.6218614718614719,0.8245100732600732,1.3992245197296143,0.125,0.4375,9.397114317029975e-05
FT,7,1.1063671112060547,0.6818573583279466,0.8998628087598677,1.3971710205078125,0.16666666666666666,0.5625,9.140576474687265e-05
FT,8,1.135335922241211,0.7660287081339714,0.8610958485958485,1.3948116302490234,0.375,0.6458333333333334,8.844151714648274e-05
FT,9,1.1415040493011475,0.7611111111111111,0.9092046148296147,1.397346019744873,0.375,0.6458333333333334,8.511087728614862e-05
FT,10,1.0494418144226074,0.840334008097166,0.9373815172922315,1.3994466066360474,0.16666666666666666,0.6458333333333334,8.14503363531613e-05
FT,11,1.09903085231781,0.6916221033868093,0.9360351454101454,1.4064639806747437,0.0,0.5208333333333333,7.75e-05
FT,12,1.0338486433029175,0.861904761904762,0.9378959235209234,1.4094336032867432,0.0,0.3958333333333333,7.330314893841101e-05
FT,13,1.0602681636810303,0.7837301587301587,0.8996292922763511,1.4103237390518188,0.0,0.3958333333333333,6.890576474687264e-05
FT,14,1.0480555295944214,0.7638888888888888,0.9155743066457351,1.4150445461273193,0.0,0.3958333333333333,6.435602608679918e-05
FT,15,0.994194507598877,0.8787955465587045,0.9405844155844155,1.4108667373657227,0.0,0.3958333333333333,5.970378084704442e-05
FT,16,1.015495777130127,0.8154761904761906,0.8946428571428571,1.4043134450912476,0.16666666666666666,0.5208333333333333,5.500000000000002e-05
