phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,0.7444315552711487,0.375,0.45292801334468,0.7782368063926697,0.3333333333333333,0.41666666666666663,0.001
LP,2,0.7083865404129028,0.5333333333333333,0.5760895740062407,0.8236820101737976,0.3333333333333333,0.41666666666666663,0.001
LP,3,0.666394829750061,0.49760765550239233,0.8105860189193523,0.8469658493995667,0.3333333333333333,0.41666666666666663,0.001
LP,4,0.6664621829986572,0.4,0.7725468975468976,0.8467084169387817,0.3333333333333333,0.41666666666666663,0.001
LP,5,0.6156299710273743,0.5982142857142857,0.8633252549919217,0.8469339609146118,0.3333333333333333,0.41666666666666663,0.001
FT,1,0.7044907212257385,0.4444444444444444,0.5489332426832427,0.7829189300537109,0.3333333333333333,0.41666666666666663,0.0001
FT,2,0.6632097363471985,0.5982142857142857,0.7219035594035594,0.8017756938934326,0.2,0.41666666666666663,9.97534852915723e-05
FT,3,0.6167901158332825,0.7963800904977376,0.8150793650793653,0.8133983016014099,0.0,0.41666666666666663,9.901664203302126e-05
FT,4,0.6011420488357544,0.7222222222222222,0.8376899335232669,0.8225677609443665,0.2,0.41666666666666663,9.779754323328192e-05
FT,5,0.5616527795791626,0.784688995215311,0.8757631257631259,0.8348639011383057,0.3333333333333333,0.41666666666666663,9.610954559391703e-05
FT,6,0.5361196994781494,0.784688995215311,0.8450396825396826,0.8398942351341248,0.3333333333333333,0.41666666666666663,9.397114317029975e-05
FT,7,0.5043166875839233,0.8611111111111112,0.949003928170595,0.8500760197639465,0.3333333333333333,0.41666666666666663,9.140576474687265e-05
FT,8,0.4930322766304016,0.7222222222222222,0.9136904761904763,0.8646953105926514,0.3333333333333333,0.41666666666666663,8.844151714648274e-05
