phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.482175350189209,0.12,0.3121696376174483,1.4167766571044922,0.1,0.2976190476190476,0.001
LP,2,1.4033775329589844,0.24583333333333335,0.37929881691768025,1.483864665031433,0.2,0.2976190476190476,0.001
LP,3,1.358984351158142,0.319551282051282,0.4825675345895934,1.5422186851501465,0.125,0.3142857142857143,0.001
LP,4,1.3376325368881226,0.37215909090909094,0.5463424350642396,1.5748398303985596,0.1111111111111111,0.3125,0.001
LP,5,1.2970335483551025,0.5431372549019609,0.6713130454201883,1.5758867263793945,0.0,0.35416666666666663,0.001
FT,1,1.3716398477554321,0.33760683760683763,0.3863419886929949,1.454582691192627,0.22619047619047616,0.3208333333333333,0.0001
FT,2,1.2730623483657837,0.5527777777777778,0.7468000749250748,1.4381680488586426,0.225,0.35833333333333334,9.97534852915723e-05
FT,3,1.273714542388916,0.5353535353535352,0.606992957439386,1.426862120628357,0.125,0.35416666666666663,9.901664203302126e-05
FT,4,1.1878411769866943,0.7416666666666666,0.9063644688644689,1.4158841371536255,0.125,0.35863095238095233,9.779754323328192e-05
FT,5,1.140475869178772,0.6476190476190475,0.8676189415160003,1.4059606790542603,0.14285714285714285,0.36279761904761904,9.610954559391703e-05
FT,6,1.1165822744369507,0.7502705627705628,0.8471230158730158,1.3974792957305908,0.16666666666666666,0.36875,9.397114317029975e-05
FT,7,1.0918676853179932,0.7502705627705627,0.8149376417233559,1.3816264867782593,0.16666666666666666,0.4148809523809524,9.140576474687265e-05
FT,8,0.9577732682228088,0.8603896103896105,0.9415249433106575,1.3633906841278076,0.16666666666666666,0.4339285714285714,8.844151714648274e-05
