phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.5231859683990479,0.14516129032258066,0.25052483564480466,1.4379972219467163,0.16666666666666666,0.63125,0.001
LP,2,1.4260059595108032,0.1746031746031746,0.3287913836283842,1.4816585779190063,0.5,0.64375,0.001
LP,3,1.4071018695831299,0.13434343434343435,0.32227572240472135,1.5188367366790771,0.625,0.64375,0.001
LP,4,1.3615723848342896,0.31303418803418803,0.49908132976742,1.5376931428909302,0.625,0.64375,0.001
LP,5,1.3338614702224731,0.3408119658119658,0.5728668035528938,1.5349464416503906,0.5833333333333333,0.51875,0.001
FT,1,1.3604555130004883,0.3792016806722689,0.44149937914818865,1.4983152151107788,0.25,0.51875,0.0001
FT,2,1.305424690246582,0.5257867132867133,0.6401831071787212,1.4837639331817627,0.16666666666666666,0.51875,9.97534852915723e-05
FT,3,1.241720199584961,0.5611111111111111,0.7906641604010025,1.4778785705566406,0.16666666666666666,0.5395833333333333,9.901664203302126e-05
FT,4,1.2092907428741455,0.6325757575757576,0.7610958485958487,1.476283073425293,0.16666666666666666,0.4979166666666666,9.779754323328192e-05
FT,5,1.128626823425293,0.7743347338935573,0.9118596681096681,1.4771089553833008,0.16666666666666666,0.4770833333333333,9.610954559391703e-05
FT,6,1.1216132640838623,0.6244588744588745,0.8355424302792723,1.4763219356536865,0.16666666666666666,0.4770833333333333,9.397114317029975e-05
FT,7,0.9731860160827637,0.7547348484848484,0.9498677248677249,1.4771229028701782,0.16666666666666666,0.4875,9.140576474687265e-05
FT,8,0.9511961340904236,0.8973214285714286,0.9680059523809523,1.478700876235962,0.16666666666666666,0.5291666666666667,8.844151714648274e-05
