phase,epoch,train_loss,train_f1,train_ap,val_loss,val_f1,val_ap,lr
LP,1,1.4249049425125122,0.28342245989304815,0.36143832889962924,1.359153389930725,0.14285714285714285,0.6041666666666666,0.001
LP,2,1.3661932945251465,0.17916666666666664,0.4612085914601394,1.3609552383422852,0.41666666666666663,0.7375,0.001
LP,3,1.3458006381988525,0.35053418803418807,0.5460596804511277,1.370754599571228,0.29166666666666663,0.5625,0.001
LP,4,1.3274623155593872,0.4611111111111111,0.5158239348370927,1.3874006271362305,0.29166666666666663,0.5208333333333333,0.001
LP,5,1.2034070491790771,0.7437782805429864,0.8063113969363969,1.4057680368423462,0.29166666666666663,0.5625,0.001
FT,1,1.3902426958084106,0.24368686868686867,0.4049555305805306,1.3688576221466064,0.29166666666666663,0.5625,0.0001
FT,2,1.2799992561340332,0.553030303030303,0.6196131864494867,1.385118842124939,0.29166666666666663,0.5416666666666666,9.97534852915723e-05
FT,3,1.3482351303100586,0.3958333333333333,0.5317309767474241,1.4047397375106812,0.29166666666666663,0.3833333333333333,9.901664203302126e-05
FT,4,1.2961870431900024,0.5166666666666666,0.6510738091601094,1.425180196762085,0.125,0.425,9.779754323328192e-05
FT,5,1.2165786027908325,0.6587301587301587,0.9010416666666665,1.4341206550598145,0.125,0.4125,9.610954559391703e-05
FT,6,1.2035495042800903,0.6498015873015872,0.8551370851370851,1.4349844455718994,0.16666666666666666,0.4333333333333333,9.397114317029975e-05
FT,7,1.2005271911621094,0.6916666666666667,0.7945970695970695,1.427983283996582,0.0,0.4333333333333333,9.140576474687265e-05
FT,8,1.1494367122650146,0.8267614738202973,0.9541847041847041,1.4180827140808105,0.0,0.43333333333333335,8.844151714648274e-05
