Method,Name,Files,Segments,Best_Silhouette,K3_Silhouette,K4_Silhouette,K5_Silhouette
D2,Seg_FullPipeline,29,87,0.21567693732493912,0.21567693732493912,0.19911695312113956,0.18612254762102798
